Chr	BP	kimura_distance	species	norm_dist_center
IV	10600001	16.34166667	elegans	0.105928
IV	10610001	24.54	elegans	0.1065
IV	10620001	12.69	elegans	0.107071
IV	10630001	20.66	elegans	0.107643
IV	10640001	17.52	elegans	0.108214
IV	10650001	2.42875	elegans	0.108786
IV	10660001	33.58	elegans	0.109358
IV	10690001	16.88857143	elegans	0.111073
IV	10700001	8.78	elegans	0.111644
IV	10710001	23.8225	elegans	0.112216
IV	10720001	22.955	elegans	0.112788
IV	10730001	11.785	elegans	0.113359
IV	10740001	24.744	elegans	0.113931
IV	10750001	27.12833333	elegans	0.114502
IV	10760001	26.32	elegans	0.115074
IV	10770001	20.71461538	elegans	0.115646
IV	10780001	32.99	elegans	0.116217
IV	10790001	24.27	elegans	0.116789
IV	10800001	20.98	elegans	0.117361
IV	10810001	21.57	elegans	0.117932
IV	10820001	19.05	elegans	0.118504
IV	10830001	16.87375	elegans	0.119075
IV	10840001	18.47555556	elegans	0.119647
IV	10850001	23.43	elegans	0.120219
IV	10860001	16.48111111	elegans	0.12079
IV	10870001	20.62666667	elegans	0.121362
IV	10880001	14.21333333	elegans	0.121934
IV	10890001	14.69	elegans	0.122505
IV	10900001	11.69	elegans	0.123077
IV	10910001	17.66666667	elegans	0.123649
IV	10920001	16.568	elegans	0.12422
IV	10930001	18.92	elegans	0.124792
IV	10940001	15.54027778	elegans	0.125363
IV	10950001	22.59571429	elegans	0.125935
IV	10960001	12.92	elegans	0.126507
IV	10970001	24.96333333	elegans	0.127078
IV	10980001	23.21666667	elegans	0.12765
IV	10990001	17.134	elegans	0.128222
IV	11000001	18.89333333	elegans	0.128793
IV	11010001	16.69428571	elegans	0.129365
IV	11020001	19.285	elegans	0.129936
IV	11030001	6.564285714	elegans	0.130508
IV	11040001	16.23625	elegans	0.13108
IV	11050001	21.51222222	elegans	0.131651
IV	11060001	18.88111111	elegans	0.132223
IV	11070001	16.87416667	elegans	0.132795
IV	11080001	33.81833333	elegans	0.133366
IV	11090001	14.79833333	elegans	0.133938
IV	11100001	10.41777778	elegans	0.134509
IV	11110001	15.73666667	elegans	0.135081
IV	11130001	16.578	elegans	0.136224
IV	11150001	12.82	elegans	0.137368
IV	11160001	17.97	elegans	0.137939
IV	11170001	11.138	elegans	0.138511
IV	11180001	18.97375	elegans	0.139083
IV	11190001	15.48055556	elegans	0.139654
IV	11200001	13.69842105	elegans	0.140226
IV	11210001	26.096	elegans	0.140797
IV	11220001	19.985	elegans	0.141369
IV	11230001	5.61	elegans	0.141941
IV	11240001	13.53	elegans	0.142512
IV	11250001	17.43428571	elegans	0.143084
IV	11260001	24.99	elegans	0.143656
IV	11270001	26.79	elegans	0.144227
IV	11280001	20.13818182	elegans	0.144799
IV	11290001	17.98	elegans	0.14537
IV	11300001	21.29615385	elegans	0.145942
IV	11310001	17.59	elegans	0.146514
IV	11340001	16.95083333	elegans	0.148229
IV	11350001	16.03428571	elegans	0.1488
IV	11360001	10.82	elegans	0.149372
IV	11370001	13.642	elegans	0.149943
IV	11380001	12.28125	elegans	0.150515
IV	11390001	12.88666667	elegans	0.151087
IV	11400001	12.53	elegans	0.151658
IV	11410001	16.17	elegans	0.15223
IV	11420001	10.56	elegans	0.152802
IV	11430001	21.7	elegans	0.153373
IV	11440001	15.63642857	elegans	0.153945
IV	11450001	18.86666667	elegans	0.154517
IV	11460001	28.30666667	elegans	0.155088
IV	11470001	17.27409091	elegans	0.15566
IV	11480001	22.20125	elegans	0.156231
IV	11490001	19.17230769	elegans	0.156803
IV	11500001	26.385	elegans	0.157375
IV	11510001	18.11142857	elegans	0.157946
IV	11520001	17.80444444	elegans	0.158518
IV	11530001	20.8375	elegans	0.15909
IV	11540001	28.22142857	elegans	0.159661
IV	11550001	18.22636364	elegans	0.160233
IV	11560001	15.982	elegans	0.160804
IV	11570001	17.576	elegans	0.161376
IV	11580001	22.22071429	elegans	0.161948
IV	11590001	21.24	elegans	0.162519
IV	11600001	20.8525	elegans	0.163091
IV	11610001	34.14043478	elegans	0.163663
IV	11620001	21.53571429	elegans	0.164234
IV	11630001	23.74625	elegans	0.164806
IV	11640001	25.34363636	elegans	0.165378
IV	11650001	20.42666667	elegans	0.165949
IV	11660001	14.69875	elegans	0.166521
IV	11680001	19.54578947	elegans	0.167664
IV	11690001	18.76666667	elegans	0.168236
IV	11700001	22.87	elegans	0.168807
IV	11710001	22.375	elegans	0.169379
IV	11720001	11.75	elegans	0.169951
IV	11730001	25.3	elegans	0.170522
IV	11740001	24.75	elegans	0.171094
IV	11750001	30.82	elegans	0.171665
IV	11760001	15.71625	elegans	0.172237
IV	11770001	30.58	elegans	0.172809
IV	11780001	7.79	elegans	0.17338
IV	11790001	15.21	elegans	0.173952
IV	11800001	12.924	elegans	0.174524
IV	11810001	15.866	elegans	0.175095
IV	11820001	16.28178571	elegans	0.175667
IV	11830001	11.84	elegans	0.176238
IV	11840001	15.55125	elegans	0.17681
IV	11850001	14.74	elegans	0.177382
IV	11860001	13.18	elegans	0.177953
IV	11870001	17.79	elegans	0.178525
IV	11880001	25.07545455	elegans	0.179097
IV	11890001	18.744	elegans	0.179668
IV	11900001	21.5625	elegans	0.18024
IV	11910001	29.615	elegans	0.180812
IV	11920001	13.6275	elegans	0.181383
IV	11930001	29.27	elegans	0.181955
IV	11940001	11.335	elegans	0.182526
IV	11950001	17.89	elegans	0.183098
IV	11960001	19.245	elegans	0.18367
IV	11970001	15.68	elegans	0.184241
IV	11990001	26.38666667	elegans	0.185385
IV	12000001	19.72833333	elegans	0.185956
IV	12010001	18.36	elegans	0.186528
IV	12020001	19.655	elegans	0.187099
IV	12030001	20.97666667	elegans	0.187671
IV	12040001	23.52	elegans	0.188243
IV	12050001	18.8925	elegans	0.188814
IV	12060001	18.0325	elegans	0.189386
IV	12070001	20.43	elegans	0.189958
IV	12080001	16.865	elegans	0.190529
IV	12090001	21.506	elegans	0.191101
IV	12100001	21.37666667	elegans	0.191672
IV	12110001	14.30769231	elegans	0.192244
IV	12120001	15.742	elegans	0.192816
IV	12130001	16.95	elegans	0.193387
IV	12140001	10.974	elegans	0.193959
IV	12150001	14.83714286	elegans	0.194531
IV	12160001	20.04388889	elegans	0.195102
IV	12170001	23.225	elegans	0.195674
IV	12180001	23.225	elegans	0.196246
IV	12190001	26.08125	elegans	0.196817
IV	12200001	17.338	elegans	0.197389
IV	12210001	24.618	elegans	0.19796
IV	12220001	13.75809524	elegans	0.198532
IV	12230001	16.297	elegans	0.199104
IV	12240001	10.915	elegans	0.199675
IV	12250001	11.94038462	elegans	0.200247
IV	12260001	26.715	elegans	0.200819
IV	12270001	17.44	elegans	0.20139
IV	12280001	18.63571429	elegans	0.201962
IV	12290001	14.71583333	elegans	0.202533
IV	12300001	20.3625	elegans	0.203105
IV	12310001	10.40714286	elegans	0.203677
IV	12320001	4.7484	elegans	0.204248
IV	12330001	16.70428571	elegans	0.20482
IV	12340001	18.645	elegans	0.205392
IV	12350001	21.1825	elegans	0.205963
IV	12360001	22.486	elegans	0.206535
IV	12370001	22.59428571	elegans	0.207107
IV	12380001	17.563	elegans	0.207678
IV	12390001	16.01285714	elegans	0.20825
IV	12400001	24.3	elegans	0.208821
IV	12410001	15.2325	elegans	0.209393
IV	12420001	15.058	elegans	0.209965
IV	12430001	12.30375	elegans	0.210536
IV	12440001	15.366	elegans	0.211108
IV	12450001	19.51555556	elegans	0.21168
IV	12460001	23.26846154	elegans	0.212251
IV	12470001	22.765	elegans	0.212823
IV	12480001	26.26	elegans	0.213394
IV	12490001	15.98928571	elegans	0.213966
IV	12500001	20.41181818	elegans	0.214538
IV	12510001	14.55461538	elegans	0.215109
IV	12520001	26.09	elegans	0.215681
IV	12530001	21.392	elegans	0.216253
IV	12540001	27.97833333	elegans	0.216824
IV	12550001	17.01333333	elegans	0.217396
IV	12560001	14.02266667	elegans	0.217967
IV	12570001	17.10571429	elegans	0.218539
IV	12580001	15.41058824	elegans	0.219111
IV	12590001	24.13583333	elegans	0.219682
IV	12600001	18.91390244	elegans	0.220254
IV	12610001	15.905	elegans	0.220826
IV	12620001	22.7468	elegans	0.221397
IV	12630001	15.38363636	elegans	0.221969
IV	12640001	16.22428571	elegans	0.222541
IV	12650001	14.98111111	elegans	0.223112
IV	12660001	15.36333333	elegans	0.223684
IV	12670001	21.42666667	elegans	0.224255
IV	12680001	14.80142857	elegans	0.224827
IV	12690001	14.33736842	elegans	0.225399
IV	12700001	16.2995	elegans	0.22597
IV	12710001	13.75454545	elegans	0.226542
IV	12720001	16.61269231	elegans	0.227114
IV	12730001	6.184245283	elegans	0.227685
IV	12740001	16.28590909	elegans	0.228257
IV	12750001	15.39368421	elegans	0.228828
IV	12760001	23.69333333	elegans	0.2294
IV	12770001	15.508125	elegans	0.229972
IV	12780001	17.78647059	elegans	0.230543
IV	12790001	19.10875	elegans	0.231115
IV	12800001	14.2805	elegans	0.231687
IV	12810001	17.19555556	elegans	0.232258
IV	12820001	17.41	elegans	0.23283
IV	12830001	21.9125	elegans	0.233401
IV	12840001	15.16	elegans	0.233973
IV	12850001	13.8276	elegans	0.234545
IV	12860001	14.42833333	elegans	0.235116
IV	12870001	13.386	elegans	0.235688
IV	12880001	13.704	elegans	0.23626
IV	12890001	9.216	elegans	0.236831
IV	12900001	23.795	elegans	0.237403
IV	12910001	21.73	elegans	0.237975
IV	12920001	17.88888889	elegans	0.238546
IV	12930001	13.95125	elegans	0.239118
IV	12940001	21.72333333	elegans	0.239689
IV	12950001	12.26	elegans	0.240261
IV	12970001	12.41333333	elegans	0.241404
IV	12980001	6.38	elegans	0.241976
IV	12990001	28.51	elegans	0.242548
IV	13000001	26.53	elegans	0.243119
IV	13010001	22.33	elegans	0.243691
IV	13020001	10.17	elegans	0.244262
IV	13030001	18.41	elegans	0.244834
IV	13040001	14.47705882	elegans	0.245406
IV	13050001	13.27166667	elegans	0.245977
IV	13060001	19.9	elegans	0.246549
IV	13070001	17.795	elegans	0.247121
IV	13080001	21.26	elegans	0.247692
IV	13090001	16.00142857	elegans	0.248264
IV	13100001	15.35666667	elegans	0.248836
IV	13110001	14.11642857	elegans	0.249407
IV	13120001	18.70578947	elegans	0.249979
IV	13130001	20.17666667	elegans	0.25055
IV	13140001	18.83555556	elegans	0.251122
IV	13150001	15.61	elegans	0.251694
IV	13160001	19.11571429	elegans	0.252265
IV	13170001	17.11	elegans	0.252837
IV	13180001	17.42466667	elegans	0.253409
IV	13190001	14.53	elegans	0.25398
IV	13200001	13.75583333	elegans	0.254552
IV	13210001	15.376	elegans	0.255123
IV	13220001	12.94333333	elegans	0.255695
IV	13230001	15.03285714	elegans	0.256267
IV	13240001	18.3	elegans	0.256838
IV	13250001	15.57515152	elegans	0.25741
IV	13260001	16.87032258	elegans	0.257982
IV	13270001	13.71757576	elegans	0.258553
IV	13280001	17.95891892	elegans	0.259125
IV	13290001	9.8525	elegans	0.259696
IV	13300001	15.7859375	elegans	0.260268
IV	13310001	10.8612	elegans	0.26084
IV	13320001	13.59966667	elegans	0.261411
IV	13330001	18.89857143	elegans	0.261983
IV	13340001	14.1872	elegans	0.262555
IV	13350001	14.34133333	elegans	0.263126
IV	13360001	10.93315217	elegans	0.263698
IV	13370001	16.146	elegans	0.26427
IV	13380001	13.95	elegans	0.264841
IV	13390001	19.43860465	elegans	0.265413
IV	13400001	12.8297619	elegans	0.265984
IV	13410001	15.76384615	elegans	0.266556
IV	13420001	16.3634375	elegans	0.267128
IV	13430001	14.61090909	elegans	0.267699
IV	13440001	9.446153846	elegans	0.268271
IV	13450001	13.45764706	elegans	0.268843
IV	13460001	11.79766667	elegans	0.269414
IV	13470001	12.19642857	elegans	0.269986
IV	13480001	14.4825	elegans	0.270557
IV	13490001	17.03962963	elegans	0.271129
IV	13500001	14.35242424	elegans	0.271701
IV	13510001	15.70517241	elegans	0.272272
IV	13520001	16.54033333	elegans	0.272844
IV	13530001	11.22133333	elegans	0.273416
IV	13540001	16.21863636	elegans	0.273987
IV	13550001	21.75428571	elegans	0.274559
IV	13560001	20.48285714	elegans	0.27513
IV	13570001	17.83909091	elegans	0.275702
IV	13580001	7.958	elegans	0.276274
IV	13590001	20.636	elegans	0.276845
IV	13600001	19.24	elegans	0.277417
IV	13610001	18.9	elegans	0.277989
IV	13620001	12.5675	elegans	0.27856
IV	13630001	8.946666667	elegans	0.279132
IV	13640001	17.95428571	elegans	0.279704
IV	13650001	17.237	elegans	0.280275
IV	13660001	21.36714286	elegans	0.280847
IV	13670001	12.172	elegans	0.281418
IV	13680001	13.6225	elegans	0.28199
IV	13690001	14.13142857	elegans	0.282562
IV	13700001	20.835	elegans	0.283133
IV	13710001	24.34333333	elegans	0.283705
IV	13720001	27.2	elegans	0.284277
IV	13730001	12.37314286	elegans	0.284848
IV	13740001	9.43	elegans	0.28542
IV	13750001	21.11	elegans	0.285991
IV	13760001	18.63666667	elegans	0.286563
IV	13770001	15.38545455	elegans	0.287135
IV	13780001	18.31181818	elegans	0.287706
IV	13790001	21.15526316	elegans	0.288278
IV	13800001	23.21	elegans	0.28885
IV	13810001	12.84166667	elegans	0.289421
IV	13820001	17.744	elegans	0.289993
IV	13830001	16.75333333	elegans	0.290565
IV	13840001	11.66103448	elegans	0.291136
IV	13850001	16.092	elegans	0.291708
IV	13860001	22.67	elegans	0.292279
IV	13870001	21.45761905	elegans	0.292851
IV	13880001	12.94448276	elegans	0.293423
IV	13890001	22.666	elegans	0.293994
IV	13900001	11.54388889	elegans	0.294566
IV	13910001	7.4948	elegans	0.295138
IV	13920001	20.70538462	elegans	0.295709
IV	13930001	10.922	elegans	0.296281
IV	13940001	11.146	elegans	0.296852
IV	13950001	26.33	elegans	0.297424
IV	13960001	18.83730769	elegans	0.297996
IV	13970001	16.52866667	elegans	0.298567
IV	13980001	28.93	elegans	0.299139
IV	13990001	13.00166667	elegans	0.299711
IV	14000001	19.2525	elegans	0.300282
IV	14010001	14.65777778	elegans	0.300854
IV	14020001	19.7875	elegans	0.301425
IV	14030001	17.90666667	elegans	0.301997
IV	14040001	17.877	elegans	0.302569
IV	14050001	17.55	elegans	0.30314
IV	14060001	13.27761905	elegans	0.303712
IV	14070001	15.24034483	elegans	0.304284
IV	14080001	12.95380952	elegans	0.304855
IV	14090001	19.255	elegans	0.305427
IV	14100001	14.378	elegans	0.305999
IV	14110001	16.73588235	elegans	0.30657
IV	14130001	18.63076923	elegans	0.307713
IV	14140001	27.67333333	elegans	0.308285
IV	14150001	15.24545455	elegans	0.308857
IV	14160001	20.94588235	elegans	0.309428
IV	14170001	19.555	elegans	0.31
IV	14180001	17.04333333	elegans	0.310572
IV	14190001	11.77666667	elegans	0.311143
IV	14200001	26.3540625	elegans	0.311715
IV	14210001	19.54764706	elegans	0.312286
IV	14220001	11.48	elegans	0.312858
IV	14230001	7.854	elegans	0.31343
IV	14240001	7.78625	elegans	0.314001
IV	14250001	3.64	elegans	0.314573
IV	14260001	10.33	elegans	0.315145
IV	14270001	25.2575	elegans	0.315716
IV	14280001	12.36	elegans	0.316288
IV	14290001	18.305	elegans	0.316859
IV	14300001	8.405	elegans	0.317431
IV	14310001	18.73666667	elegans	0.318003
IV	14320001	12.15142857	elegans	0.318574
IV	14330001	14.30916667	elegans	0.319146
IV	14340001	30.97	elegans	0.319718
IV	14350001	19.35888889	elegans	0.320289
IV	14360001	21.445	elegans	0.320861
IV	14370001	11.777	elegans	0.321433
IV	14380001	9.548333333	elegans	0.322004
IV	14390001	14.6175	elegans	0.322576
IV	14400001	6.626666667	elegans	0.323147
IV	14410001	9.911111111	elegans	0.323719
IV	14420001	10.50833333	elegans	0.324291
IV	14440001	13.785	elegans	0.325434
IV	14450001	16.57571429	elegans	0.326006
IV	14460001	16.931	elegans	0.326577
IV	14470001	16.12	elegans	0.327149
IV	14480001	8.95	elegans	0.32772
IV	14490001	15.825	elegans	0.328292
IV	14500001	13.98	elegans	0.328864
IV	14510001	11.84722222	elegans	0.329435
IV	14520001	16.96571429	elegans	0.330007
IV	14530001	19.21833333	elegans	0.330579
IV	14540001	9.483333333	elegans	0.33115
IV	14550001	17.68	elegans	0.331722
IV	14560001	8.25	elegans	0.332294
IV	14570001	9.7125	elegans	0.332865
IV	14580001	3.628333333	elegans	0.333437
IV	14590001	21.58	elegans	0.334008
IV	14600001	19.59	elegans	0.33458
IV	14610001	21.8825	elegans	0.335152
IV	14630001	13.865	elegans	0.336295
IV	14640001	7.64	elegans	0.336867
IV	14650001	9.9775	elegans	0.337438
IV	14660001	8.73	elegans	0.33801
IV	14670001	17.68	elegans	0.338581
IV	14680001	10.252	elegans	0.339153
IV	14690001	15.8475	elegans	0.339725
IV	14700001	8.652857143	elegans	0.340296
IV	14710001	11.82428571	elegans	0.340868
IV	14720001	11.52	elegans	0.34144
IV	14730001	6.1025	elegans	0.342011
IV	14740001	10.813125	elegans	0.342583
IV	14750001	12.915	elegans	0.343154
IV	14760001	11.578	elegans	0.343726
IV	14770001	17.81436364	elegans	0.344298
IV	14780001	20.11545455	elegans	0.344869
IV	14790001	18.58769231	elegans	0.345441
IV	14800001	13.98916667	elegans	0.346013
IV	14810001	17.36888889	elegans	0.346584
IV	14820001	17.445	elegans	0.347156
IV	14830001	4.98	elegans	0.347728
IV	14850001	18.325	elegans	0.348871
IV	14860001	16.3925	elegans	0.349442
IV	14870001	15.065	elegans	0.350014
IV	14880001	14.00428571	elegans	0.350586
IV	14890001	17.335	elegans	0.351157
IV	14900001	14.20111111	elegans	0.351729
IV	14910001	15.742	elegans	0.352301
IV	14920001	18.67833333	elegans	0.352872
IV	14930001	15.71444444	elegans	0.353444
IV	14940001	10.43666667	elegans	0.354015
IV	14950001	17.091	elegans	0.354587
IV	14960001	20.56	elegans	0.355159
IV	14970001	18.78272727	elegans	0.35573
IV	14980001	10.01666667	elegans	0.356302
IV	14990001	13.2725	elegans	0.356874
IV	15000001	14.868	elegans	0.357445
IV	15010001	11.308	elegans	0.358017
IV	15020001	15.7324	elegans	0.358588
IV	15030001	11.7426087	elegans	0.35916
IV	15040001	17.3716	elegans	0.359732
IV	15050001	12.53157895	elegans	0.360303
IV	15060001	11.88263158	elegans	0.360875
IV	15070001	11.57416667	elegans	0.361447
IV	15080001	13.77533333	elegans	0.362018
IV	15090001	11.05333333	elegans	0.36259
IV	15100001	17.2925	elegans	0.363162
IV	15110001	8.44	elegans	0.363733
IV	15120001	11.81625	elegans	0.364305
IV	15130001	10.69636364	elegans	0.364876
IV	15140001	16.54444444	elegans	0.365448
IV	15150001	11.56	elegans	0.36602
IV	15160001	11.13846154	elegans	0.366591
IV	15170001	7.773333333	elegans	0.367163
IV	15180001	19.49227273	elegans	0.367735
IV	15190001	4.848	elegans	0.368306
IV	15200001	19.16666667	elegans	0.368878
IV	15210001	22.388	elegans	0.369449
IV	15220001	12.56230769	elegans	0.370021
IV	15230001	12.21285714	elegans	0.370593
IV	15240001	18.775	elegans	0.371164
IV	15250001	12.65	elegans	0.371736
IV	15260001	13.33666667	elegans	0.372308
IV	15270001	15.15	elegans	0.372879
IV	15280001	23.23153846	elegans	0.373451
IV	15290001	18.00777778	elegans	0.374022
IV	15300001	6.60125	elegans	0.374594
IV	15310001	3.33	elegans	0.375166
IV	15320001	5.07	elegans	0.375737
IV	15330001	11.7775	elegans	0.376309
IV	15340001	25.505	elegans	0.376881
IV	15350001	12.832	elegans	0.377452
IV	15360001	18.825	elegans	0.378024
IV	15370001	7.031333333	elegans	0.378596
IV	15380001	17.59333333	elegans	0.379167
IV	15390001	17.138	elegans	0.379739
IV	15400001	7.18	elegans	0.38031
IV	15410001	17.15	elegans	0.380882
IV	15420001	15.91285714	elegans	0.381454
IV	15430001	7.895	elegans	0.382025
IV	15440001	11.76708333	elegans	0.382597
IV	15450001	16.69736842	elegans	0.383169
IV	15460001	20.05255814	elegans	0.38374
IV	15470001	19.60733333	elegans	0.384312
IV	15480001	4.143333333	elegans	0.384883
IV	15490001	7.5775	elegans	0.385455
IV	15500001	11.884	elegans	0.386027
IV	15510001	15.26611111	elegans	0.386598
IV	15520001	14.07444444	elegans	0.38717
IV	15530001	24.51666667	elegans	0.387742
IV	15540001	20.67	elegans	0.388313
IV	15550001	14.25615385	elegans	0.388885
IV	15560001	12.77846154	elegans	0.389457
IV	15570001	16.67	elegans	0.390028
IV	15580001	16.726	elegans	0.3906
IV	15590001	13.57266667	elegans	0.391171
IV	15600001	15.22615385	elegans	0.391743
IV	15610001	16.74857143	elegans	0.392315
IV	15620001	21.27	elegans	0.392886
IV	15630001	18.2825	elegans	0.393458
IV	15640001	17.83333333	elegans	0.39403
IV	15650001	7.836666667	elegans	0.394601
IV	15660001	9.692	elegans	0.395173
IV	15670001	11.24857143	elegans	0.395744
IV	15680001	11.20545455	elegans	0.396316
IV	15690001	11.19833333	elegans	0.396888
IV	15700001	10.65466667	elegans	0.397459
IV	15710001	8.366	elegans	0.398031
IV	15720001	20.855	elegans	0.398603
IV	15730001	16.32722222	elegans	0.399174
IV	15740001	17.48818182	elegans	0.399746
IV	15750001	12.89285714	elegans	0.400317
IV	15760001	12.83692308	elegans	0.400889
IV	15770001	10.20285714	elegans	0.401461
IV	15780001	12.375	elegans	0.402032
IV	15790001	24.24111111	elegans	0.402604
IV	15800001	3.2	elegans	0.403176
IV	15810001	19.44	elegans	0.403747
IV	15820001	8.228823529	elegans	0.404319
IV	15830001	13.558	elegans	0.404891
IV	15840001	16.33333333	elegans	0.405462
IV	15850001	18.414	elegans	0.406034
IV	15860001	10.828	elegans	0.406605
IV	15870001	14.725	elegans	0.407177
IV	15890001	15.508	elegans	0.40832
IV	15900001	16.18	elegans	0.408892
IV	15910001	19.37	elegans	0.409464
IV	15920001	7.783333333	elegans	0.410035
IV	15930001	12.692	elegans	0.410607
IV	15940001	14.45	elegans	0.411178
IV	15950001	18.522	elegans	0.41175
IV	15960001	20.96	elegans	0.412322
IV	15970001	16.46818182	elegans	0.412893
IV	15980001	19.615	elegans	0.413465
IV	15990001	17.35777778	elegans	0.414037
IV	16000001	19.42416667	elegans	0.414608
IV	16010001	10.83	elegans	0.41518
IV	16020001	16.00333333	elegans	0.415751
IV	16030001	16.5	elegans	0.416323
IV	16040001	6.46	elegans	0.416895
IV	16050001	9.920555556	elegans	0.417466
IV	16060001	8.71	elegans	0.418038
IV	16070001	15.1575	elegans	0.41861
IV	16080001	16.46	elegans	0.419181
IV	16090001	10.94	elegans	0.419753
IV	16100001	15.287	elegans	0.420325
IV	16110001	7.915	elegans	0.420896
IV	16120001	11.35428571	elegans	0.421468
IV	16130001	2.96	elegans	0.422039
IV	16140001	26.61	elegans	0.422611
IV	16150001	10.11	elegans	0.423183
IV	16160001	12.90416667	elegans	0.423754
IV	16170001	26.1	elegans	0.424326
IV	16180001	19.8425	elegans	0.424898
IV	16190001	19.93	elegans	0.425469
IV	16200001	11.82555556	elegans	0.426041
IV	16210001	12.83375	elegans	0.426612
IV	16220001	10.38111111	elegans	0.427184
IV	16230001	12.28285714	elegans	0.427756
IV	16240001	10.04	elegans	0.428327
IV	16250001	20.668	elegans	0.428899
IV	16260001	17.75088235	elegans	0.429471
IV	16270001	18.07	elegans	0.430042
IV	16280001	12.71	elegans	0.430614
IV	16290001	21.33923077	elegans	0.431186
IV	16300001	20.62636364	elegans	0.431757
IV	16310001	14.84571429	elegans	0.432329
IV	16320001	20.302	elegans	0.4329
IV	16330001	19.495	elegans	0.433472
IV	16340001	12.24714286	elegans	0.434044
IV	16350001	14.78285714	elegans	0.434615
IV	16360001	18.13	elegans	0.435187
IV	16370001	22.12875	elegans	0.435759
IV	16380001	16.06166667	elegans	0.43633
IV	16390001	24.85818182	elegans	0.436902
IV	16400001	17.66434783	elegans	0.437473
IV	16410001	18.20861111	elegans	0.438045
IV	16420001	14.39	elegans	0.438617
IV	16430001	25.326	elegans	0.439188
IV	16440001	10.33181818	elegans	0.43976
IV	16450001	8.167142857	elegans	0.440332
IV	16460001	11.28	elegans	0.440903
IV	16470001	14.554	elegans	0.441475
IV	16480001	20.85756098	elegans	0.442046
IV	16490001	15.89829268	elegans	0.442618
IV	16500001	17.02	elegans	0.44319
IV	16510001	12.72783784	elegans	0.443761
IV	16520001	19.83933333	elegans	0.444333
IV	16530001	12.33666667	elegans	0.444905
IV	16540001	25.07222222	elegans	0.445476
IV	16550001	13.27352941	elegans	0.446048
IV	16560001	17.97428571	elegans	0.44662
IV	16570001	17.42307692	elegans	0.447191
IV	16580001	15.49818182	elegans	0.447763
IV	16590001	6.696666667	elegans	0.448334
IV	16600001	21.51	elegans	0.448906
IV	16610001	12.78642857	elegans	0.449478
IV	16620001	14.37	elegans	0.450049
IV	16630001	13.76611111	elegans	0.450621
IV	16640001	13.22461538	elegans	0.451193
IV	16650001	13.34153846	elegans	0.451764
IV	16660001	12.18333333	elegans	0.452336
IV	16670001	18.466875	elegans	0.452907
IV	16680001	17.75	elegans	0.453479
IV	16690001	18.11666667	elegans	0.454051
IV	16700001	11.5225	elegans	0.454622
IV	16710001	13.112	elegans	0.455194
IV	16720001	13.69454545	elegans	0.455766
IV	16730001	9	elegans	0.456337
IV	16740001	8.782	elegans	0.456909
IV	16750001	12.87391304	elegans	0.45748
IV	16760001	10.96647059	elegans	0.458052
IV	16770001	16.71777778	elegans	0.458624
IV	16780001	10.05666667	elegans	0.459195
IV	16790001	7.836666667	elegans	0.459767
IV	16800001	11.08666667	elegans	0.460339
IV	16810001	8.676923077	elegans	0.46091
IV	16820001	17.08444444	elegans	0.461482
IV	16830001	20.17142857	elegans	0.462054
IV	16840001	12.19558824	elegans	0.462625
IV	16850001	21.04974359	elegans	0.463197
IV	16860001	18.202	elegans	0.463768
IV	16870001	9.725	elegans	0.46434
IV	16880001	10.70230769	elegans	0.464912
IV	16890001	10.26333333	elegans	0.465483
IV	16900001	15.43666667	elegans	0.466055
IV	16910001	12.298	elegans	0.466627
IV	16920001	16.43909091	elegans	0.467198
IV	16930001	14.25466667	elegans	0.46777
IV	16940001	20.34263158	elegans	0.468341
IV	16950001	20.3016	elegans	0.468913
IV	16960001	17.08478261	elegans	0.469485
IV	16970001	17.62714286	elegans	0.470056
IV	16980001	26.606	elegans	0.470628
IV	16990001	14.93076923	elegans	0.4712
IV	17000001	18.51388889	elegans	0.471771
IV	17010001	17.71842105	elegans	0.472343
IV	17020001	14.234	elegans	0.472915
IV	17030001	10.242	elegans	0.473486
IV	17040001	12.44333333	elegans	0.474058
IV	17050001	8.677692308	elegans	0.474629
IV	17060001	25.1775	elegans	0.475201
IV	17070001	14.4526087	elegans	0.475773
IV	17080001	20.13	elegans	0.476344
IV	17090001	13.23653846	elegans	0.476916
IV	17100001	18.164	elegans	0.477488
IV	17110001	9.224444444	elegans	0.478059
IV	17120001	12.22923077	elegans	0.478631
IV	17130001	10.15909091	elegans	0.479202
IV	17140001	8.130392157	elegans	0.479774
IV	17150001	11.374	elegans	0.480346
IV	17160001	0.08	elegans	0.480917
IV	17170001	13.055	elegans	0.481489
IV	17200001	23.52	elegans	0.483204
IV	17210001	11.34571429	elegans	0.483775
IV	17220001	11.62	elegans	0.484347
IV	17230001	10.166	elegans	0.484919
IV	17240001	15.8175	elegans	0.48549
IV	17250001	31.9975	elegans	0.486062
IV	17260001	17.508	elegans	0.486634
IV	17280001	8.971428571	elegans	0.487777
IV	17290001	11.68	elegans	0.488349
IV	17300001	13.75	elegans	0.48892
IV	17310001	23.77	elegans	0.489492
IV	17320001	27.5825	elegans	0.490063
IV	17330001	26.6075	elegans	0.490635
IV	17340001	17.12	elegans	0.491207
IV	17350001	18.48	elegans	0.491778
IV	17360001	22.30333333	elegans	0.49235
IV	17370001	8.46875	elegans	0.492922
IV	17380001	15.058	elegans	0.493493
IV	17390001	12.8275	elegans	0.494065
