Chr	BP	element_count	species
V	12110001	13	briggsae
V	12120001	7	briggsae
V	12130001	9	briggsae
V	12140001	11	briggsae
V	12150001	0	briggsae
V	12160001	18	briggsae
V	12170001	8	briggsae
V	12180001	7	briggsae
V	12190001	20	briggsae
V	12200001	10	briggsae
V	12210001	4	briggsae
V	12220001	11	briggsae
V	12230001	9	briggsae
V	12240001	12	briggsae
V	12250001	3	briggsae
V	12260001	18	briggsae
V	12270001	15	briggsae
V	12280001	14	briggsae
V	12290001	5	briggsae
V	12300001	11	briggsae
V	12310001	15	briggsae
V	12320001	11	briggsae
V	12330001	6	briggsae
V	12340001	17	briggsae
V	12350001	16	briggsae
V	12360001	14	briggsae
V	12370001	6	briggsae
V	12380001	14	briggsae
V	12390001	7	briggsae
V	12400001	7	briggsae
V	12410001	8	briggsae
V	12420001	23	briggsae
V	12430001	12	briggsae
V	12440001	11	briggsae
V	12450001	10	briggsae
V	12460001	1	briggsae
V	12470001	5	briggsae
V	12480001	4	briggsae
V	12490001	11	briggsae
V	12500001	7	briggsae
V	12510001	15	briggsae
V	12520001	26	briggsae
V	12530001	6	briggsae
V	12540001	6	briggsae
V	12550001	3	briggsae
V	12560001	2	briggsae
V	12570001	9	briggsae
V	12580001	6	briggsae
V	12590001	6	briggsae
V	12600001	10	briggsae
V	12610001	16	briggsae
V	12620001	10	briggsae
V	12630001	12	briggsae
V	12640001	17	briggsae
V	12650001	13	briggsae
V	12660001	28	briggsae
V	12670001	7	briggsae
V	12680001	8	briggsae
V	12690001	12	briggsae
V	12700001	11	briggsae
V	12710001	3	briggsae
V	12720001	9	briggsae
V	12730001	11	briggsae
V	12740001	10	briggsae
V	12750001	6	briggsae
V	12760001	20	briggsae
V	12770001	10	briggsae
V	12780001	7	briggsae
V	12790001	6	briggsae
V	12800001	5	briggsae
V	12810001	14	briggsae
V	12820001	12	briggsae
V	12830001	11	briggsae
V	12840001	16	briggsae
V	12850001	10	briggsae
V	12860001	10	briggsae
V	12870001	11	briggsae
V	12880001	14	briggsae
V	12890001	17	briggsae
V	12900001	21	briggsae
V	12910001	8	briggsae
V	12920001	5	briggsae
V	12930001	5	briggsae
V	12940001	12	briggsae
V	12950001	5	briggsae
V	12960001	3	briggsae
V	12970001	8	briggsae
V	12980001	4	briggsae
V	12990001	13	briggsae
V	13000001	11	briggsae
V	13010001	9	briggsae
V	13020001	12	briggsae
V	13030001	10	briggsae
V	13040001	10	briggsae
V	13050001	14	briggsae
V	13060001	10	briggsae
V	13070001	4	briggsae
V	13080001	13	briggsae
V	13090001	6	briggsae
V	13100001	16	briggsae
V	13110001	12	briggsae
V	13120001	12	briggsae
V	13130001	8	briggsae
V	13140001	18	briggsae
V	13150001	18	briggsae
V	13160001	11	briggsae
V	13170001	0	briggsae
V	13180001	21	briggsae
V	13190001	17	briggsae
V	13200001	6	briggsae
V	13210001	19	briggsae
V	13220001	7	briggsae
V	13230001	27	briggsae
V	13240001	7	briggsae
V	13250001	12	briggsae
V	13260001	14	briggsae
V	13270001	7	briggsae
V	13280001	11	briggsae
V	13290001	19	briggsae
V	13300001	13	briggsae
V	13310001	12	briggsae
V	13320001	19	briggsae
V	13330001	19	briggsae
V	13340001	7	briggsae
V	13350001	15	briggsae
V	13360001	16	briggsae
V	13370001	15	briggsae
V	13380001	17	briggsae
V	13390001	18	briggsae
V	13400001	15	briggsae
V	13410001	11	briggsae
V	13420001	22	briggsae
V	13430001	22	briggsae
V	13440001	32	briggsae
V	13450001	16	briggsae
V	13460001	18	briggsae
V	13470001	25	briggsae
V	13480001	17	briggsae
V	13490001	23	briggsae
V	13500001	20	briggsae
V	13510001	18	briggsae
V	13520001	19	briggsae
V	13530001	19	briggsae
V	13540001	3	briggsae
V	13550001	13	briggsae
V	13560001	21	briggsae
V	13570001	8	briggsae
V	13580001	30	briggsae
V	13590001	22	briggsae
V	13600001	21	briggsae
V	13610001	20	briggsae
V	13620001	19	briggsae
V	13630001	20	briggsae
V	13640001	9	briggsae
V	13650001	3	briggsae
V	13660001	12	briggsae
V	13670001	11	briggsae
V	13680001	9	briggsae
V	13690001	16	briggsae
V	13700001	16	briggsae
V	13710001	10	briggsae
V	13720001	21	briggsae
V	13730001	18	briggsae
V	13740001	15	briggsae
V	13750001	15	briggsae
V	13760001	11	briggsae
V	13770001	19	briggsae
V	13780001	16	briggsae
V	13790001	21	briggsae
V	13800001	19	briggsae
V	13810001	4	briggsae
V	13820001	8	briggsae
V	13830001	21	briggsae
V	13840001	12	briggsae
V	13850001	8	briggsae
V	13860001	15	briggsae
V	13870001	18	briggsae
V	13880001	12	briggsae
V	13890001	9	briggsae
V	13900001	15	briggsae
V	13910001	17	briggsae
V	13920001	10	briggsae
V	13930001	22	briggsae
V	13940001	20	briggsae
V	13950001	6	briggsae
V	13960001	8	briggsae
V	13970001	22	briggsae
V	13980001	20	briggsae
V	13990001	10	briggsae
V	14000001	25	briggsae
V	14010001	3	briggsae
V	14020001	9	briggsae
V	14030001	14	briggsae
V	14040001	17	briggsae
V	14050001	22	briggsae
V	14060001	12	briggsae
V	14070001	13	briggsae
V	14080001	12	briggsae
V	14090001	14	briggsae
V	14100001	16	briggsae
V	14110001	22	briggsae
V	14120001	11	briggsae
V	14130001	22	briggsae
V	14140001	10	briggsae
V	14150001	12	briggsae
V	14160001	15	briggsae
V	14170001	15	briggsae
V	14180001	22	briggsae
V	14190001	7	briggsae
V	14200001	19	briggsae
V	14210001	18	briggsae
V	14220001	22	briggsae
V	14230001	18	briggsae
V	14240001	17	briggsae
V	14250001	16	briggsae
V	14260001	23	briggsae
V	14270001	25	briggsae
V	14280001	11	briggsae
V	14290001	9	briggsae
V	14300001	8	briggsae
V	14310001	25	briggsae
V	14320001	5	briggsae
V	14330001	7	briggsae
V	14340001	23	briggsae
V	14350001	9	briggsae
V	14360001	13	briggsae
V	14370001	23	briggsae
V	14380001	24	briggsae
V	14390001	22	briggsae
V	14400001	18	briggsae
V	14410001	21	briggsae
V	14420001	21	briggsae
V	14430001	18	briggsae
V	14440001	29	briggsae
V	14450001	4	briggsae
V	14460001	43	briggsae
V	14470001	33	briggsae
V	14480001	23	briggsae
V	14490001	29	briggsae
V	14500001	29	briggsae
V	14510001	28	briggsae
V	14520001	23	briggsae
V	14530001	14	briggsae
V	14540001	11	briggsae
V	14550001	25	briggsae
V	14560001	20	briggsae
V	14570001	11	briggsae
V	14580001	23	briggsae
V	14590001	14	briggsae
V	14600001	17	briggsae
V	14610001	23	briggsae
V	14620001	8	briggsae
V	14630001	10	briggsae
V	14640001	11	briggsae
V	14650001	35	briggsae
V	14660001	19	briggsae
V	14670001	12	briggsae
V	14680001	30	briggsae
V	14690001	21	briggsae
V	14700001	28	briggsae
V	14710001	21	briggsae
V	14720001	31	briggsae
V	14730001	24	briggsae
V	14740001	18	briggsae
V	14750001	32	briggsae
V	14760001	29	briggsae
V	14770001	15	briggsae
V	14780001	19	briggsae
V	14790001	23	briggsae
V	14800001	11	briggsae
V	14810001	18	briggsae
V	14820001	22	briggsae
V	14830001	17	briggsae
V	14840001	9	briggsae
V	14850001	10	briggsae
V	14860001	26	briggsae
V	14870001	15	briggsae
V	14880001	21	briggsae
V	14890001	20	briggsae
V	14900001	4	briggsae
V	14910001	9	briggsae
V	14920001	9	briggsae
V	14930001	24	briggsae
V	14940001	19	briggsae
V	14950001	26	briggsae
V	14960001	24	briggsae
V	14970001	18	briggsae
V	14980001	18	briggsae
V	14990001	29	briggsae
V	15000001	31	briggsae
V	15010001	34	briggsae
V	15020001	22	briggsae
V	15030001	19	briggsae
V	15040001	18	briggsae
V	15050001	28	briggsae
V	15060001	32	briggsae
V	15070001	31	briggsae
V	15080001	22	briggsae
V	15090001	36	briggsae
V	15100001	21	briggsae
V	15110001	10	briggsae
V	15120001	36	briggsae
V	15130001	18	briggsae
V	15140001	22	briggsae
V	15150001	20	briggsae
V	15160001	15	briggsae
V	15170001	18	briggsae
V	15180001	29	briggsae
V	15190001	26	briggsae
V	15200001	23	briggsae
V	15210001	19	briggsae
V	15220001	27	briggsae
V	15230001	17	briggsae
V	15240001	27	briggsae
V	15250001	17	briggsae
V	15260001	28	briggsae
V	15270001	23	briggsae
V	15280001	34	briggsae
V	15290001	25	briggsae
V	15300001	20	briggsae
V	15310001	26	briggsae
V	15320001	36	briggsae
V	15330001	22	briggsae
V	15340001	28	briggsae
V	15350001	18	briggsae
V	15360001	23	briggsae
V	15370001	13	briggsae
V	15380001	28	briggsae
V	15390001	50	briggsae
V	15400001	17	briggsae
V	15410001	10	briggsae
V	15420001	16	briggsae
V	15430001	35	briggsae
V	15440001	28	briggsae
V	15450001	18	briggsae
V	15460001	25	briggsae
V	15470001	19	briggsae
V	15480001	30	briggsae
V	15490001	27	briggsae
V	15500001	19	briggsae
V	15510001	17	briggsae
V	15520001	16	briggsae
V	15530001	22	briggsae
V	15540001	23	briggsae
V	15550001	24	briggsae
V	15560001	19	briggsae
V	15570001	21	briggsae
V	15580001	27	briggsae
V	15590001	16	briggsae
V	15600001	22	briggsae
V	15610001	15	briggsae
V	15620001	11	briggsae
V	15630001	17	briggsae
V	15640001	10	briggsae
V	15650001	9	briggsae
V	15660001	12	briggsae
V	15670001	13	briggsae
V	15680001	32	briggsae
V	15690001	11	briggsae
V	15700001	9	briggsae
V	15710001	11	briggsae
V	15720001	3	briggsae
V	15730001	21	briggsae
V	15740001	14	briggsae
V	15750001	18	briggsae
V	15760001	13	briggsae
V	15770001	19	briggsae
V	15780001	21	briggsae
V	15790001	18	briggsae
V	15800001	14	briggsae
V	15810001	12	briggsae
V	15820001	12	briggsae
V	15830001	13	briggsae
V	15840001	15	briggsae
V	15850001	10	briggsae
V	15860001	13	briggsae
V	15870001	21	briggsae
V	15880001	21	briggsae
V	15890001	15	briggsae
V	15900001	18	briggsae
V	15910001	21	briggsae
V	15920001	20	briggsae
V	15930001	23	briggsae
V	15940001	23	briggsae
V	15950001	30	briggsae
V	15960001	20	briggsae
V	15970001	19	briggsae
V	15980001	16	briggsae
V	15990001	17	briggsae
V	16000001	11	briggsae
V	16010001	18	briggsae
V	16020001	13	briggsae
V	16030001	16	briggsae
V	16040001	27	briggsae
V	16050001	26	briggsae
V	16060001	35	briggsae
V	16070001	26	briggsae
V	16080001	26	briggsae
V	16090001	14	briggsae
V	16100001	23	briggsae
V	16110001	10	briggsae
V	16120001	14	briggsae
V	16130001	24	briggsae
V	16140001	27	briggsae
V	16150001	27	briggsae
V	16160001	19	briggsae
V	16170001	22	briggsae
V	16180001	19	briggsae
V	16190001	17	briggsae
V	16200001	11	briggsae
V	16210001	27	briggsae
V	16220001	20	briggsae
V	16230001	23	briggsae
V	16240001	37	briggsae
V	16250001	28	briggsae
V	16260001	33	briggsae
V	16270001	19	briggsae
V	16280001	18	briggsae
V	16290001	10	briggsae
V	16300001	22	briggsae
V	16310001	32	briggsae
V	16320001	25	briggsae
V	16330001	16	briggsae
V	16340001	26	briggsae
V	16350001	18	briggsae
V	16360001	16	briggsae
V	16370001	12	briggsae
V	16380001	25	briggsae
V	16390001	24	briggsae
V	16400001	35	briggsae
V	16410001	31	briggsae
V	16420001	32	briggsae
V	16430001	38	briggsae
V	16440001	7	briggsae
V	16450001	29	briggsae
V	16460001	33	briggsae
V	16470001	16	briggsae
V	16480001	26	briggsae
V	16490001	24	briggsae
V	16500001	46	briggsae
V	16510001	30	briggsae
V	16520001	41	briggsae
V	16530001	17	briggsae
V	16540001	30	briggsae
V	16550001	22	briggsae
V	16560001	8	briggsae
V	16570001	30	briggsae
V	16580001	26	briggsae
V	16590001	21	briggsae
V	16600001	31	briggsae
V	16610001	20	briggsae
V	16620001	30	briggsae
V	16630001	31	briggsae
V	16640001	44	briggsae
V	16650001	19	briggsae
V	16660001	21	briggsae
V	16670001	15	briggsae
V	16680001	21	briggsae
V	16690001	12	briggsae
V	16700001	11	briggsae
V	16710001	24	briggsae
V	16720001	18	briggsae
V	16730001	12	briggsae
V	16740001	12	briggsae
V	16750001	18	briggsae
V	16760001	18	briggsae
V	16770001	41	briggsae
V	16780001	29	briggsae
V	16790001	21	briggsae
V	16800001	49	briggsae
V	16810001	24	briggsae
V	16820001	19	briggsae
V	16830001	10	briggsae
V	16840001	25	briggsae
V	16850001	20	briggsae
V	16860001	42	briggsae
V	16870001	33	briggsae
V	16880001	18	briggsae
V	16890001	28	briggsae
V	16900001	24	briggsae
V	16910001	39	briggsae
V	16920001	23	briggsae
V	16930001	20	briggsae
V	16940001	33	briggsae
V	16950001	15	briggsae
V	16960001	25	briggsae
V	16970001	15	briggsae
V	16980001	29	briggsae
V	16990001	19	briggsae
V	17000001	12	briggsae
V	17010001	30	briggsae
V	17020001	34	briggsae
V	17030001	38	briggsae
V	17040001	35	briggsae
V	17050001	16	briggsae
V	17060001	24	briggsae
V	17070001	24	briggsae
V	17080001	33	briggsae
V	17090001	23	briggsae
V	17100001	47	briggsae
V	17110001	35	briggsae
V	17120001	19	briggsae
V	17130001	19	briggsae
V	17140001	21	briggsae
V	17150001	27	briggsae
V	17160001	19	briggsae
V	17170001	29	briggsae
V	17180001	15	briggsae
V	17190001	16	briggsae
V	17200001	15	briggsae
V	17210001	17	briggsae
V	17220001	15	briggsae
V	17230001	18	briggsae
V	17240001	22	briggsae
V	17250001	16	briggsae
V	17260001	19	briggsae
V	17270001	11	briggsae
V	17280001	19	briggsae
V	17290001	13	briggsae
V	17300001	29	briggsae
V	17310001	16	briggsae
V	17320001	24	briggsae
V	17330001	22	briggsae
V	17340001	50	briggsae
V	17350001	30	briggsae
V	17360001	28	briggsae
V	17370001	16	briggsae
V	17380001	40	briggsae
V	17390001	40	briggsae
V	17400001	34	briggsae
V	17410001	28	briggsae
V	17420001	23	briggsae
V	17430001	26	briggsae
V	17440001	21	briggsae
V	17450001	12	briggsae
V	17460001	13	briggsae
V	17470001	24	briggsae
V	17480001	55	briggsae
V	17490001	23	briggsae
V	17500001	28	briggsae
V	17510001	31	briggsae
V	17520001	24	briggsae
V	17530001	14	briggsae
V	17540001	26	briggsae
V	17550001	22	briggsae
V	17560001	16	briggsae
V	17570001	30	briggsae
V	17580001	55	briggsae
V	17590001	12	briggsae
V	17600001	28	briggsae
V	17610001	18	briggsae
V	17620001	39	briggsae
V	17630001	26	briggsae
V	17640001	49	briggsae
V	17650001	55	briggsae
V	17660001	37	briggsae
V	17670001	29	briggsae
V	17680001	40	briggsae
V	17690001	38	briggsae
V	17700001	40	briggsae
V	17710001	27	briggsae
V	17720001	49	briggsae
V	17730001	35	briggsae
V	17740001	10	briggsae
V	17750001	11	briggsae
V	17760001	15	briggsae
V	17770001	18	briggsae
V	17780001	44	briggsae
V	17790001	40	briggsae
V	17800001	18	briggsae
V	17810001	20	briggsae
V	17820001	21	briggsae
V	17830001	33	briggsae
V	17840001	27	briggsae
V	17850001	34	briggsae
V	17860001	34	briggsae
V	17870001	27	briggsae
V	17880001	35	briggsae
V	17890001	41	briggsae
V	17900001	39	briggsae
V	17910001	65	briggsae
V	17920001	42	briggsae
V	17930001	9	briggsae
V	17940001	17	briggsae
V	17950001	27	briggsae
V	17960001	26	briggsae
V	17970001	49	briggsae
V	17980001	27	briggsae
V	17990001	31	briggsae
V	18000001	35	briggsae
V	18010001	27	briggsae
V	18020001	27	briggsae
V	18030001	38	briggsae
V	18040001	36	briggsae
V	18050001	37	briggsae
V	18060001	44	briggsae
V	18070001	23	briggsae
V	18080001	18	briggsae
V	18090001	23	briggsae
V	18100001	12	briggsae
V	18110001	49	briggsae
V	18120001	48	briggsae
V	18130001	38	briggsae
V	18140001	40	briggsae
V	18150001	43	briggsae
V	18160001	39	briggsae
V	18170001	32	briggsae
V	18180001	25	briggsae
V	18190001	31	briggsae
V	18200001	27	briggsae
V	18210001	43	briggsae
V	18220001	25	briggsae
V	18230001	24	briggsae
V	18240001	34	briggsae
V	18250001	31	briggsae
V	18260001	24	briggsae
V	18270001	35	briggsae
V	18280001	34	briggsae
V	18290001	25	briggsae
V	18300001	27	briggsae
V	18310001	20	briggsae
V	18320001	20	briggsae
V	18330001	12	briggsae
V	18340001	32	briggsae
V	18350001	29	briggsae
V	18360001	19	briggsae
V	18370001	23	briggsae
V	18380001	31	briggsae
V	18390001	20	briggsae
V	18400001	38	briggsae
V	18410001	21	briggsae
V	18420001	26	briggsae
V	18430001	30	briggsae
V	18440001	40	briggsae
V	18450001	19	briggsae
V	18460001	22	briggsae
V	18470001	21	briggsae
V	18480001	32	briggsae
V	18490001	28	briggsae
V	18500001	32	briggsae
V	18510001	27	briggsae
V	18520001	26	briggsae
V	18530001	17	briggsae
V	18540001	7	briggsae
V	18550001	4	briggsae
V	18560001	10	briggsae
V	18570001	26	briggsae
V	18580001	33	briggsae
V	18590001	16	briggsae
V	18600001	21	briggsae
V	18610001	17	briggsae
V	18620001	25	briggsae
V	18630001	24	briggsae
V	18640001	25	briggsae
V	18650001	31	briggsae
V	18660001	23	briggsae
V	18670001	14	briggsae
V	18680001	18	briggsae
V	18690001	20	briggsae
V	18700001	33	briggsae
V	18710001	27	briggsae
V	18720001	29	briggsae
V	18730001	32	briggsae
V	18740001	26	briggsae
V	18750001	18	briggsae
V	18760001	35	briggsae
V	18770001	34	briggsae
V	18780001	26	briggsae
V	18790001	28	briggsae
V	18800001	37	briggsae
V	18810001	30	briggsae
V	18820001	31	briggsae
V	18830001	29	briggsae
V	18840001	32	briggsae
V	18850001	29	briggsae
V	18860001	34	briggsae
V	18870001	23	briggsae
V	18880001	30	briggsae
V	18890001	29	briggsae
V	18900001	39	briggsae
V	18910001	25	briggsae
V	18920001	23	briggsae
V	18930001	28	briggsae
V	18940001	22	briggsae
V	18950001	30	briggsae
V	18960001	41	briggsae
V	18970001	15	briggsae
V	18980001	16	briggsae
V	18990001	50	briggsae
V	19000001	26	briggsae
V	19010001	24	briggsae
V	19020001	24	briggsae
V	19030001	18	briggsae
V	19040001	22	briggsae
V	19050001	35	briggsae
V	19060001	12	briggsae
V	19070001	16	briggsae
V	19080001	27	briggsae
V	19090001	34	briggsae
V	19100001	18	briggsae
V	19110001	26	briggsae
V	19120001	40	briggsae
V	19130001	24	briggsae
V	19140001	19	briggsae
V	19150001	21	briggsae
V	19160001	4	briggsae
V	19170001	10	briggsae
V	19180001	22	briggsae
V	19190001	14	briggsae
V	19200001	21	briggsae
V	19210001	12	briggsae
V	19220001	22	briggsae
V	19230001	12	briggsae
V	19240001	16	briggsae
V	19250001	12	briggsae
V	19260001	7	briggsae
V	19270001	13	briggsae
V	19280001	2	briggsae
V	19290001	12	briggsae
V	19300001	12	briggsae
V	19310001	2	briggsae
V	19320001	5	briggsae
V	19330001	7	briggsae
V	19340001	16	briggsae
V	19350001	3	briggsae
V	19360001	3	briggsae
V	19370001	12	briggsae
V	19380001	12	briggsae
V	19390001	6	briggsae
V	19400001	6	briggsae
V	19410001	8	briggsae
V	19420001	6	briggsae
V	19430001	13	briggsae
V	19440001	22	briggsae
V	19450001	43	briggsae
V	19460001	46	briggsae
V	19470001	27	briggsae
V	19480001	36	briggsae
V	19490001	18	briggsae
X	1	3	briggsae
X	10001	2	briggsae
X	20001	13	briggsae
X	30001	11	briggsae
X	40001	2	briggsae
X	50001	2	briggsae
X	60001	17	briggsae
X	70001	9	briggsae
X	80001	3	briggsae
X	90001	8	briggsae
X	100001	3	briggsae
X	110001	5	briggsae
X	120001	3	briggsae
X	130001	3	briggsae
X	140001	3	briggsae
X	150001	4	briggsae
X	160001	6	briggsae
X	170001	11	briggsae
X	180001	5	briggsae
X	190001	3	briggsae
X	200001	4	briggsae
X	210001	8	briggsae
X	220001	5	briggsae
X	230001	7	briggsae
X	240001	7	briggsae
X	250001	13	briggsae
X	260001	9	briggsae
X	270001	4	briggsae
X	280001	6	briggsae
X	290001	10	briggsae
X	300001	4	briggsae
X	310001	20	briggsae
X	320001	2	briggsae
X	330001	9	briggsae
X	340001	11	briggsae
X	350001	9	briggsae
X	360001	5	briggsae
X	370001	2	briggsae
X	380001	5	briggsae
X	390001	8	briggsae
X	400001	1	briggsae
X	410001	1	briggsae
X	420001	2	briggsae
X	430001	9	briggsae
X	440001	9	briggsae
X	450001	2	briggsae
X	460001	7	briggsae
X	470001	7	briggsae
X	480001	19	briggsae
X	490001	10	briggsae
X	500001	5	briggsae
X	510001	9	briggsae
X	520001	7	briggsae
X	530001	17	briggsae
X	540001	3	briggsae
X	550001	19	briggsae
X	560001	13	briggsae
X	570001	14	briggsae
X	580001	20	briggsae
X	590001	19	briggsae
X	600001	1	briggsae
X	610001	20	briggsae
X	620001	8	briggsae
X	630001	14	briggsae
X	640001	13	briggsae
X	650001	9	briggsae
X	660001	17	briggsae
X	670001	11	briggsae
X	680001	15	briggsae
X	690001	1	briggsae
X	700001	7	briggsae
X	710001	9	briggsae
X	720001	6	briggsae
X	730001	4	briggsae
X	740001	5	briggsae
X	750001	2	briggsae
X	760001	4	briggsae
X	770001	10	briggsae
X	780001	6	briggsae
X	790001	9	briggsae
X	800001	3	briggsae
X	810001	11	briggsae
X	820001	1	briggsae
X	830001	8	briggsae
X	840001	6	briggsae
X	850001	10	briggsae
X	860001	7	briggsae
X	870001	2	briggsae
X	880001	4	briggsae
X	890001	5	briggsae
X	900001	9	briggsae
X	910001	7	briggsae
X	920001	3	briggsae
X	930001	3	briggsae
X	940001	6	briggsae
X	950001	3	briggsae
X	960001	2	briggsae
X	970001	6	briggsae
X	980001	6	briggsae
X	990001	6	briggsae
X	1000001	4	briggsae
X	1010001	3	briggsae
X	1020001	7	briggsae
X	1030001	5	briggsae
X	1040001	7	briggsae
X	1050001	8	briggsae
X	1060001	5	briggsae
X	1070001	6	briggsae
X	1080001	1	briggsae
X	1090001	8	briggsae
X	1100001	3	briggsae
X	1110001	3	briggsae
X	1120001	7	briggsae
X	1130001	5	briggsae
X	1140001	3	briggsae
X	1150001	5	briggsae
X	1160001	8	briggsae
X	1170001	11	briggsae
X	1180001	12	briggsae
X	1190001	12	briggsae
X	1200001	9	briggsae
X	1210001	2	briggsae
X	1220001	8	briggsae
X	1230001	9	briggsae
X	1240001	12	briggsae
X	1250001	11	briggsae
X	1260001	13	briggsae
X	1270001	8	briggsae
X	1280001	5	briggsae
X	1290001	7	briggsae
X	1300001	9	briggsae
X	1310001	4	briggsae
X	1320001	13	briggsae
X	1330001	13	briggsae
X	1340001	10	briggsae
X	1350001	7	briggsae
X	1360001	14	briggsae
X	1370001	7	briggsae
X	1380001	16	briggsae
X	1390001	4	briggsae
X	1400001	8	briggsae
X	1410001	5	briggsae
X	1420001	12	briggsae
X	1430001	17	briggsae
X	1440001	21	briggsae
X	1450001	4	briggsae
X	1460001	5	briggsae
X	1470001	11	briggsae
X	1480001	5	briggsae
X	1490001	0	briggsae
X	1500001	12	briggsae
X	1510001	7	briggsae
X	1520001	7	briggsae
X	1530001	12	briggsae
X	1540001	8	briggsae
X	1550001	2	briggsae
X	1560001	5	briggsae
X	1570001	7	briggsae
X	1580001	8	briggsae
X	1590001	3	briggsae
X	1600001	9	briggsae
X	1610001	18	briggsae
X	1620001	5	briggsae
X	1630001	6	briggsae
X	1640001	2	briggsae
X	1650001	5	briggsae
X	1660001	11	briggsae
X	1670001	9	briggsae
X	1680001	6	briggsae
X	1690001	12	briggsae
X	1700001	6	briggsae
X	1710001	12	briggsae
X	1720001	9	briggsae
X	1730001	3	briggsae
X	1740001	6	briggsae
X	1750001	16	briggsae
X	1760001	10	briggsae
X	1770001	15	briggsae
X	1780001	14	briggsae
X	1790001	13	briggsae
X	1800001	5	briggsae
X	1810001	12	briggsae
X	1820001	7	briggsae
X	1830001	4	briggsae
X	1840001	15	briggsae
X	1850001	14	briggsae
X	1860001	11	briggsae
X	1870001	12	briggsae
X	1880001	16	briggsae
X	1890001	14	briggsae
X	1900001	14	briggsae
X	1910001	5	briggsae
X	1920001	11	briggsae
X	1930001	8	briggsae
X	1940001	5	briggsae
X	1950001	6	briggsae
X	1960001	6	briggsae
X	1970001	13	briggsae
X	1980001	18	briggsae
X	1990001	14	briggsae
X	2000001	14	briggsae
X	2010001	16	briggsae
X	2020001	22	briggsae
X	2030001	12	briggsae
X	2040001	1	briggsae
X	2050001	9	briggsae
X	2060001	4	briggsae
X	2070001	13	briggsae
X	2080001	7	briggsae
X	2090001	14	briggsae
X	2100001	34	briggsae
X	2110001	21	briggsae
X	2120001	16	briggsae
X	2130001	13	briggsae
X	2140001	10	briggsae
X	2150001	16	briggsae
X	2160001	14	briggsae
X	2170001	17	briggsae
X	2180001	20	briggsae
X	2190001	27	briggsae
X	2200001	23	briggsae
X	2210001	38	briggsae
X	2220001	16	briggsae
X	2230001	12	briggsae
X	2240001	21	briggsae
X	2250001	21	briggsae
X	2260001	16	briggsae
X	2270001	31	briggsae
X	2280001	4	briggsae
X	2290001	23	briggsae
X	2300001	20	briggsae
X	2310001	19	briggsae
X	2320001	22	briggsae
X	2330001	36	briggsae
X	2340001	29	briggsae
X	2350001	8	briggsae
X	2360001	21	briggsae
X	2370001	16	briggsae
X	2380001	24	briggsae
X	2390001	25	briggsae
X	2400001	13	briggsae
X	2410001	22	briggsae
X	2420001	12	briggsae
X	2430001	15	briggsae
X	2440001	15	briggsae
X	2450001	12	briggsae
X	2460001	12	briggsae
X	2470001	18	briggsae
X	2480001	25	briggsae
X	2490001	12	briggsae
X	2500001	9	briggsae
X	2510001	11	briggsae
X	2520001	6	briggsae
X	2530001	16	briggsae
X	2540001	11	briggsae
X	2550001	18	briggsae
X	2560001	24	briggsae
X	2570001	11	briggsae
X	2580001	11	briggsae
X	2590001	25	briggsae
X	2600001	26	briggsae
X	2610001	18	briggsae
X	2620001	10	briggsae
X	2630001	3	briggsae
X	2640001	12	briggsae
X	2650001	16	briggsae
X	2660001	2	briggsae
X	2670001	21	briggsae
X	2680001	1	briggsae
X	2690001	0	briggsae
X	2700001	9	briggsae
X	2710001	20	briggsae
X	2720001	17	briggsae
X	2730001	23	briggsae
X	2740001	11	briggsae
X	2750001	8	briggsae
X	2760001	15	briggsae
X	2770001	16	briggsae
X	2780001	13	briggsae
X	2790001	25	briggsae
X	2800001	14	briggsae
X	2810001	13	briggsae
X	2820001	7	briggsae
X	2830001	11	briggsae
X	2840001	10	briggsae
X	2850001	16	briggsae
X	2860001	22	briggsae
X	2870001	19	briggsae
X	2880001	5	briggsae
X	2890001	16	briggsae
X	2900001	9	briggsae
X	2910001	8	briggsae
X	2920001	7	briggsae
X	2930001	19	briggsae
X	2940001	16	briggsae
X	2950001	10	briggsae
X	2960001	11	briggsae
X	2970001	18	briggsae
X	2980001	15	briggsae
X	2990001	17	briggsae
X	3000001	6	briggsae
X	3010001	24	briggsae
X	3020001	8	briggsae
X	3030001	18	briggsae
X	3040001	10	briggsae
X	3050001	3	briggsae
X	3060001	13	briggsae
X	3070001	8	briggsae
X	3080001	20	briggsae
X	3090001	16	briggsae
X	3100001	17	briggsae
X	3110001	10	briggsae
X	3120001	20	briggsae
X	3130001	11	briggsae
X	3140001	19	briggsae
X	3150001	12	briggsae
X	3160001	10	briggsae
X	3170001	11	briggsae
X	3180001	17	briggsae
X	3190001	17	briggsae
X	3200001	26	briggsae
X	3210001	18	briggsae
X	3220001	15	briggsae
X	3230001	18	briggsae
X	3240001	12	briggsae
X	3250001	12	briggsae
X	3260001	11	briggsae
X	3270001	17	briggsae
X	3280001	23	briggsae
X	3290001	22	briggsae
X	3300001	5	briggsae
X	3310001	9	briggsae
X	3320001	16	briggsae
X	3330001	21	briggsae
X	3340001	13	briggsae
X	3350001	17	briggsae
X	3360001	19	briggsae
X	3370001	17	briggsae
X	3380001	11	briggsae
X	3390001	20	briggsae
X	3400001	13	briggsae
X	3410001	10	briggsae
X	3420001	10	briggsae
X	3430001	12	briggsae
