Chr	BP	num_rep	species	norm_dist_center
III	3510001	2493	elegans	0.245353
III	3520001	791	elegans	0.244628
III	3530001	2616	elegans	0.243902
III	3540001	3239	elegans	0.243177
III	3550001	1604	elegans	0.242451
III	3560001	696	elegans	0.241726
III	3570001	684	elegans	0.241
III	3580001	1809	elegans	0.240275
III	3590001	935	elegans	0.239549
III	3600001	1690	elegans	0.238824
III	3610001	3421	elegans	0.238098
III	3620001	2525	elegans	0.237373
III	3630001	2123	elegans	0.236647
III	3640001	1832	elegans	0.235922
III	3650001	1670	elegans	0.235196
III	3660001	1518	elegans	0.234471
III	3670001	1622	elegans	0.233745
III	3680001	1868	elegans	0.23302
III	3690001	2194	elegans	0.232294
III	3700001	652	elegans	0.231569
III	3710001	1611	elegans	0.230843
III	3720001	992	elegans	0.230118
III	3730001	1445	elegans	0.229392
III	3740001	1714	elegans	0.228667
III	3750001	1449	elegans	0.227941
III	3760001	1115	elegans	0.227216
III	3770001	1321	elegans	0.22649
III	3780001	1071	elegans	0.225765
III	3790001	2367	elegans	0.22504
III	3800001	1046	elegans	0.224314
III	3810001	614	elegans	0.223589
III	3820001	476	elegans	0.222863
III	3830001	596	elegans	0.222138
III	3840001	1479	elegans	0.221412
III	3850001	3139	elegans	0.220687
III	3860001	1271	elegans	0.219961
III	3870001	406	elegans	0.219236
III	3880001	930	elegans	0.21851
III	3890001	3543	elegans	0.217785
III	3900001	1554	elegans	0.217059
III	3910001	1121	elegans	0.216334
III	3920001	828	elegans	0.215608
III	3930001	1458	elegans	0.214883
III	3940001	1493	elegans	0.214157
III	3950001	1878	elegans	0.213432
III	3960001	871	elegans	0.212706
III	3970001	1531	elegans	0.211981
III	3980001	1360	elegans	0.211255
III	3990001	1271	elegans	0.21053
III	4000001	1803	elegans	0.209804
III	4010001	1326	elegans	0.209079
III	4020001	1520	elegans	0.208353
III	4030001	1052	elegans	0.207628
III	4040001	6396	elegans	0.206902
III	4050001	2547	elegans	0.206177
III	4060001	1749	elegans	0.205451
III	4070001	699	elegans	0.204726
III	4080001	928	elegans	0.204
III	4090001	1232	elegans	0.203275
III	4100001	878	elegans	0.202549
III	4110001	1358	elegans	0.201824
III	4120001	1060	elegans	0.201098
III	4130001	1278	elegans	0.200373
III	4140001	913	elegans	0.199647
III	4150001	779	elegans	0.198922
III	4160001	774	elegans	0.198196
III	4170001	300	elegans	0.197471
III	4180001	1219	elegans	0.196745
III	4190001	809	elegans	0.19602
III	4200001	523	elegans	0.195294
III	4210001	637	elegans	0.194569
III	4220001	774	elegans	0.193843
III	4230001	523	elegans	0.193118
III	4240001	1237	elegans	0.192392
III	4250001	3554	elegans	0.191667
III	4260001	1379	elegans	0.190942
III	4270001	1370	elegans	0.190216
III	4280001	1683	elegans	0.189491
III	4290001	2702	elegans	0.188765
III	4300001	666	elegans	0.18804
III	4310001	1338	elegans	0.187314
III	4320001	774	elegans	0.186589
III	4330001	1573	elegans	0.185863
III	4340001	1395	elegans	0.185138
III	4350001	1136	elegans	0.184412
III	4360001	264	elegans	0.183687
III	4370001	618	elegans	0.182961
III	4380001	2223	elegans	0.182236
III	4390001	693	elegans	0.18151
III	4400001	826	elegans	0.180785
III	4410001	1369	elegans	0.180059
III	4420001	1575	elegans	0.179334
III	4430001	32	elegans	0.178608
III	4440001	802	elegans	0.177883
III	4450001	882	elegans	0.177157
III	4460001	597	elegans	0.176432
III	4470001	1492	elegans	0.175706
III	4480001	3291	elegans	0.174981
III	4490001	746	elegans	0.174255
III	4500001	156	elegans	0.17353
III	4510001	853	elegans	0.172804
III	4520001	828	elegans	0.172079
III	4530001	506	elegans	0.171353
III	4540001	1731	elegans	0.170628
III	4550001	1011	elegans	0.169902
III	4560001	751	elegans	0.169177
III	4570001	640	elegans	0.168451
III	4580001	0	elegans	0.167726
III	4590001	129	elegans	0.167
III	4600001	790	elegans	0.166275
III	4610001	520	elegans	0.165549
III	4620001	342	elegans	0.164824
III	4630001	678	elegans	0.164098
III	4640001	460	elegans	0.163373
III	4650001	632	elegans	0.162647
III	4660001	1005	elegans	0.161922
III	4670001	640	elegans	0.161196
III	4680001	1251	elegans	0.160471
III	4690001	395	elegans	0.159745
III	4700001	509	elegans	0.15902
III	4710001	552	elegans	0.158294
III	4720001	549	elegans	0.157569
III	4730001	799	elegans	0.156844
III	4740001	1646	elegans	0.156118
III	4750001	1747	elegans	0.155393
III	4760001	773	elegans	0.154667
III	4770001	489	elegans	0.153942
III	4780001	536	elegans	0.153216
III	4790001	662	elegans	0.152491
III	4800001	1023	elegans	0.151765
III	4810001	1101	elegans	0.15104
III	4820001	277	elegans	0.150314
III	4830001	1698	elegans	0.149589
III	4840001	492	elegans	0.148863
III	4850001	592	elegans	0.148138
III	4860001	517	elegans	0.147412
III	4870001	519	elegans	0.146687
III	4880001	661	elegans	0.145961
III	4890001	0	elegans	0.145236
III	4900001	689	elegans	0.14451
III	4910001	350	elegans	0.143785
III	4920001	182	elegans	0.143059
III	4930001	152	elegans	0.142334
III	4940001	887	elegans	0.141608
III	4950001	1248	elegans	0.140883
III	4960001	1034	elegans	0.140157
III	4970001	432	elegans	0.139432
III	4980001	1022	elegans	0.138706
III	4990001	382	elegans	0.137981
III	5000001	839	elegans	0.137255
III	5010001	245	elegans	0.13653
III	5020001	298	elegans	0.135804
III	5030001	1109	elegans	0.135079
III	5040001	863	elegans	0.134353
III	5050001	852	elegans	0.133628
III	5060001	421	elegans	0.132902
III	5070001	1631	elegans	0.132177
III	5080001	1311	elegans	0.131451
III	5090001	1964	elegans	0.130726
III	5100001	2076	elegans	0.13
III	5110001	685	elegans	0.129275
III	5120001	488	elegans	0.128549
III	5130001	624	elegans	0.127824
III	5140001	940	elegans	0.127098
III	5150001	936	elegans	0.126373
III	5160001	546	elegans	0.125647
III	5170001	757	elegans	0.124922
III	5180001	126	elegans	0.124197
III	5190001	1155	elegans	0.123471
III	5200001	1161	elegans	0.122746
III	5210001	912	elegans	0.12202
III	5220001	224	elegans	0.121295
III	5230001	1263	elegans	0.120569
III	5240001	493	elegans	0.119844
III	5250001	979	elegans	0.119118
III	5260001	1158	elegans	0.118393
III	5270001	1088	elegans	0.117667
III	5280001	2597	elegans	0.116942
III	5290001	450	elegans	0.116216
III	5300001	663	elegans	0.115491
III	5310001	410	elegans	0.114765
III	5320001	1208	elegans	0.11404
III	5330001	1533	elegans	0.113314
III	5340001	1307	elegans	0.112589
III	5350001	555	elegans	0.111863
III	5360001	2593	elegans	0.111138
III	5370001	544	elegans	0.110412
III	5380001	450	elegans	0.109687
III	5390001	225	elegans	0.108961
III	5400001	1031	elegans	0.108236
III	5410001	1481	elegans	0.10751
III	5420001	242	elegans	0.106785
III	5430001	637	elegans	0.106059
III	5440001	147	elegans	0.105334
III	5450001	1067	elegans	0.104608
III	5460001	1320	elegans	0.103883
III	5470001	941	elegans	0.103157
III	5480001	1579	elegans	0.102432
III	5490001	1772	elegans	0.101706
III	5500001	987	elegans	0.100981
III	5510001	732	elegans	0.100255
III	5520001	112	elegans	0.0995299
III	5530001	508	elegans	0.0988044
III	5540001	148	elegans	0.0980789
III	5550001	75	elegans	0.0973534
III	5560001	417	elegans	0.0966279
III	5570001	395	elegans	0.0959024
III	5580001	422	elegans	0.0951769
III	5590001	331	elegans	0.0944514
III	5600001	702	elegans	0.093726
III	5610001	630	elegans	0.0930005
III	5620001	654	elegans	0.092275
III	5630001	1502	elegans	0.0915495
III	5640001	690	elegans	0.090824
III	5650001	792	elegans	0.0900985
III	5660001	326	elegans	0.089373
III	5670001	288	elegans	0.0886475
III	5680001	1587	elegans	0.087922
III	5690001	396	elegans	0.0871966
III	5700001	139	elegans	0.0864711
III	5710001	771	elegans	0.0857456
III	5720001	492	elegans	0.0850201
III	5730001	342	elegans	0.0842946
III	5740001	209	elegans	0.0835691
III	5750001	459	elegans	0.0828436
III	5760001	419	elegans	0.0821181
III	5770001	1202	elegans	0.0813926
III	5780001	4611	elegans	0.0806671
III	5790001	980	elegans	0.0799417
III	5800001	392	elegans	0.0792162
III	5810001	498	elegans	0.0784907
III	5820001	630	elegans	0.0777652
III	5830001	824	elegans	0.0770397
III	5840001	990	elegans	0.0763142
III	5850001	691	elegans	0.0755887
III	5860001	112	elegans	0.0748632
III	5870001	823	elegans	0.0741377
III	5880001	404	elegans	0.0734123
III	5890001	463	elegans	0.0726868
III	5900001	316	elegans	0.0719613
III	5910001	98	elegans	0.0712358
III	5920001	1671	elegans	0.0705103
III	5930001	985	elegans	0.0697848
III	5940001	62	elegans	0.0690593
III	5950001	140	elegans	0.0683338
III	5960001	891	elegans	0.0676083
III	5970001	568	elegans	0.0668829
III	5980001	492	elegans	0.0661574
III	5990001	414	elegans	0.0654319
III	6000001	812	elegans	0.0647064
III	6010001	375	elegans	0.0639809
III	6020001	144	elegans	0.0632554
III	6030001	1214	elegans	0.0625299
III	6040001	506	elegans	0.0618044
III	6050001	540	elegans	0.0610789
III	6060001	2237	elegans	0.0603534
III	6070001	446	elegans	0.059628
III	6080001	160	elegans	0.0589025
III	6090001	177	elegans	0.058177
III	6100001	575	elegans	0.0574515
III	6110001	704	elegans	0.056726
III	6120001	1210	elegans	0.0560005
III	6130001	788	elegans	0.055275
III	6140001	125	elegans	0.0545495
III	6150001	2493	elegans	0.053824
III	6160001	838	elegans	0.0530986
III	6170001	386	elegans	0.0523731
III	6180001	1593	elegans	0.0516476
III	6190001	521	elegans	0.0509221
III	6200001	72	elegans	0.0501966
III	6210001	698	elegans	0.0494711
III	6220001	76	elegans	0.0487456
III	6230001	144	elegans	0.0480201
III	6240001	307	elegans	0.0472946
III	6250001	108	elegans	0.0465692
III	6260001	31	elegans	0.0458437
III	6270001	233	elegans	0.0451182
III	6280001	810	elegans	0.0443927
III	6290001	325	elegans	0.0436672
III	6300001	1130	elegans	0.0429417
III	6310001	272	elegans	0.0422162
III	6320001	97	elegans	0.0414907
III	6330001	2399	elegans	0.0407652
III	6340001	139	elegans	0.0400398
III	6350001	357	elegans	0.0393143
III	6360001	115	elegans	0.0385888
III	6370001	126	elegans	0.0378633
III	6380001	526	elegans	0.0371378
III	6390001	143	elegans	0.0364123
III	6400001	1080	elegans	0.0356868
III	6410001	324	elegans	0.0349613
III	6420001	171	elegans	0.0342358
III	6430001	157	elegans	0.0335103
III	6440001	813	elegans	0.0327849
III	6450001	208	elegans	0.0320594
III	6460001	675	elegans	0.0313339
III	6470001	654	elegans	0.0306084
III	6480001	42	elegans	0.0298829
III	6490001	150	elegans	0.0291574
III	6500001	2320	elegans	0.0284319
III	6510001	1949	elegans	0.0277064
III	6520001	769	elegans	0.0269809
III	6530001	280	elegans	0.0262555
III	6540001	975	elegans	0.02553
III	6550001	792	elegans	0.0248045
III	6560001	4445	elegans	0.024079
III	6570001	5859	elegans	0.0233535
III	6580001	490	elegans	0.022628
III	6590001	741	elegans	0.0219025
III	6600001	291	elegans	0.021177
III	6610001	1720	elegans	0.0204515
III	6620001	4781	elegans	0.0197261
III	6630001	2317	elegans	0.0190006
III	6640001	895	elegans	0.0182751
III	6650001	589	elegans	0.0175496
III	6660001	4670	elegans	0.0168241
III	6670001	427	elegans	0.0160986
III	6680001	218	elegans	0.0153731
III	6690001	113	elegans	0.0146476
III	6700001	526	elegans	0.0139221
III	6710001	624	elegans	0.0131966
III	6720001	91	elegans	0.0124712
III	6730001	543	elegans	0.0117457
III	6740001	134	elegans	0.0110202
III	6750001	482	elegans	0.0102947
III	6760001	430	elegans	0.0095692
III	6770001	620	elegans	0.00884371
III	6780001	75	elegans	0.00811822
III	6790001	35	elegans	0.00739274
III	6800001	383	elegans	0.00666725
III	6810001	143	elegans	0.00594176
III	6820001	28	elegans	0.00521627
III	6830001	276	elegans	0.00449078
III	6840001	36	elegans	0.00376529
III	6850001	460	elegans	0.0030398
III	6860001	648	elegans	0.00231431
III	6870001	898	elegans	0.00158882
III	6880001	966	elegans	0.000863332
III	6890001	577	elegans	0.000137843
III	6900001	861	elegans	0.000587646
III	6910001	3053	elegans	0.00131314
III	6920001	1226	elegans	0.00203862
III	6930001	1094	elegans	0.00276411
III	6940001	620	elegans	0.0034896
III	6950001	0	elegans	0.00421509
III	6960001	316	elegans	0.00494058
III	6970001	666	elegans	0.00566607
III	6980001	2768	elegans	0.00639156
III	6990001	2521	elegans	0.00711705
III	7000001	1645	elegans	0.00784254
III	7010001	321	elegans	0.00856803
III	7020001	457	elegans	0.00929352
III	7030001	562	elegans	0.010019
III	7040001	79	elegans	0.0107445
III	7050001	347	elegans	0.01147
III	7060001	1678	elegans	0.0121955
III	7070001	268	elegans	0.012921
III	7080001	326	elegans	0.0136465
III	7090001	207	elegans	0.0143719
III	7100001	1774	elegans	0.0150974
III	7110001	445	elegans	0.0158229
III	7120001	604	elegans	0.0165484
III	7130001	350	elegans	0.0172739
III	7140001	539	elegans	0.0179994
III	7150001	2283	elegans	0.0187249
III	7160001	107	elegans	0.0194504
III	7170001	306	elegans	0.0201759
III	7180001	780	elegans	0.0209013
III	7190001	743	elegans	0.0216268
III	7200001	1259	elegans	0.0223523
III	7210001	768	elegans	0.0230778
III	7220001	887	elegans	0.0238033
III	7230001	1317	elegans	0.0245288
III	7240001	568	elegans	0.0252543
III	7250001	103	elegans	0.0259798
III	7260001	1803	elegans	0.0267053
III	7270001	522	elegans	0.0274307
III	7280001	414	elegans	0.0281562
III	7290001	148	elegans	0.0288817
III	7300001	2189	elegans	0.0296072
III	7310001	528	elegans	0.0303327
III	7320001	3710	elegans	0.0310582
III	7330001	682	elegans	0.0317837
III	7340001	1202	elegans	0.0325092
III	7350001	734	elegans	0.0332347
III	7360001	328	elegans	0.0339602
III	7370001	937	elegans	0.0346856
III	7380001	687	elegans	0.0354111
III	7390001	501	elegans	0.0361366
III	7400001	5233	elegans	0.0368621
III	7410001	10000	elegans	0.0375876
III	7420001	10000	elegans	0.0383131
III	7430001	10000	elegans	0.0390386
III	7440001	8963	elegans	0.0397641
III	7450001	2966	elegans	0.0404896
III	7460001	1683	elegans	0.041215
III	7470001	5116	elegans	0.0419405
III	7480001	62	elegans	0.042666
III	7490001	638	elegans	0.0433915
III	7500001	1099	elegans	0.044117
III	7510001	70	elegans	0.0448425
III	7520001	707	elegans	0.045568
III	7530001	915	elegans	0.0462935
III	7540001	1156	elegans	0.047019
III	7550001	1461	elegans	0.0477444
III	7560001	1370	elegans	0.0484699
III	7570001	1560	elegans	0.0491954
III	7580001	425	elegans	0.0499209
III	7590001	1998	elegans	0.0506464
III	7600001	2744	elegans	0.0513719
III	7610001	997	elegans	0.0520974
III	7620001	64	elegans	0.0528229
III	7630001	155	elegans	0.0535484
III	7640001	657	elegans	0.0542738
III	7650001	803	elegans	0.0549993
III	7660001	636	elegans	0.0557248
III	7670001	1542	elegans	0.0564503
III	7680001	986	elegans	0.0571758
III	7690001	937	elegans	0.0579013
III	7700001	445	elegans	0.0586268
III	7710001	2727	elegans	0.0593523
III	7720001	506	elegans	0.0600778
III	7730001	387	elegans	0.0608033
III	7740001	263	elegans	0.0615287
III	7750001	34	elegans	0.0622542
III	7760001	354	elegans	0.0629797
III	7770001	3194	elegans	0.0637052
III	7780001	312	elegans	0.0644307
III	7790001	870	elegans	0.0651562
III	7800001	388	elegans	0.0658817
III	7810001	219	elegans	0.0666072
III	7820001	2304	elegans	0.0673327
III	7830001	880	elegans	0.0680581
III	7840001	378	elegans	0.0687836
III	7850001	1430	elegans	0.0695091
III	7860001	0	elegans	0.0702346
III	7870001	307	elegans	0.0709601
III	7880001	1361	elegans	0.0716856
III	7890001	979	elegans	0.0724111
III	7900001	765	elegans	0.0731366
III	7910001	1028	elegans	0.0738621
III	7920001	766	elegans	0.0745875
III	7930001	166	elegans	0.075313
III	7940001	1454	elegans	0.0760385
III	7950001	852	elegans	0.076764
III	7960001	489	elegans	0.0774895
III	7970001	438	elegans	0.078215
III	7980001	612	elegans	0.0789405
III	7990001	1218	elegans	0.079666
III	8000001	462	elegans	0.0803915
III	8010001	993	elegans	0.081117
III	8020001	449	elegans	0.0818424
III	8030001	1540	elegans	0.0825679
III	8040001	615	elegans	0.0832934
III	8050001	1240	elegans	0.0840189
III	8060001	753	elegans	0.0847444
III	8070001	745	elegans	0.0854699
III	8080001	905	elegans	0.0861954
III	8090001	1082	elegans	0.0869209
III	8100001	1322	elegans	0.0876464
III	8110001	1040	elegans	0.0883718
III	8120001	1187	elegans	0.0890973
III	8130001	1326	elegans	0.0898228
III	8140001	590	elegans	0.0905483
III	8150001	1282	elegans	0.0912738
III	8160001	83	elegans	0.0919993
III	8170001	933	elegans	0.0927248
III	8180001	953	elegans	0.0934503
III	8190001	708	elegans	0.0941758
III	8200001	1641	elegans	0.0949012
III	8210001	706	elegans	0.0956267
III	8220001	517	elegans	0.0963522
III	8230001	633	elegans	0.0970777
III	8240001	563	elegans	0.0978032
III	8250001	440	elegans	0.0985287
III	8260001	71	elegans	0.0992542
III	8270001	241	elegans	0.0999797
III	8280001	393	elegans	0.100705
III	8290001	381	elegans	0.101431
III	8300001	1338	elegans	0.102156
III	8310001	834	elegans	0.102882
III	8320001	1132	elegans	0.103607
III	8330001	2444	elegans	0.104333
III	8340001	2008	elegans	0.105058
III	8350001	79	elegans	0.105784
III	8360001	1260	elegans	0.106509
III	8370001	104	elegans	0.107235
III	8380001	2089	elegans	0.10796
III	8390001	738	elegans	0.108686
III	8400001	1319	elegans	0.109411
III	8410001	2532	elegans	0.110137
III	8420001	1150	elegans	0.110862
III	8430001	1588	elegans	0.111587
III	8440001	2615	elegans	0.112313
III	8450001	379	elegans	0.113038
III	8460001	1357	elegans	0.113764
III	8470001	755	elegans	0.114489
III	8480001	796	elegans	0.115215
III	8490001	717	elegans	0.11594
III	8500001	1039	elegans	0.116666
III	8510001	1539	elegans	0.117391
III	8520001	906	elegans	0.118117
III	8530001	218	elegans	0.118842
III	8540001	1583	elegans	0.119568
III	8550001	33	elegans	0.120293
III	8560001	1710	elegans	0.121019
III	8570001	686	elegans	0.121744
III	8580001	41	elegans	0.12247
III	8590001	356	elegans	0.123195
III	8600001	408	elegans	0.123921
III	8610001	657	elegans	0.124646
III	8620001	735	elegans	0.125372
III	8630001	1102	elegans	0.126097
III	8640001	906	elegans	0.126823
III	8650001	2146	elegans	0.127548
III	8660001	504	elegans	0.128274
III	8670001	784	elegans	0.128999
III	8680001	727	elegans	0.129725
III	8690001	2805	elegans	0.13045
III	8700001	323	elegans	0.131176
III	8710001	1499	elegans	0.131901
III	8720001	1210	elegans	0.132627
III	8730001	1980	elegans	0.133352
III	8740001	463	elegans	0.134078
III	8750001	1774	elegans	0.134803
III	8760001	396	elegans	0.135529
III	8770001	954	elegans	0.136254
III	8780001	1408	elegans	0.13698
III	8790001	1027	elegans	0.137705
III	8800001	1138	elegans	0.138431
III	8810001	2567	elegans	0.139156
III	8820001	520	elegans	0.139882
III	8830001	1158	elegans	0.140607
III	8840001	906	elegans	0.141333
III	8850001	7679	elegans	0.142058
III	8860001	1825	elegans	0.142784
III	8870001	1475	elegans	0.143509
III	8880001	689	elegans	0.144235
III	8890001	1463	elegans	0.14496
III	8900001	1189	elegans	0.145685
III	8910001	1016	elegans	0.146411
III	8920001	1488	elegans	0.147136
III	8930001	1540	elegans	0.147862
III	8940001	791	elegans	0.148587
III	8950001	1747	elegans	0.149313
III	8960001	954	elegans	0.150038
III	8970001	825	elegans	0.150764
III	8980001	1112	elegans	0.151489
III	8990001	851	elegans	0.152215
III	9000001	767	elegans	0.15294
III	9010001	1544	elegans	0.153666
III	9020001	945	elegans	0.154391
III	9030001	700	elegans	0.155117
III	9040001	1584	elegans	0.155842
III	9050001	487	elegans	0.156568
III	9060001	1456	elegans	0.157293
III	9070001	1521	elegans	0.158019
III	9080001	576	elegans	0.158744
III	9090001	1025	elegans	0.15947
III	9100001	1163	elegans	0.160195
III	9110001	141	elegans	0.160921
III	9120001	199	elegans	0.161646
III	9130001	1503	elegans	0.162372
III	9140001	867	elegans	0.163097
III	9150001	610	elegans	0.163823
III	9160001	729	elegans	0.164548
III	9170001	722	elegans	0.165274
III	9180001	622	elegans	0.165999
III	9190001	632	elegans	0.166725
III	9200001	282	elegans	0.16745
III	9210001	799	elegans	0.168176
III	9220001	619	elegans	0.168901
III	9230001	2502	elegans	0.169627
III	9240001	658	elegans	0.170352
III	9250001	1073	elegans	0.171078
III	9260001	1272	elegans	0.171803
III	9270001	1061	elegans	0.172529
III	9280001	735	elegans	0.173254
III	9290001	620	elegans	0.17398
III	9300001	408	elegans	0.174705
III	9310001	584	elegans	0.175431
III	9320001	479	elegans	0.176156
III	9330001	1741	elegans	0.176882
III	9340001	156	elegans	0.177607
III	9350001	477	elegans	0.178333
III	9360001	684	elegans	0.179058
III	9370001	513	elegans	0.179783
III	9380001	666	elegans	0.180509
III	9390001	683	elegans	0.181234
III	9400001	2479	elegans	0.18196
III	9410001	4639	elegans	0.182685
III	9420001	5396	elegans	0.183411
III	9430001	1249	elegans	0.184136
III	9440001	1524	elegans	0.184862
III	9450001	635	elegans	0.185587
III	9460001	293	elegans	0.186313
III	9470001	1034	elegans	0.187038
III	9480001	1102	elegans	0.187764
III	9490001	1204	elegans	0.188489
III	9500001	2076	elegans	0.189215
III	9510001	1346	elegans	0.18994
III	9520001	837	elegans	0.190666
III	9530001	3208	elegans	0.191391
III	9540001	1231	elegans	0.192117
III	9550001	1680	elegans	0.192842
III	9560001	1497	elegans	0.193568
III	9570001	2097	elegans	0.194293
III	9580001	1132	elegans	0.195019
III	9590001	2360	elegans	0.195744
III	9600001	1957	elegans	0.19647
III	9610001	1401	elegans	0.197195
III	9620001	1266	elegans	0.197921
III	9630001	1139	elegans	0.198646
III	9640001	1328	elegans	0.199372
III	9650001	1166	elegans	0.200097
III	9660001	993	elegans	0.200823
III	9670001	1468	elegans	0.201548
III	9680001	3524	elegans	0.202274
III	9690001	1114	elegans	0.202999
III	9700001	709	elegans	0.203725
III	9710001	1625	elegans	0.20445
III	9720001	1409	elegans	0.205176
III	9730001	1450	elegans	0.205901
III	9740001	431	elegans	0.206627
III	9750001	723	elegans	0.207352
III	9760001	567	elegans	0.208078
III	9770001	892	elegans	0.208803
III	9780001	1063	elegans	0.209529
III	9790001	1311	elegans	0.210254
III	9800001	995	elegans	0.21098
III	9810001	574	elegans	0.211705
III	9820001	520	elegans	0.212431
III	9830001	3057	elegans	0.213156
III	9840001	1125	elegans	0.213881
III	9850001	1536	elegans	0.214607
III	9860001	337	elegans	0.215332
III	9870001	1523	elegans	0.216058
III	9880001	1193	elegans	0.216783
III	9890001	2843	elegans	0.217509
III	9900001	1817	elegans	0.218234
III	9910001	2631	elegans	0.21896
III	9920001	1408	elegans	0.219685
III	9930001	649	elegans	0.220411
III	9940001	1797	elegans	0.221136
III	9950001	1312	elegans	0.221862
III	9960001	1989	elegans	0.222587
III	9970001	1031	elegans	0.223313
III	9980001	710	elegans	0.224038
III	9990001	1328	elegans	0.224764
III	10000001	1097	elegans	0.225489
III	10010001	1736	elegans	0.226215
III	10020001	830	elegans	0.22694
III	10030001	770	elegans	0.227666
III	10040001	375	elegans	0.228391
III	10050001	4807	elegans	0.229117
III	10060001	1703	elegans	0.229842
III	10070001	1496	elegans	0.230568
III	10080001	1037	elegans	0.231293
III	10090001	1629	elegans	0.232019
III	10100001	1865	elegans	0.232744
III	10110001	1115	elegans	0.23347
III	10120001	2527	elegans	0.234195
III	10130001	2793	elegans	0.234921
III	10140001	3357	elegans	0.235646
III	10150001	2150	elegans	0.236372
III	10160001	1792	elegans	0.237097
III	10170001	770	elegans	0.237823
III	10180001	1098	elegans	0.238548
III	10190001	1495	elegans	0.239274
III	10200001	608	elegans	0.239999
III	10210001	1454	elegans	0.240725
III	10220001	1754	elegans	0.24145
III	10230001	1116	elegans	0.242176
III	10240001	1293	elegans	0.242901
III	10250001	854	elegans	0.243627
III	10260001	2876	elegans	0.244352
III	10270001	1102	elegans	0.245078
III	10280001	232	elegans	0.245803
III	10290001	669	elegans	0.246528
III	10300001	1315	elegans	0.247254
III	10310001	2166	elegans	0.247979
III	10320001	1066	elegans	0.248705
III	10330001	1399	elegans	0.24943
III	10340001	1266	elegans	0.250156
III	10350001	1247	elegans	0.250881
III	10360001	1508	elegans	0.251607
III	10370001	1894	elegans	0.252332
III	10380001	668	elegans	0.253058
III	10390001	1456	elegans	0.253783
III	10400001	957	elegans	0.254509
III	10410001	799	elegans	0.255234
III	10420001	1361	elegans	0.25596
III	10430001	853	elegans	0.256685
III	10440001	1372	elegans	0.257411
III	10450001	1792	elegans	0.258136
III	10460001	1369	elegans	0.258862
III	10470001	1080	elegans	0.259587
III	10480001	1833	elegans	0.260313
III	10490001	1647	elegans	0.261038
III	10500001	947	elegans	0.261764
III	10510001	663	elegans	0.262489
III	10520001	1505	elegans	0.263215
III	10530001	1817	elegans	0.26394
III	10540001	2109	elegans	0.264666
III	10550001	3243	elegans	0.265391
III	10560001	2529	elegans	0.266117
III	10570001	1810	elegans	0.266842
III	10580001	3486	elegans	0.267568
III	10590001	1355	elegans	0.268293
III	10600001	1338	elegans	0.269019
III	10610001	1420	elegans	0.269744
III	10620001	2045	elegans	0.27047
III	10630001	1421	elegans	0.271195
III	10640001	1217	elegans	0.271921
III	10650001	1824	elegans	0.272646
III	10660001	1128	elegans	0.273372
III	10670001	2530	elegans	0.274097
III	10680001	5054	elegans	0.274823
III	10690001	1297	elegans	0.275548
III	10700001	1207	elegans	0.276274
III	10710001	2098	elegans	0.276999
III	10720001	670	elegans	0.277725
III	10730001	1874	elegans	0.27845
III	10740001	428	elegans	0.279176
III	10750001	1694	elegans	0.279901
III	10760001	1151	elegans	0.280626
III	10770001	1817	elegans	0.281352
III	10780001	1062	elegans	0.282077
III	10790001	2608	elegans	0.282803
III	10800001	1721	elegans	0.283528
III	10810001	862	elegans	0.284254
III	10820001	2205	elegans	0.284979
III	10830001	2602	elegans	0.285705
III	10840001	2730	elegans	0.28643
III	10850001	793	elegans	0.287156
III	10860001	1202	elegans	0.287881
III	10870001	1597	elegans	0.288607
III	10880001	2480	elegans	0.289332
III	10890001	1338	elegans	0.290058
III	10900001	3173	elegans	0.290783
III	10910001	3559	elegans	0.291509
III	10920001	932	elegans	0.292234
III	10930001	741	elegans	0.29296
III	10940001	2534	elegans	0.293685
III	10950001	1278	elegans	0.294411
III	10960001	1327	elegans	0.295136
III	10970001	1887	elegans	0.295862
III	10980001	628	elegans	0.296587
III	10990001	1378	elegans	0.297313
III	11000001	693	elegans	0.298038
III	11010001	2722	elegans	0.298764
III	11020001	2736	elegans	0.299489
III	11030001	1729	elegans	0.300215
III	11040001	2127	elegans	0.30094
III	11050001	1014	elegans	0.301666
III	11060001	1691	elegans	0.302391
III	11070001	2547	elegans	0.303117
III	11080001	3478	elegans	0.303842
III	11090001	1796	elegans	0.304568
III	11100001	1674	elegans	0.305293
III	11110001	3064	elegans	0.306019
III	11120001	3756	elegans	0.306744
III	11130001	2863	elegans	0.30747
III	11140001	2283	elegans	0.308195
III	11150001	4702	elegans	0.308921
III	11160001	5630	elegans	0.309646
III	11170001	2364	elegans	0.310372
III	11180001	2477	elegans	0.311097
III	11190001	4179	elegans	0.311823
III	11200001	2106	elegans	0.312548
III	11210001	2354	elegans	0.313274
III	11220001	2576	elegans	0.313999
III	11230001	2380	elegans	0.314724
III	11240001	1033	elegans	0.31545
III	11250001	3537	elegans	0.316175
III	11260001	1314	elegans	0.316901
III	11270001	2161	elegans	0.317626
III	11280001	1445	elegans	0.318352
III	11290001	1516	elegans	0.319077
III	11300001	3608	elegans	0.319803
III	11310001	3586	elegans	0.320528
III	11320001	2881	elegans	0.321254
III	11330001	2532	elegans	0.321979
III	11340001	2492	elegans	0.322705
III	11350001	2410	elegans	0.32343
