Chr	BP	gene_length	species	norm_dist_center
X	3100001	3038.0625	elegans	0.325046
X	3200001	2962.333333	elegans	0.319402
X	3300001	3324.529412	elegans	0.313759
X	3400001	2898.631579	elegans	0.308115
X	3500001	4568.384615	elegans	0.302471
X	3600001	3303.714286	elegans	0.296828
X	3700001	2179	elegans	0.291184
X	3800001	5588.272727	elegans	0.28554
X	3900001	2638.733333	elegans	0.279897
X	4000001	6921.428571	elegans	0.274253
X	4100001	3077.736842	elegans	0.268609
X	4200001	2977.826087	elegans	0.262965
X	4300001	2376	elegans	0.257322
X	4400001	4384.928571	elegans	0.251678
X	4500001	3537.111111	elegans	0.246034
X	4600001	3899.333333	elegans	0.240391
X	4700001	3727.8125	elegans	0.234747
X	4800001	5626.25	elegans	0.229103
X	4900001	6736.916667	elegans	0.22346
X	5000001	2613.578947	elegans	0.217816
X	5100001	3125.777778	elegans	0.212172
X	5200001	5443.470588	elegans	0.206529
X	5300001	4525.95	elegans	0.200885
X	5400001	4992	elegans	0.195241
X	5500001	4827.5	elegans	0.189598
X	5600001	3534	elegans	0.183954
X	5700001	3490.857143	elegans	0.17831
X	5800001	3884.153846	elegans	0.172667
X	5900001	3423.705882	elegans	0.167023
X	6000001	3066.105263	elegans	0.161379
X	6100001	2591.090909	elegans	0.155736
X	6200001	3054.470588	elegans	0.150092
X	6300001	2406.782609	elegans	0.144448
X	6400001	2500.423077	elegans	0.138805
X	6500001	3873	elegans	0.133161
X	6600001	4042.277778	elegans	0.127517
X	6700001	3817.4375	elegans	0.121874
X	6800001	2598.782609	elegans	0.11623
X	6900001	4019.625	elegans	0.110586
X	7000001	3753	elegans	0.104942
X	7100001	3269.0625	elegans	0.0992988
X	7200001	4334.6	elegans	0.0936551
X	7300001	1790.619048	elegans	0.0880115
X	7400001	3056.05	elegans	0.0823678
X	7500001	3665.409091	elegans	0.0767241
X	7600001	5672.466667	elegans	0.0710804
X	7700001	4269.352941	elegans	0.0654368
X	7800001	4565.285714	elegans	0.0597931
X	7900001	3178.923077	elegans	0.0541494
X	8000001	3583.8125	elegans	0.0485057
X	8100001	3230.684211	elegans	0.042862
X	8200001	4037.894737	elegans	0.0372184
X	8300001	2098.944444	elegans	0.0315747
X	8400001	3235.823529	elegans	0.025931
X	8500001	2222.086957	elegans	0.0202873
X	8600001	3358.692308	elegans	0.0146437
X	8700001	2107.043478	elegans	0.00899997
X	8800001	2501.105263	elegans	0.0033563
X	8900001	3785	elegans	0.00228738
X	9000001	5258.357143	elegans	0.00793106
X	9100001	4307.388889	elegans	0.0135747
X	9200001	2782.944444	elegans	0.0192184
X	9300001	6617.461538	elegans	0.0248621
X	9400001	6997.384615	elegans	0.0305058
X	9500001	6873.785714	elegans	0.0361494
X	9600001	2636.357143	elegans	0.0417931
X	9700001	5670.571429	elegans	0.0474368
X	9800001	3453.181818	elegans	0.0530805
X	9900001	3978.375	elegans	0.0587242
X	10000001	3846.947368	elegans	0.0643678
X	10100001	5248.941176	elegans	0.0700115
X	10200001	3485.384615	elegans	0.0756552
X	10300001	2830.222222	elegans	0.0812989
X	10400001	2806.941176	elegans	0.0869425
X	10500001	4561.25	elegans	0.0925862
X	10600001	6793	elegans	0.0982299
X	10700001	6190.692308	elegans	0.103874
X	10800001	4379.666667	elegans	0.109517
X	10900001	3200.571429	elegans	0.115161
X	11000001	2635.652174	elegans	0.120805
X	11100001	5018	elegans	0.126448
X	11200001	2544.761905	elegans	0.132092
X	11300001	3449.545455	elegans	0.137736
X	11400001	5129.923077	elegans	0.143379
X	11500001	4552.6875	elegans	0.149023
X	11600001	2110.086957	elegans	0.154667
X	11700001	2488.6875	elegans	0.16031
X	11800001	2171.32	elegans	0.165954
X	11900001	4036.148148	elegans	0.171598
X	12000001	10619.9	elegans	0.177241
X	12100001	3284.315789	elegans	0.182885
X	12200001	2971.571429	elegans	0.188529
X	12300001	1914.088235	elegans	0.194172
X	12400001	4063.066667	elegans	0.199816
X	12500001	3688.1	elegans	0.20546
X	12600001	3894	elegans	0.211103
X	12700001	11413.86667	elegans	0.216747
X	12800001	14880.3	elegans	0.222391
X	12900001	3317.1875	elegans	0.228034
X	13000001	3074.153846	elegans	0.233678
X	13100001	4983.785714	elegans	0.239322
X	13200001	1946.185185	elegans	0.244966
X	13300001	2643.333333	elegans	0.250609
X	13400001	3070.047619	elegans	0.256253
X	13500001	2928.772727	elegans	0.261897
X	13600001	2768.533333	elegans	0.26754
X	13700001	3703.866667	elegans	0.273184
X	13800001	5899.909091	elegans	0.278828
X	13900001	2519.681818	elegans	0.284471
X	14000001	4452.076923	elegans	0.290115
X	14100001	3428	elegans	0.295759
X	14200001	3254.7	elegans	0.301402
X	14300001	4501.928571	elegans	0.307046
X	14400001	1976.75	elegans	0.31269
X	14500001	2491.625	elegans	0.318333
X	14600001	5827.090909	elegans	0.323977
X	14700001	4410.9375	elegans	0.329621
X	14800001	2905	elegans	0.335264
X	14900001	3020.470588	elegans	0.340908
X	15000001	2375.761905	elegans	0.346552
X	15100001	5010.785714	elegans	0.352195
X	15200001	5807.1	elegans	0.357839
X	15300001	5793.888889	elegans	0.363483
X	15400001	4710.466667	elegans	0.369126
X	15500001	4230.153846	elegans	0.37477
X	15600001	3105.8125	elegans	0.380414
X	15700001	3276.833333	elegans	0.386057
X	15800001	3011.714286	elegans	0.391701
X	15900001	4047.538462	elegans	0.397345
X	16000001	2915	elegans	0.402989
X	16100001	6402.714286	elegans	0.408632
X	16200001	2978.3125	elegans	0.414276
X	16300001	6186	elegans	0.41992
X	16400001	6454.625	elegans	0.425563
X	16500001	4415.2	elegans	0.431207
X	16600001	5064.333333	elegans	0.436851
X	16700001	4121.166667	elegans	0.442494
X	16800001	2634.294118	elegans	0.448138
X	16900001	3900.923077	elegans	0.453782
X	17000001	5800	elegans	0.459425
X	17100001	2132.333333	elegans	0.465069
X	17200001	2645.777778	elegans	0.470713
X	17300001	2580.411765	elegans	0.476356
X	17400001	3502.538462	elegans	0.482
X	17500001	3416.625	elegans	0.487644
X	17600001	5682.222222	elegans	0.493287
X	17700001	3007	elegans	0.498931
I	1	2819.142857	inopinata	0.5
I	100001	2981.428571	inopinata	0.495144
I	200001	3661.761905	inopinata	0.490289
I	300001	3905.764706	inopinata	0.485433
I	400001	3250	inopinata	0.480577
I	500001	4198.538462	inopinata	0.475722
I	600001	2536.193548	inopinata	0.470866
I	700001	2531.074074	inopinata	0.46601
I	800001	3339.142857	inopinata	0.461155
I	900001	2346.5625	inopinata	0.456299
I	1000001	2436.545455	inopinata	0.451443
I	1100001	2085.275862	inopinata	0.446588
I	1200001	2536.24	inopinata	0.441732
I	1300001	3078.55	inopinata	0.436876
I	1400001	2640.136364	inopinata	0.432021
I	1500001	3358.125	inopinata	0.427165
I	1600001	4045.266667	inopinata	0.42231
I	1700001	2523.964286	inopinata	0.417454
I	1800001	3478.263158	inopinata	0.412598
I	1900001	4745.4	inopinata	0.407743
I	2000001	2747.153846	inopinata	0.402887
I	2100001	3335.6875	inopinata	0.398031
I	2200001	12617.25	inopinata	0.393176
I	2300001	7685.083333	inopinata	0.38832
I	2400001	3751.461538	inopinata	0.383464
I	2500001	3759.65	inopinata	0.378609
I	2600001	2754.25	inopinata	0.373753
I	2700001	2676.04	inopinata	0.368897
I	2800001	2369	inopinata	0.364042
I	2900001	2394.333333	inopinata	0.359186
I	3000001	5108	inopinata	0.35433
I	3100001	2927.823529	inopinata	0.349475
I	3200001	4253.166667	inopinata	0.344619
I	3300001	3394.95	inopinata	0.339763
I	3400001	5408	inopinata	0.334908
I	3500001	4538.705882	inopinata	0.330052
I	3600001	3768.958333	inopinata	0.325196
I	3700001	1917.111111	inopinata	0.320341
I	3800001	4289.5625	inopinata	0.315485
I	3900001	5835.230769	inopinata	0.310629
I	4000001	4234.555556	inopinata	0.305774
I	4100001	4209.692308	inopinata	0.300918
I	4200001	4314.25	inopinata	0.296063
I	4300001	3250.5	inopinata	0.291207
I	4400001	2792.75	inopinata	0.286351
I	4500001	5364.75	inopinata	0.281496
I	4600001	2693	inopinata	0.27664
I	4700001	4343.0625	inopinata	0.271784
I	4800001	3711.833333	inopinata	0.266929
I	4900001	2957.125	inopinata	0.262073
I	5000001	5787.8	inopinata	0.257217
I	5100001	1794.571429	inopinata	0.252362
I	5200001	2342.285714	inopinata	0.247506
I	5300001	6549.222222	inopinata	0.24265
I	5400001	3171.4	inopinata	0.237795
I	5500001	3116.529412	inopinata	0.232939
I	5600001	4723.555556	inopinata	0.228083
I	5700001	11431.88889	inopinata	0.223228
I	5800001	5676.454545	inopinata	0.218372
I	5900001	2456.777778	inopinata	0.213516
I	6000001	3350.4375	inopinata	0.208661
I	6100001	3013.052632	inopinata	0.203805
I	6200001	3541.555556	inopinata	0.198949
I	6300001	3842.1875	inopinata	0.194094
I	6400001	3718.916667	inopinata	0.189238
I	6500001	4872.777778	inopinata	0.184383
I	6600001	6063	inopinata	0.179527
I	6700001	3548.8	inopinata	0.174671
I	6800001	3587.888889	inopinata	0.169816
I	6900001	2511.444444	inopinata	0.16496
I	7000001	4675.9375	inopinata	0.160104
I	7100001	3121.045455	inopinata	0.155249
I	7200001	4055.8	inopinata	0.150393
I	7300001	2166.461538	inopinata	0.145537
I	7400001	1434.454545	inopinata	0.140682
I	7500001	2808.26087	inopinata	0.135826
I	7600001	3057.142857	inopinata	0.13097
I	7700001	3381	inopinata	0.126115
I	7800001	4943.454545	inopinata	0.121259
I	7900001	3096.95	inopinata	0.116403
I	8000001	3280.5	inopinata	0.111548
I	8100001	3632.6	inopinata	0.106692
I	8200001	2489.173913	inopinata	0.101836
I	8300001	3403.636364	inopinata	0.0969807
I	8400001	2937.538462	inopinata	0.0921251
I	8500001	2299.538462	inopinata	0.0872694
I	8600001	2517	inopinata	0.0824138
I	8700001	7001.181818	inopinata	0.0775581
I	8800001	6884.818182	inopinata	0.0727025
I	8900001	3270.521739	inopinata	0.0678468
I	9000001	2749.066667	inopinata	0.0629912
I	9100001	1354.107143	inopinata	0.0581355
I	9200001	2792.631579	inopinata	0.0532799
I	9300001	4025.928571	inopinata	0.0484242
I	9400001	2671.545455	inopinata	0.0435686
I	9500001	3221.222222	inopinata	0.0387129
I	9600001	4112.944444	inopinata	0.0338573
I	9700001	5089.176471	inopinata	0.0290016
I	9800001	4410.928571	inopinata	0.0241459
I	9900001	5155.769231	inopinata	0.0192903
I	10000001	3114	inopinata	0.0144346
I	10100001	4625.473684	inopinata	0.00957899
I	10200001	3948.846154	inopinata	0.00472334
I	10300001	4204.75	inopinata	0.000132317
I	10400001	3462.3	inopinata	0.00498797
I	10500001	4879.416667	inopinata	0.00984362
I	10600001	3343.722222	inopinata	0.0146993
I	10700001	4388.733333	inopinata	0.0195549
I	10800001	3225.75	inopinata	0.0244106
I	10900001	2108.689655	inopinata	0.0292662
I	11000001	1777.470588	inopinata	0.0341219
I	11100001	1546.107143	inopinata	0.0389775
I	11200001	1891.69697	inopinata	0.0438332
I	11300001	2105.617647	inopinata	0.0486888
I	11400001	2572.64	inopinata	0.0535445
I	11500001	2604.291667	inopinata	0.0584002
I	11600001	3650.823529	inopinata	0.0632558
I	11700001	2895.608696	inopinata	0.0681115
I	11800001	2820.130435	inopinata	0.0729671
I	11900001	3523	inopinata	0.0778228
I	12000001	4865.923077	inopinata	0.0826784
I	12100001	3992.4375	inopinata	0.0875341
I	12200001	4484.428571	inopinata	0.0923897
I	12300001	3286.772727	inopinata	0.0972454
I	12400001	3663.7	inopinata	0.102101
I	12500001	4559.916667	inopinata	0.106957
I	12600001	3235.35	inopinata	0.111812
I	12700001	5221.142857	inopinata	0.116668
I	12800001	5363.6	inopinata	0.121524
I	12900001	10248.75	inopinata	0.126379
I	13000001	6721.272727	inopinata	0.131235
I	13100001	3239.8	inopinata	0.136091
I	13200001	2842.333333	inopinata	0.140946
I	13300001	2954.48	inopinata	0.145802
I	13400001	2886.666667	inopinata	0.150658
I	13500001	2851.26087	inopinata	0.155513
I	13600001	3282.909091	inopinata	0.160369
I	13700001	2169.588235	inopinata	0.165225
I	13800001	3808.5	inopinata	0.17008
I	13900001	4433.133333	inopinata	0.174936
I	14000001	5626.545455	inopinata	0.179791
I	14100001	6253.285714	inopinata	0.184647
I	14200001	5472	inopinata	0.189503
I	14300001	2849.578947	inopinata	0.194358
I	14400001	2821.095238	inopinata	0.199214
I	14500001	3393.166667	inopinata	0.20407
I	14600001	8077.571429	inopinata	0.208925
I	14700001	3469.647059	inopinata	0.213781
I	14800001	3356.85	inopinata	0.218637
I	14900001	4835.230769	inopinata	0.223492
I	15000001	3853.25	inopinata	0.228348
I	15100001	2629.619048	inopinata	0.233204
I	15200001	5044.6	inopinata	0.238059
I	15300001	5471.416667	inopinata	0.242915
I	15400001	2516.705882	inopinata	0.247771
I	15500001	4155.3125	inopinata	0.252626
I	15600001	3154.789474	inopinata	0.257482
I	15700001	3293.736842	inopinata	0.262338
I	15800001	4785.5	inopinata	0.267193
I	15900001	5532.692308	inopinata	0.272049
I	16000001	6114.6	inopinata	0.276905
I	16100001	3674.333333	inopinata	0.28176
I	16200001	3398.631579	inopinata	0.286616
I	16300001	6723.181818	inopinata	0.291472
I	16400001	3537.357143	inopinata	0.296327
I	16500001	2798.535714	inopinata	0.301183
I	16600001	3536.210526	inopinata	0.306038
I	16700001	4552.692308	inopinata	0.310894
I	16800001	4204.333333	inopinata	0.31575
I	16900001	8394.75	inopinata	0.320605
I	17000001	5212.333333	inopinata	0.325461
I	17100001	3197.444444	inopinata	0.330317
I	17200001	4246.875	inopinata	0.335172
I	17300001	5488.25	inopinata	0.340028
I	17400001	2715.2	inopinata	0.344884
I	17500001	6079.857143	inopinata	0.349739
I	17600001	9013.444444	inopinata	0.354595
I	17700001	4249.692308	inopinata	0.359451
I	17800001	4804.066667	inopinata	0.364306
I	17900001	2672.909091	inopinata	0.369162
I	18000001	4729.615385	inopinata	0.374018
I	18100001	4071.6	inopinata	0.378873
I	18200001	3938.222222	inopinata	0.383729
I	18300001	3582.428571	inopinata	0.388585
I	18400001	5589.666667	inopinata	0.39344
I	18500001	3567.545455	inopinata	0.398296
I	18600001	4695.1875	inopinata	0.403152
I	18700001	2686.2	inopinata	0.408007
I	18800001	2638	inopinata	0.412863
I	18900001	2053.62963	inopinata	0.417718
I	19000001	2293.0625	inopinata	0.422574
I	19100001	2709.714286	inopinata	0.42743
I	19200001	2903.761905	inopinata	0.432285
I	19300001	2751.36	inopinata	0.437141
I	19400001	3572.52381	inopinata	0.441997
I	19500001	4277.882353	inopinata	0.446852
I	19600001	4671.461538	inopinata	0.451708
I	19700001	3520.3125	inopinata	0.456564
I	19800001	3909.52381	inopinata	0.461419
I	19900001	3702.761905	inopinata	0.466275
I	20000001	3395.277778	inopinata	0.471131
I	20100001	4144.631579	inopinata	0.475986
I	20200001	2733.882353	inopinata	0.480842
I	20300001	6486.388889	inopinata	0.485698
I	20400001	10987.1	inopinata	0.490553
I	20500001	3732.529412	inopinata	0.495409
II	1	2202.391304	inopinata	0.5
II	100001	4139.75	inopinata	0.495029
II	200001	3130.263158	inopinata	0.490058
II	300001	2752.863636	inopinata	0.485087
II	400001	2576.56	inopinata	0.480116
II	500001	6158.111111	inopinata	0.475145
II	600001	4399.866667	inopinata	0.470174
II	700001	3452.352941	inopinata	0.465204
II	800001	2946.222222	inopinata	0.460233
II	900001	7178.75	inopinata	0.455262
II	1000001	2205.166667	inopinata	0.450291
II	1100001	2825.210526	inopinata	0.44532
II	1200001	2747.380952	inopinata	0.440349
II	1300001	2649.909091	inopinata	0.435378
II	1400001	3239.181818	inopinata	0.430407
II	1500001	2728.46875	inopinata	0.425436
II	1600001	2978.157895	inopinata	0.420465
II	1700001	3304.666667	inopinata	0.415494
II	1800001	2851.647059	inopinata	0.410523
II	1900001	2939.6	inopinata	0.405552
II	2000001	2276.92	inopinata	0.400582
II	2100001	2079.366667	inopinata	0.395611
II	2200001	4659.933333	inopinata	0.39064
II	2300001	3900	inopinata	0.385669
II	2400001	3120.357143	inopinata	0.380698
II	2500001	3244.769231	inopinata	0.375727
II	2600001	2810.478261	inopinata	0.370756
II	2700001	2766.952381	inopinata	0.365785
II	2800001	3863.761905	inopinata	0.360814
II	2900001	7581.428571	inopinata	0.355843
II	3000001	3333.055556	inopinata	0.350872
II	3100001	3467.25	inopinata	0.345901
II	3200001	3109.269231	inopinata	0.34093
II	3300001	3815.909091	inopinata	0.33596
II	3400001	3345	inopinata	0.330989
II	3500001	3044.705882	inopinata	0.326018
II	3600001	2969.555556	inopinata	0.321047
II	3700001	2699.857143	inopinata	0.316076
II	3800001	2556.647059	inopinata	0.311105
II	3900001	2500.25	inopinata	0.306134
II	4000001	4089.842105	inopinata	0.301163
II	4100001	2229.72	inopinata	0.296192
II	4200001	2824.733333	inopinata	0.291221
II	4300001	3233.235294	inopinata	0.28625
II	4400001	3465.846154	inopinata	0.281279
II	4500001	3701.25	inopinata	0.276309
II	4600001	3530.6	inopinata	0.271338
II	4700001	4113	inopinata	0.266367
II	4800001	1842	inopinata	0.261396
II	4900001	7007.833333	inopinata	0.256425
II	5000001	1947	inopinata	0.251454
II	5100001	3147.882353	inopinata	0.246483
II	5200001	3670.9375	inopinata	0.241512
II	5300001	2217.727273	inopinata	0.236541
II	5400001	3181.086957	inopinata	0.23157
II	5500001	2583.96	inopinata	0.226599
II	5600001	3100.461538	inopinata	0.221628
II	5700001	4177.25	inopinata	0.216657
II	5800001	3706.266667	inopinata	0.211687
II	5900001	3071.2	inopinata	0.206716
II	6000001	3097.055556	inopinata	0.201745
II	6100001	2165.153846	inopinata	0.196774
II	6200001	2613.684211	inopinata	0.191803
II	6300001	2286.208333	inopinata	0.186832
II	6400001	2112.565217	inopinata	0.181861
II	6500001	2345.78125	inopinata	0.17689
II	6600001	2572.2	inopinata	0.171919
II	6700001	2951.9	inopinata	0.166948
II	6800001	3036.5	inopinata	0.161977
II	6900001	2552.909091	inopinata	0.157006
II	7000001	1584.434783	inopinata	0.152035
II	7100001	3344.571429	inopinata	0.147065
II	7200001	2344.592593	inopinata	0.142094
II	7300001	2537.304348	inopinata	0.137123
II	7400001	3305.15	inopinata	0.132152
II	7500001	2170	inopinata	0.127181
II	7600001	2654.380952	inopinata	0.12221
II	7700001	2328.68	inopinata	0.117239
II	7800001	2591.73913	inopinata	0.112268
II	7900001	3539.105263	inopinata	0.107297
II	8000001	5252.928571	inopinata	0.102326
II	8100001	2499.5	inopinata	0.0973553
II	8200001	3409.333333	inopinata	0.0923844
II	8300001	2907.692308	inopinata	0.0874135
II	8400001	3177.888889	inopinata	0.0824426
II	8500001	3361.071429	inopinata	0.0774717
II	8600001	3198.590909	inopinata	0.0725007
II	8700001	3449.052632	inopinata	0.0675298
II	8800001	6460.8	inopinata	0.0625589
II	8900001	2292.235294	inopinata	0.057588
II	9000001	2840.263158	inopinata	0.0526171
II	9100001	4907.363636	inopinata	0.0476461
II	9200001	3931.333333	inopinata	0.0426752
II	9300001	4641.705882	inopinata	0.0377043
II	9400001	3588.384615	inopinata	0.0327334
II	9500001	3322	inopinata	0.0277624
II	9600001	2239.555556	inopinata	0.0227915
II	9700001	3558.611111	inopinata	0.0178206
II	9800001	5379.714286	inopinata	0.0128497
II	9900001	2653.222222	inopinata	0.00787876
II	10000001	2133.52	inopinata	0.00290784
II	10100001	3408.954545	inopinata	0.00206308
II	10200001	2287.48	inopinata	0.007034
II	10300001	2975.55	inopinata	0.0120049
II	10400001	3091.733333	inopinata	0.0169758
II	10500001	3381.5	inopinata	0.0219468
II	10600001	2733.285714	inopinata	0.0269177
II	10700001	4039.75	inopinata	0.0318886
II	10800001	1920.551724	inopinata	0.0368595
II	10900001	3570.894737	inopinata	0.0418305
II	11000001	2143.310345	inopinata	0.0468014
II	11100001	1667.125	inopinata	0.0517723
II	11200001	1770.366667	inopinata	0.0567432
II	11300001	1979.424242	inopinata	0.0617141
II	11400001	2555.16	inopinata	0.0666851
II	11500001	2968	inopinata	0.071656
II	11600001	3139.75	inopinata	0.0766269
II	11700001	4395.941176	inopinata	0.0815978
II	11800001	1691.541667	inopinata	0.0865687
II	11900001	2698.809524	inopinata	0.0915397
II	12000001	3546.076923	inopinata	0.0965106
II	12100001	3655	inopinata	0.101482
II	12200001	4027.722222	inopinata	0.106452
II	12300001	2013.756757	inopinata	0.111423
II	12400001	3674.55	inopinata	0.116394
II	12500001	3036.173913	inopinata	0.121365
II	12600001	4358.4	inopinata	0.126336
II	12700001	4189.214286	inopinata	0.131307
II	12800001	4711.583333	inopinata	0.136278
II	12900001	5522	inopinata	0.141249
II	13000001	4480	inopinata	0.14622
II	13100001	3822.04	inopinata	0.151191
II	13200001	2970.823529	inopinata	0.156162
II	13300001	3217.411765	inopinata	0.161133
II	13400001	3672.454545	inopinata	0.166103
II	13500001	5094.214286	inopinata	0.171074
II	13600001	3917.705882	inopinata	0.176045
II	13700001	2282.583333	inopinata	0.181016
II	13800001	2296.1	inopinata	0.185987
II	13900001	2386.65	inopinata	0.190958
II	14000001	2911	inopinata	0.195929
II	14100001	2616.363636	inopinata	0.2009
II	14200001	3097.791667	inopinata	0.205871
II	14300001	2651.176471	inopinata	0.210842
II	14400001	3200.611111	inopinata	0.215813
II	14500001	2970.714286	inopinata	0.220784
II	14600001	3041.526316	inopinata	0.225755
II	14700001	2914.571429	inopinata	0.230725
II	14800001	3442.2	inopinata	0.235696
II	14900001	6055	inopinata	0.240667
II	15000001	3117.782609	inopinata	0.245638
II	15100001	4573.444444	inopinata	0.250609
II	15200001	2459	inopinata	0.25558
II	15300001	3733.842105	inopinata	0.260551
II	15400001	3472.5	inopinata	0.265522
II	15500001	3097.826087	inopinata	0.270493
II	15600001	3574.944444	inopinata	0.275464
II	15700001	2258.684211	inopinata	0.280435
II	15800001	2967.65	inopinata	0.285406
II	15900001	1821.565217	inopinata	0.290377
II	16000001	4404.444444	inopinata	0.295347
II	16100001	3465.866667	inopinata	0.300318
II	16200001	4261.5	inopinata	0.305289
II	16300001	4592	inopinata	0.31026
II	16400001	2875.85	inopinata	0.315231
II	16500001	3164.461538	inopinata	0.320202
II	16600001	5116.111111	inopinata	0.325173
II	16700001	4782.142857	inopinata	0.330144
II	16800001	4924.846154	inopinata	0.335115
II	16900001	4823.125	inopinata	0.340086
II	17000001	2853.642857	inopinata	0.345057
II	17100001	2966.307692	inopinata	0.350028
II	17200001	2769.875	inopinata	0.354998
II	17300001	4138.538462	inopinata	0.359969
II	17400001	4196.875	inopinata	0.36494
II	17500001	4673.933333	inopinata	0.369911
II	17600001	3241.789474	inopinata	0.374882
II	17700001	5268.285714	inopinata	0.379853
II	17800001	3633.538462	inopinata	0.384824
II	17900001	2466.928571	inopinata	0.389795
II	18000001	2393.4	inopinata	0.394766
II	18100001	3398.727273	inopinata	0.399737
II	18200001	3934.4	inopinata	0.404708
II	18300001	3460.166667	inopinata	0.409679
II	18400001	5022.2	inopinata	0.41465
II	18500001	4650.083333	inopinata	0.41962
II	18600001	4616.454545	inopinata	0.424591
II	18700001	3111.368421	inopinata	0.429562
II	18800001	3021.923077	inopinata	0.434533
II	18900001	3996.857143	inopinata	0.439504
II	19000001	4248.888889	inopinata	0.444475
II	19100001	2727.678571	inopinata	0.449446
II	19200001	3779.071429	inopinata	0.454417
II	19300001	2761.230769	inopinata	0.459388
II	19400001	2421.052632	inopinata	0.464359
II	19500001	4796.666667	inopinata	0.46933
II	19600001	4709.347826	inopinata	0.474301
II	19700001	4867.3125	inopinata	0.479272
II	19800001	4538.375	inopinata	0.484242
II	19900001	7068.133333	inopinata	0.489213
II	20000001	4945.727273	inopinata	0.494184
II	20100001	3308	inopinata	0.499155
III	1	4747.75	inopinata	0.5
III	100001	5409.642857	inopinata	0.494855
III	200001	3449.666667	inopinata	0.48971
III	300001	2810.733333	inopinata	0.484565
III	400001	2536.833333	inopinata	0.47942
III	500001	3465.3	inopinata	0.474275
III	600001	4260.928571	inopinata	0.46913
III	700001	5357.555556	inopinata	0.463985
III	800001	2324.304348	inopinata	0.45884
III	900001	2354.65	inopinata	0.453695
III	1000001	5099.153846	inopinata	0.44855
III	1100001	5479.125	inopinata	0.443405
III	1200001	3622.875	inopinata	0.43826
III	1300001	3615.04	inopinata	0.433115
III	1400001	2826.315789	inopinata	0.42797
III	1500001	2697.772727	inopinata	0.422825
III	1600001	4698.0625	inopinata	0.41768
III	1700001	4985.714286	inopinata	0.412536
III	1800001	3638.2	inopinata	0.407391
III	1900001	4537.9375	inopinata	0.402246
III	2000001	4138.166667	inopinata	0.397101
III	2100001	8523.714286	inopinata	0.391956
III	2200001	3331.833333	inopinata	0.386811
III	2300001	4004.631579	inopinata	0.381666
III	2400001	4771.4	inopinata	0.376521
III	2500001	5306.75	inopinata	0.371376
III	2600001	3153.5	inopinata	0.366231
III	2700001	6670.5	inopinata	0.361086
III	2800001	8942.5	inopinata	0.355941
III	2900001	3439.4	inopinata	0.350796
III	3000001	2100.1	inopinata	0.345651
III	3100001	4195.555556	inopinata	0.340506
III	3200001	2344.857143	inopinata	0.335361
III	3300001	2822.166667	inopinata	0.330216
III	3400001	3852.727273	inopinata	0.325071
III	3500001	3649.933333	inopinata	0.319926
III	3600001	4237.071429	inopinata	0.314781
III	3700001	5999.6875	inopinata	0.309636
III	3800001	3914.052632	inopinata	0.304491
III	3900001	2077.676471	inopinata	0.299346
III	4000001	2273.076923	inopinata	0.294201
III	4100001	3711.842105	inopinata	0.289056
III	4200001	2627.846154	inopinata	0.283911
III	4300001	3090.083333	inopinata	0.278766
III	4400001	4534.142857	inopinata	0.273621
III	4500001	3319.681818	inopinata	0.268476
III	4600001	3151.625	inopinata	0.263332
III	4700001	3738.666667	inopinata	0.258187
III	4800001	4191.947368	inopinata	0.253042
III	4900001	3998.277778	inopinata	0.247897
III	5000001	7416.666667	inopinata	0.242752
III	5100001	6069.625	inopinata	0.237607
III	5200001	2995.736842	inopinata	0.232462
III	5300001	3952.65	inopinata	0.227317
III	5400001	4486.266667	inopinata	0.222172
III	5500001	3139.875	inopinata	0.217027
III	5600001	5953.166667	inopinata	0.211882
III	5700001	3434.615385	inopinata	0.206737
III	5800001	2819.541667	inopinata	0.201592
III	5900001	4037.875	inopinata	0.196447
III	6000001	2528	inopinata	0.191302
III	6100001	4462.384615	inopinata	0.186157
III	6200001	2499.176471	inopinata	0.181012
III	6300001	3323.388889	inopinata	0.175867
III	6400001	3122.608696	inopinata	0.170722
III	6500001	3141.647059	inopinata	0.165577
III	6600001	2618.35	inopinata	0.160432
III	6700001	3206.125	inopinata	0.155287
III	6800001	3622.555556	inopinata	0.150142
III	6900001	3671.888889	inopinata	0.144997
III	7000001	2797.333333	inopinata	0.139852
III	7100001	2486.565217	inopinata	0.134707
III	7200001	4059.588235	inopinata	0.129562
III	7300001	3777.4	inopinata	0.124417
III	7400001	3217.777778	inopinata	0.119272
III	7500001	2272.230769	inopinata	0.114127
III	7600001	2824.533333	inopinata	0.108983
III	7700001	3426.409091	inopinata	0.103838
III	7800001	3649.352941	inopinata	0.0986926
III	7900001	2088.2	inopinata	0.0935476
III	8000001	2743.846154	inopinata	0.0884027
III	8100001	4597.272727	inopinata	0.0832577
III	8200001	3142.333333	inopinata	0.0781127
III	8300001	3640.3	inopinata	0.0729678
III	8400001	3512.35	inopinata	0.0678228
III	8500001	3990.944444	inopinata	0.0626778
III	8600001	1937.928571	inopinata	0.0575329
III	8700001	3865.222222	inopinata	0.0523879
III	8800001	5603.8	inopinata	0.0472429
III	8900001	5496.166667	inopinata	0.042098
III	9000001	3181.75	inopinata	0.036953
III	9100001	3113.086957	inopinata	0.031808
III	9200001	1720.205882	inopinata	0.0266631
III	9300001	1999.484848	inopinata	0.0215181
III	9400001	1983.193548	inopinata	0.0163731
