Chr	BP	gene_num	perc_N	species	norm_dist_center
II	14000001	14	28.183	elegans	0.416265
II	14100001	17	31.136	elegans	0.42281
II	14200001	17	34.029	elegans	0.429355
II	14300001	19	36.181	elegans	0.435899
II	14400001	13	17.472	elegans	0.442444
II	14500001	31	10.557	elegans	0.448989
II	14600001	14	12.369	elegans	0.455534
II	14700001	13	27.38	elegans	0.462078
II	14800001	14	31.095	elegans	0.468623
II	14900001	11	32.697	elegans	0.475168
II	15000001	14	37.475	elegans	0.481713
II	15100001	21	38.529	elegans	0.488257
II	15200001	5	30.706	elegans	0.494802
I	1	15	25.371	elegans	0.5
I	100001	17	19.601	elegans	0.493365
I	200001	12	45.115	elegans	0.486731
I	300001	16	23.118	elegans	0.480096
I	400001	12	28.946	elegans	0.473461
I	500001	19	31.889	elegans	0.466827
I	600001	17	40.991	elegans	0.460192
I	700001	12	39.852	elegans	0.453558
I	800001	8	30.415	elegans	0.446923
I	900001	10	38.376	elegans	0.440288
I	1000001	18	34.573	elegans	0.433654
I	1100001	10	48.045	elegans	0.427019
I	1200001	10	43.433	elegans	0.420384
I	1300001	13	46.4	elegans	0.41375
I	1400001	12	40.822	elegans	0.407115
I	1500001	6	51.151	elegans	0.400481
I	1600001	17	41.128	elegans	0.393846
I	1700001	14	38.577	elegans	0.387211
I	1800001	21	42.109	elegans	0.380577
I	1900001	10	51.068	elegans	0.373942
I	2000001	15	49.98	elegans	0.367307
I	2100001	6	44.252	elegans	0.360673
I	2200001	13	32.989	elegans	0.354038
I	2300001	19	34.953	elegans	0.347403
I	2400001	18	35.683	elegans	0.340769
I	2500001	15	32.655	elegans	0.334134
I	2600001	17	27.842	elegans	0.3275
I	2700001	20	26.807	elegans	0.320865
I	2800001	21	27.629	elegans	0.31423
I	2900001	16	37.994	elegans	0.307596
I	3000001	18	34.354	elegans	0.300961
I	3100001	19	35.41	elegans	0.294326
I	3200001	15	32.468	elegans	0.287692
I	3300001	13	29.654	elegans	0.281057
I	3400001	14	35.584	elegans	0.274423
I	3500001	12	30.961	elegans	0.267788
I	3600001	24	20.654	elegans	0.261153
I	3700001	23	20.776	elegans	0.254519
I	3800001	27	18.222	elegans	0.247884
I	3900001	25	15.501	elegans	0.241249
I	4000001	5	7.557	elegans	0.234615
I	4100001	32	15.908	elegans	0.22798
I	4200001	23	28.634	elegans	0.221346
I	4300001	14	10.569	elegans	0.214711
I	4400001	15	16.845	elegans	0.208076
I	4500001	26	23.684	elegans	0.201442
I	4600001	22	14.306	elegans	0.194807
I	4700001	24	16.979	elegans	0.188172
I	4800001	14	15.333	elegans	0.181538
I	4900001	25	10.499	elegans	0.174903
I	5000001	20	12.437	elegans	0.168269
I	5100001	28	10.81	elegans	0.161634
I	5200001	19	12.732	elegans	0.154999
I	5300001	23	10.978	elegans	0.148365
I	5400001	23	13.45	elegans	0.14173
I	5500001	22	11.06	elegans	0.135095
I	5600001	26	11.065	elegans	0.128461
I	5700001	17	11.338	elegans	0.121826
I	5800001	28	7.775	elegans	0.115191
I	5900001	19	16.056	elegans	0.108557
I	6000001	28	8.817	elegans	0.101922
I	6100001	28	7.59	elegans	0.0952876
I	6200001	29	8.386	elegans	0.088653
I	6300001	22	10.426	elegans	0.0820183
I	6400001	27	6.266	elegans	0.0753837
I	6500001	33	6.968	elegans	0.0687491
I	6600001	18	8.753	elegans	0.0621145
I	6700001	29	12.736	elegans	0.0554798
I	6800001	20	6.809	elegans	0.0488452
I	6900001	22	7.899	elegans	0.0422106
I	7000001	20	10.404	elegans	0.0355759
I	7100001	25	6.196	elegans	0.0289413
I	7200001	30	4.577	elegans	0.0223067
I	7300001	25	6.295	elegans	0.0156721
I	7400001	15	8.692	elegans	0.00903743
I	7500001	25	9.385	elegans	0.0024028
I	7600001	20	5.233	elegans	0.00423183
I	7700001	17	12.489	elegans	0.0108665
I	7800001	21	12.146	elegans	0.0175011
I	7900001	23	11.198	elegans	0.0241357
I	8000001	24	9.233	elegans	0.0307703
I	8100001	12	9.792	elegans	0.037405
I	8200001	23	11.29	elegans	0.0440396
I	8300001	18	13.329	elegans	0.0506742
I	8400001	28	12.848	elegans	0.0573089
I	8500001	21	13.178	elegans	0.0639435
I	8600001	33	14.054	elegans	0.0705781
I	8700001	24	9.066	elegans	0.0772127
I	8800001	25	8.529	elegans	0.0838474
I	8900001	26	4.183	elegans	0.090482
I	9000001	25	13.328	elegans	0.0971166
I	9100001	22	7.14	elegans	0.103751
I	9200001	15	12.227	elegans	0.110386
I	9300001	16	14.531	elegans	0.117021
I	9400001	29	12.066	elegans	0.123655
I	9500001	28	24.387	elegans	0.13029
I	9600001	35	13.897	elegans	0.136924
I	9700001	23	12.107	elegans	0.143559
I	9800001	15	13.235	elegans	0.150194
I	9900001	26	11.074	elegans	0.156828
I	10000001	17	12.045	elegans	0.163463
I	10100001	30	11.886	elegans	0.170098
I	10200001	10	13.305	elegans	0.176732
I	10300001	25	18.47	elegans	0.183367
I	10400001	23	18.027	elegans	0.190001
I	10500001	33	11.734	elegans	0.196636
I	10600001	30	15.41	elegans	0.203271
I	10700001	21	14.623	elegans	0.209905
I	10800001	28	12.927	elegans	0.21654
I	10900001	20	22.19	elegans	0.223175
I	11000001	12	23.952	elegans	0.229809
I	11100001	15	33.877	elegans	0.236444
I	11200001	32	25.599	elegans	0.243078
I	11300001	16	42.447	elegans	0.249713
I	11400001	24	37.286	elegans	0.256348
I	11500001	17	19.795	elegans	0.262982
I	11600001	24	22.186	elegans	0.269617
I	11700001	11	14.461	elegans	0.276252
I	11800001	16	27.745	elegans	0.282886
I	11900001	16	27.214	elegans	0.289521
I	12000001	19	26.986	elegans	0.296155
I	12100001	21	21.496	elegans	0.30279
I	12200001	29	14.656	elegans	0.309425
I	12300001	36	9.443	elegans	0.316059
I	12400001	31	23.696	elegans	0.322694
I	12500001	24	12.458	elegans	0.329329
I	12600001	23	21.347	elegans	0.335963
I	12700001	21	24.261	elegans	0.342598
I	12800001	15	25.223	elegans	0.349233
I	12900001	27	17.468	elegans	0.355867
I	13000001	15	25.459	elegans	0.362502
I	13100001	25	21.854	elegans	0.369136
I	13200001	24	20.045	elegans	0.375771
I	13300001	21	17.096	elegans	0.382406
I	13400001	16	23.685	elegans	0.38904
I	13500001	19	20.149	elegans	0.395675
I	13600001	16	27.504	elegans	0.40231
I	13700001	14	35.092	elegans	0.408944
I	13800001	18	25.691	elegans	0.415579
I	13900001	13	39.545	elegans	0.422213
I	14000001	26	28.822	elegans	0.428848
I	14100001	20	20.796	elegans	0.435483
I	14200001	20	32.821	elegans	0.442117
I	14300001	14	37.117	elegans	0.448752
I	14400001	15	29.4	elegans	0.455387
I	14500001	5	37.018	elegans	0.462021
I	14600001	13	26.927	elegans	0.468656
I	14700001	30	23.834	elegans	0.47529
I	14800001	14	22.651	elegans	0.481925
I	14900001	11	20.964	elegans	0.48856
I	15000001	15	14.849	elegans	0.495194
IV	1	15	20.338	elegans	0.5
IV	100001	17	23.292	elegans	0.494284
IV	200001	24	24.133	elegans	0.488567
IV	300001	19	20.242	elegans	0.482851
IV	400001	15	27.154	elegans	0.477135
IV	500001	16	26.734	elegans	0.471418
IV	600001	19	18.171	elegans	0.465702
IV	700001	18	30.091	elegans	0.459986
IV	800001	18	29.401	elegans	0.45427
IV	900001	14	41.571	elegans	0.448553
IV	1000001	17	31.987	elegans	0.442837
IV	1100001	17	33.354	elegans	0.437121
IV	1200001	23	30.732	elegans	0.431404
IV	1300001	9	33.979	elegans	0.425688
IV	1400001	15	34.18	elegans	0.419972
IV	1500001	17	33.287	elegans	0.414255
IV	1600001	17	31.34	elegans	0.408539
IV	1700001	16	38.963	elegans	0.402823
IV	1800001	7	29.573	elegans	0.397107
IV	1900001	15	40.046	elegans	0.39139
IV	2000001	9	38.117	elegans	0.385674
IV	2100001	16	37.25	elegans	0.379958
IV	2200001	9	31.863	elegans	0.374241
IV	2300001	15	48.305	elegans	0.368525
IV	2400001	13	30.875	elegans	0.362809
IV	2500001	12	34.85	elegans	0.357092
IV	2600001	16	33.842	elegans	0.351376
IV	2700001	18	36.497	elegans	0.34566
IV	2800001	26	30.001	elegans	0.339944
IV	2900001	11	37.665	elegans	0.334227
IV	3000001	13	28.541	elegans	0.328511
IV	3100001	6	37.752	elegans	0.322795
IV	3200001	13	33.348	elegans	0.317078
IV	3300001	23	30.556	elegans	0.311362
IV	3400001	25	27.344	elegans	0.305646
IV	3500001	19	24.433	elegans	0.299929
IV	3600001	16	21.78	elegans	0.294213
IV	3700001	17	18.416	elegans	0.288497
IV	3800001	21	12.823	elegans	0.282781
IV	3900001	35	24.389	elegans	0.277064
IV	4000001	18	18.595	elegans	0.271348
IV	4100001	32	39.016	elegans	0.265632
IV	4200001	25	17.233	elegans	0.259915
IV	4300001	17	20.908	elegans	0.254199
IV	4400001	24	17.727	elegans	0.248483
IV	4500001	19	19.059	elegans	0.242766
IV	4600001	22	14.527	elegans	0.23705
IV	4700001	27	25.579	elegans	0.231334
IV	4800001	23	10.184	elegans	0.225617
IV	4900001	27	13.716	elegans	0.219901
IV	5000001	25	8.041	elegans	0.214185
IV	5100001	17	8.962	elegans	0.208469
IV	5200001	29	8.801	elegans	0.202752
IV	5300001	31	11.462	elegans	0.197036
IV	5400001	20	16.417	elegans	0.19132
IV	5500001	8	10.1	elegans	0.185603
IV	5600001	22	10.98	elegans	0.179887
IV	5700001	12	11.384	elegans	0.174171
IV	5800001	20	7.735	elegans	0.168454
IV	5900001	10	5.502	elegans	0.162738
IV	6000001	12	9.2	elegans	0.157022
IV	6100001	9	9.027	elegans	0.151306
IV	6200001	33	7.779	elegans	0.145589
IV	6300001	21	26.722	elegans	0.139873
IV	6400001	19	10	elegans	0.134157
IV	6500001	27	9.172	elegans	0.12844
IV	6600001	16	8.133	elegans	0.122724
IV	6700001	12	11.079	elegans	0.117008
IV	6800001	18	12.329	elegans	0.111291
IV	6900001	21	11.081	elegans	0.105575
IV	7000001	23	9.459	elegans	0.0998589
IV	7100001	33	8.312	elegans	0.0941426
IV	7200001	25	8.763	elegans	0.0884263
IV	7300001	15	8.92	elegans	0.08271
IV	7400001	26	6.281	elegans	0.0769937
IV	7500001	27	9.659	elegans	0.0712774
IV	7600001	14	10.02	elegans	0.0655611
IV	7700001	33	6.678	elegans	0.0598448
IV	7800001	18	10.287	elegans	0.0541285
IV	7900001	29	10.85	elegans	0.0484122
IV	8000001	12	11.801	elegans	0.0426959
IV	8100001	26	8.286	elegans	0.0369796
IV	8200001	24	11.387	elegans	0.0312633
IV	8300001	36	8.339	elegans	0.0255469
IV	8400001	23	21.418	elegans	0.0198306
IV	8500001	17	15.099	elegans	0.0141143
IV	8600001	28	9.692	elegans	0.00839805
IV	8700001	30	6.343	elegans	0.00268175
IV	8800001	26	5.146	elegans	0.00303456
IV	8900001	21	11.867	elegans	0.00875086
IV	9000001	23	22.332	elegans	0.0144672
IV	9100001	18	7.074	elegans	0.0201835
IV	9200001	20	12.848	elegans	0.0258998
IV	9300001	31	9.55	elegans	0.0316161
IV	9400001	22	10.924	elegans	0.0373324
IV	9500001	22	14.678	elegans	0.0430487
IV	9600001	24	7.294	elegans	0.048765
IV	9700001	27	9.087	elegans	0.0544813
IV	9800001	34	11.062	elegans	0.0601976
IV	9900001	21	3.76	elegans	0.0659139
IV	10000001	37	8.016	elegans	0.0716302
IV	10100001	30	6.51	elegans	0.0773465
IV	10200001	29	7.853	elegans	0.0830628
IV	10300001	20	8.74	elegans	0.0887791
IV	10400001	20	7.156	elegans	0.0944954
IV	10500001	20	7.487	elegans	0.100212
IV	10600001	27	4.435	elegans	0.105928
IV	10700001	25	5.704	elegans	0.111644
IV	10800001	26	8.572	elegans	0.117361
IV	10900001	23	11.482	elegans	0.123077
IV	11000001	28	13.7	elegans	0.128793
IV	11100001	32	17.365	elegans	0.134509
IV	11200001	21	12.144	elegans	0.140226
IV	11300001	30	13.918	elegans	0.145942
IV	11400001	21	13.912	elegans	0.151658
IV	11500001	17	9.048	elegans	0.157375
IV	11600001	31	10.355	elegans	0.163091
IV	11700001	18	6.887	elegans	0.168807
IV	11800001	22	13.972	elegans	0.174524
IV	11900001	21	5.315	elegans	0.18024
IV	12000001	27	13.002	elegans	0.185956
IV	12100001	18	11.355	elegans	0.191672
IV	12200001	27	16.306	elegans	0.197389
IV	12300001	22	15.809	elegans	0.203105
IV	12400001	27	11.291	elegans	0.208821
IV	12500001	22	12.196	elegans	0.214538
IV	12600001	11	17.326	elegans	0.220254
IV	12700001	19	15.404	elegans	0.22597
IV	12800001	18	15.142	elegans	0.231687
IV	12900001	33	11	elegans	0.237403
IV	13000001	25	10.124	elegans	0.243119
IV	13100001	22	19.584	elegans	0.248836
IV	13200001	20	30.932	elegans	0.254552
IV	13300001	29	24.289	elegans	0.260268
IV	13400001	20	36.749	elegans	0.265984
IV	13500001	20	27.151	elegans	0.271701
IV	13600001	23	11.178	elegans	0.277417
IV	13700001	16	16.786	elegans	0.283133
IV	13800001	12	23.99	elegans	0.28885
IV	13900001	8	22.261	elegans	0.294566
IV	14000001	13	13.822	elegans	0.300282
IV	14100001	19	17.731	elegans	0.305999
IV	14200001	10	15.628	elegans	0.311715
IV	14300001	12	11.488	elegans	0.317431
IV	14400001	13	14.108	elegans	0.323147
IV	14500001	19	8.93	elegans	0.328864
IV	14600001	10	8.153	elegans	0.33458
IV	14700001	26	15.842	elegans	0.340296
IV	14800001	13	8.28	elegans	0.346013
IV	14900001	12	8.166	elegans	0.351729
IV	15000001	14	24.308	elegans	0.357445
IV	15100001	18	19.085	elegans	0.363162
IV	15200001	12	11.333	elegans	0.368878
IV	15300001	11	13.557	elegans	0.374594
IV	15400001	8	18.074	elegans	0.38031
IV	15500001	10	22.865	elegans	0.386027
IV	15600001	10	13.212	elegans	0.391743
IV	15700001	3	19.441	elegans	0.397459
IV	15800001	9	11.103	elegans	0.403176
IV	15900001	15	9.467	elegans	0.408892
IV	16000001	2	11.785	elegans	0.414608
IV	16100001	5	13.261	elegans	0.420325
IV	16200001	17	18.994	elegans	0.426041
IV	16300001	18	21.772	elegans	0.431757
IV	16400001	8	26.175	elegans	0.437473
IV	16500001	7	21.004	elegans	0.44319
IV	16600001	10	20.187	elegans	0.448906
IV	16700001	10	20.394	elegans	0.454622
IV	16800001	14	25.789	elegans	0.460339
IV	16900001	15	19.139	elegans	0.466055
IV	17000001	19	17.724	elegans	0.471771
IV	17100001	18	21.677	elegans	0.477488
IV	17200001	21	6.271	elegans	0.483204
IV	17300001	31	11.046	elegans	0.48892
IV	17400001	24	8.006	elegans	0.494636
V	1	10	33.151	elegans	0.5
V	100001	15	24.398	elegans	0.495221
V	200001	18	28.732	elegans	0.490442
V	300001	17	25.253	elegans	0.485662
V	400001	33	17.444	elegans	0.480883
V	500001	30	17.047	elegans	0.476104
V	600001	38	18.718	elegans	0.471325
V	700001	27	35.08	elegans	0.466546
V	800001	30	22.959	elegans	0.461767
V	900001	10	41.873	elegans	0.456988
V	1000001	14	31.094	elegans	0.452208
V	1100001	14	43.046	elegans	0.447429
V	1200001	13	39.517	elegans	0.44265
V	1300001	8	36.008	elegans	0.437871
V	1400001	23	28.981	elegans	0.433092
V	1500001	18	22.476	elegans	0.428313
V	1600001	28	23.742	elegans	0.423533
V	1700001	25	30.575	elegans	0.418754
V	1800001	18	39.571	elegans	0.413975
V	1900001	19	28.667	elegans	0.409196
V	2000001	25	27.973	elegans	0.404417
V	2100001	32	28.147	elegans	0.399638
V	2200001	36	24.996	elegans	0.394858
V	2300001	23	31.418	elegans	0.390079
V	2400001	22	41.609	elegans	0.3853
V	2500001	25	39.051	elegans	0.380521
V	2600001	18	45.641	elegans	0.375742
V	2700001	27	22.043	elegans	0.370963
V	2800001	31	21.358	elegans	0.366183
V	2900001	30	17.672	elegans	0.361404
V	3000001	23	25.834	elegans	0.356625
V	3100001	34	16.276	elegans	0.351846
V	3200001	31	24.271	elegans	0.347067
V	3300001	27	21.008	elegans	0.342288
V	3400001	24	26.772	elegans	0.337509
V	3500001	36	25.632	elegans	0.332729
V	3600001	20	28.377	elegans	0.32795
V	3700001	17	35.08	elegans	0.323171
V	3800001	25	14.485	elegans	0.318392
V	3900001	32	20.663	elegans	0.313613
V	4000001	22	23.172	elegans	0.308834
V	4100001	28	29.239	elegans	0.304054
V	4200001	21	34.24	elegans	0.299275
V	4300001	25	37.099	elegans	0.294496
V	4400001	25	26.331	elegans	0.289717
V	4500001	10	33.066	elegans	0.284938
V	4600001	25	29.343	elegans	0.280159
V	4700001	26	26.753	elegans	0.275379
V	4800001	27	18.982	elegans	0.2706
V	4900001	31	11.665	elegans	0.265821
V	5000001	25	18.311	elegans	0.261042
V	5100001	28	29.628	elegans	0.256263
V	5200001	17	23.187	elegans	0.251484
V	5300001	20	15.542	elegans	0.246704
V	5400001	22	18.76	elegans	0.241925
V	5500001	23	19.418	elegans	0.237146
V	5600001	21	23.659	elegans	0.232367
V	5700001	25	12.115	elegans	0.227588
V	5800001	17	7.443	elegans	0.222809
V	5900001	23	10.049	elegans	0.21803
V	6000001	19	33.294	elegans	0.21325
V	6100001	9	4.654	elegans	0.208471
V	6200001	17	9.395	elegans	0.203692
V	6300001	13	6.943	elegans	0.198913
V	6400001	20	9.726	elegans	0.194134
V	6500001	30	14.028	elegans	0.189355
V	6600001	21	9.051	elegans	0.184575
V	6700001	25	9.776	elegans	0.179796
V	6800001	22	3.968	elegans	0.175017
V	6900001	20	12.497	elegans	0.170238
V	7000001	29	8.093	elegans	0.165459
V	7100001	26	5.716	elegans	0.16068
V	7200001	29	10.446	elegans	0.1559
V	7300001	37	10.087	elegans	0.151121
V	7400001	39	7.13	elegans	0.146342
V	7500001	33	10.464	elegans	0.141563
V	7600001	33	8.465	elegans	0.136784
V	7700001	28	10.792	elegans	0.132005
V	7800001	27	4.926	elegans	0.127225
V	7900001	21	17.129	elegans	0.122446
V	8000001	33	7.494	elegans	0.117667
V	8100001	23	6.092	elegans	0.112888
V	8200001	29	3.512	elegans	0.108109
V	8300001	24	21.491	elegans	0.10333
V	8400001	15	27.148	elegans	0.0985505
V	8500001	27	9.382	elegans	0.0937714
V	8600001	27	8.989	elegans	0.0889922
V	8700001	22	7.325	elegans	0.084213
V	8800001	29	36.694	elegans	0.0794339
V	8900001	22	6.761	elegans	0.0746547
V	9000001	35	9.52	elegans	0.0698756
V	9100001	30	3.118	elegans	0.0650964
V	9200001	19	6.144	elegans	0.0603173
V	9300001	26	4.828	elegans	0.0555381
V	9400001	16	17.228	elegans	0.0507589
V	9500001	27	8.208	elegans	0.0459798
V	9600001	25	8.554	elegans	0.0412006
V	9700001	31	10.825	elegans	0.0364215
V	9800001	21	6.254	elegans	0.0316423
V	9900001	29	9.124	elegans	0.0268631
V	10000001	23	5.472	elegans	0.022084
V	10100001	29	13.882	elegans	0.0173048
V	10200001	41	8.135	elegans	0.0125257
V	10300001	28	10.443	elegans	0.00774649
V	10400001	28	8.164	elegans	0.00296733
V	10500001	32	6.036	elegans	0.00181183
V	10600001	17	7.79	elegans	0.00659099
V	10700001	25	10.046	elegans	0.0113701
V	10800001	21	5.505	elegans	0.0161493
V	10900001	31	4.518	elegans	0.0209285
V	11000001	29	4.517	elegans	0.0257076
V	11100001	26	9.834	elegans	0.0304868
V	11200001	29	6.339	elegans	0.0352659
V	11300001	26	9.769	elegans	0.0400451
V	11400001	27	3.831	elegans	0.0448243
V	11500001	28	7.006	elegans	0.0496034
V	11600001	21	7.292	elegans	0.0543826
V	11700001	21	4.613	elegans	0.0591617
V	11800001	22	7.513	elegans	0.0639409
V	11900001	20	6.395	elegans	0.0687201
V	12000001	26	8.576	elegans	0.0734992
V	12100001	29	5.728	elegans	0.0782784
V	12200001	22	5.311	elegans	0.0830575
V	12300001	23	10.538	elegans	0.0878367
V	12400001	31	5.594	elegans	0.0926159
V	12500001	22	5.934	elegans	0.097395
V	12600001	24	7.286	elegans	0.102174
V	12700001	37	6.017	elegans	0.106953
V	12800001	21	6.179	elegans	0.111733
V	12900001	33	10.104	elegans	0.116512
V	13000001	20	12.551	elegans	0.121291
V	13100001	16	10.365	elegans	0.12607
V	13200001	11	6.975	elegans	0.130849
V	13300001	25	4.554	elegans	0.135628
V	13400001	31	11.725	elegans	0.140407
V	13500001	25	11.936	elegans	0.145187
V	13600001	21	13.743	elegans	0.149966
V	13700001	26	7.024	elegans	0.154745
V	13800001	33	6.19	elegans	0.159524
V	13900001	34	8.104	elegans	0.164303
V	14000001	29	29.48	elegans	0.169082
V	14100001	21	13.283	elegans	0.173862
V	14200001	29	14.201	elegans	0.178641
V	14300001	31	12.906	elegans	0.18342
V	14400001	30	7.074	elegans	0.188199
V	14500001	22	6.484	elegans	0.192978
V	14600001	22	9.221	elegans	0.197757
V	14700001	22	26.598	elegans	0.202537
V	14800001	26	10.661	elegans	0.207316
V	14900001	23	15.402	elegans	0.212095
V	15000001	38	9.822	elegans	0.216874
V	15100001	33	12.583	elegans	0.221653
V	15200001	38	4.88	elegans	0.226432
V	15300001	35	14.091	elegans	0.231211
V	15400001	31	15.803	elegans	0.235991
V	15500001	21	25.298	elegans	0.24077
V	15600001	26	21.59	elegans	0.245549
V	15700001	36	8.663	elegans	0.250328
V	15800001	36	25.603	elegans	0.255107
V	15900001	35	14.327	elegans	0.259886
V	16000001	35	11.865	elegans	0.264666
V	16100001	37	11.768	elegans	0.269445
V	16200001	36	12.573	elegans	0.274224
V	16300001	25	21.782	elegans	0.279003
V	16400001	34	15.915	elegans	0.283782
V	16500001	25	24.442	elegans	0.288561
V	16600001	38	18.808	elegans	0.293341
V	16700001	19	15.527	elegans	0.29812
V	16800001	34	17.29	elegans	0.302899
V	16900001	24	22.724	elegans	0.307678
V	17000001	31	19.436	elegans	0.312457
V	17100001	19	40.723	elegans	0.317236
V	17200001	24	22.386	elegans	0.322016
V	17300001	18	17.168	elegans	0.326795
V	17400001	21	30.334	elegans	0.331574
V	17500001	17	31.35	elegans	0.336353
V	17600001	28	36.418	elegans	0.341132
V	17700001	24	31.293	elegans	0.345911
V	17800001	20	40.702	elegans	0.35069
V	17900001	12	41.542	elegans	0.35547
V	18000001	15	36.699	elegans	0.360249
V	18100001	28	33.604	elegans	0.365028
V	18200001	20	33.072	elegans	0.369807
V	18300001	23	29.399	elegans	0.374586
V	18400001	23	50.49	elegans	0.379365
V	18500001	14	43.831	elegans	0.384145
V	18600001	14	34.729	elegans	0.388924
V	18700001	28	40.615	elegans	0.393703
V	18800001	15	39.632	elegans	0.398482
V	18900001	16	25.301	elegans	0.403261
V	19000001	15	21.611	elegans	0.40804
V	19100001	15	25.929	elegans	0.41282
V	19200001	23	37.556	elegans	0.417599
V	19300001	21	43.391	elegans	0.422378
V	19400001	33	18.161	elegans	0.427157
V	19500001	8	34.652	elegans	0.431936
V	19600001	16	37.863	elegans	0.436715
V	19700001	26	32.628	elegans	0.441495
V	19800001	13	44.425	elegans	0.446274
V	19900001	20	46.43	elegans	0.451053
V	20000001	12	33.502	elegans	0.455832
V	20100001	19	37.509	elegans	0.460611
V	20200001	17	34.625	elegans	0.46539
V	20300001	19	31.908	elegans	0.470169
V	20400001	16	31.734	elegans	0.474949
V	20500001	32	27.3	elegans	0.479728
V	20600001	25	14.547	elegans	0.484507
V	20700001	17	21.059	elegans	0.489286
V	20800001	22	22.89	elegans	0.494065
V	20900001	4	8.571	elegans	0.498844
X	1	5	44.651	elegans	0.5
X	100001	15	41.643	elegans	0.494356
X	200001	14	40.043	elegans	0.488713
X	300001	16	32.995	elegans	0.483069
X	400001	12	22.805	elegans	0.477425
X	500001	15	22.698	elegans	0.471782
X	600001	15	14.024	elegans	0.466138
X	700001	14	9.278	elegans	0.460494
X	800001	18	10.625	elegans	0.454851
X	900001	19	12.195	elegans	0.449207
X	1000001	16	14.144	elegans	0.443563
X	1100001	16	9.725	elegans	0.437919
X	1200001	11	19.815	elegans	0.432276
X	1300001	19	25.749	elegans	0.426632
X	1400001	27	19.865	elegans	0.420988
X	1500001	9	20.471	elegans	0.415345
X	1600001	15	32.902	elegans	0.409701
X	1700001	17	45.142	elegans	0.404057
X	1800001	18	21.666	elegans	0.398414
X	1900001	19	32.863	elegans	0.39277
X	2000001	17	34.428	elegans	0.387126
X	2100001	16	20.14	elegans	0.381483
X	2200001	16	16.454	elegans	0.375839
X	2300001	14	19.945	elegans	0.370195
X	2400001	19	23.741	elegans	0.364552
X	2500001	17	21.095	elegans	0.358908
X	2600001	11	30.689	elegans	0.353264
X	2700001	4	25.249	elegans	0.347621
X	2800001	17	31.043	elegans	0.341977
X	2900001	11	31.613	elegans	0.336333
X	3000001	17	18.486	elegans	0.33069
X	3100001	16	11.648	elegans	0.325046
X	3200001	21	7.416	elegans	0.319402
X	3300001	17	14.174	elegans	0.313759
X	3400001	19	8.098	elegans	0.308115
X	3500001	13	9.006	elegans	0.302471
X	3600001	21	11.05	elegans	0.296828
X	3700001	20	21.818	elegans	0.291184
X	3800001	11	8.725	elegans	0.28554
X	3900001	15	12.407	elegans	0.279897
X	4000001	7	37.958	elegans	0.274253
X	4100001	19	11.465	elegans	0.268609
X	4200001	23	15.649	elegans	0.262965
X	4300001	22	9.446	elegans	0.257322
X	4400001	14	12.262	elegans	0.251678
X	4500001	18	10.526	elegans	0.246034
X	4600001	15	6.461	elegans	0.240391
X	4700001	16	11.469	elegans	0.234747
X	4800001	12	7.66	elegans	0.229103
X	4900001	12	8.644	elegans	0.22346
X	5000001	19	22.338	elegans	0.217816
X	5100001	18	7.28	elegans	0.212172
X	5200001	17	17.048	elegans	0.206529
X	5300001	20	8.84	elegans	0.200885
X	5400001	16	10.777	elegans	0.195241
X	5500001	12	8.556	elegans	0.189598
X	5600001	14	11.589	elegans	0.183954
X	5700001	14	11.967	elegans	0.17831
X	5800001	13	7.148	elegans	0.172667
X	5900001	17	14.158	elegans	0.167023
X	6000001	19	10.686	elegans	0.161379
X	6100001	22	8.846	elegans	0.155736
X	6200001	17	9.721	elegans	0.150092
X	6300001	23	8.82	elegans	0.144448
X	6400001	26	8.594	elegans	0.138805
X	6500001	14	8.603	elegans	0.133161
X	6600001	18	12.522	elegans	0.127517
X	6700001	16	7.093	elegans	0.121874
X	6800001	23	13.155	elegans	0.11623
X	6900001	16	10.05	elegans	0.110586
X	7000001	13	18.488	elegans	0.104942
X	7100001	16	12.052	elegans	0.0992988
X	7200001	15	5.065	elegans	0.0936551
X	7300001	21	26.037	elegans	0.0880115
X	7400001	20	8.779	elegans	0.0823678
X	7500001	22	6.056	elegans	0.0767241
X	7600001	15	7.413	elegans	0.0710804
X	7700001	17	10.055	elegans	0.0654368
X	7800001	14	9.411	elegans	0.0597931
X	7900001	13	10.089	elegans	0.0541494
X	8000001	16	11.486	elegans	0.0485057
X	8100001	19	13.278	elegans	0.042862
X	8200001	19	5.956	elegans	0.0372184
X	8300001	18	9.505	elegans	0.0315747
X	8400001	17	9.022	elegans	0.025931
X	8500001	23	6.9	elegans	0.0202873
X	8600001	13	9.637	elegans	0.0146437
X	8700001	23	10.941	elegans	0.00899997
X	8800001	19	13.464	elegans	0.0033563
X	8900001	11	8.236	elegans	0.00228738
X	9000001	14	12.767	elegans	0.00793106
X	9100001	18	21.724	elegans	0.0135747
X	9200001	18	12.427	elegans	0.0192184
X	9300001	13	6.14	elegans	0.0248621
X	9400001	13	6.954	elegans	0.0305058
X	9500001	14	4.817	elegans	0.0361494
X	9600001	14	9.363	elegans	0.0417931
X	9700001	14	2.835	elegans	0.0474368
X	9800001	22	4.641	elegans	0.0530805
X	9900001	16	7.918	elegans	0.0587242
X	10000001	19	3.465	elegans	0.0643678
X	10100001	17	5.43	elegans	0.0700115
X	10200001	13	6.976	elegans	0.0756552
X	10300001	18	15.363	elegans	0.0812989
