Chr	BP	num_rep_bp	species	norm_dist_center
II	9450001	0	elegans	0.118479
II	9460001	113	elegans	0.119133
II	9470001	353	elegans	0.119788
II	9480001	318	elegans	0.120442
II	9490001	241	elegans	0.121097
II	9500001	0	elegans	0.121751
II	9510001	173	elegans	0.122406
II	9520001	707	elegans	0.12306
II	9530001	3014	elegans	0.123715
II	9540001	0	elegans	0.124369
II	9550001	162	elegans	0.125024
II	9560001	2925	elegans	0.125678
II	9570001	414	elegans	0.126333
II	9580001	153	elegans	0.126987
II	9590001	67	elegans	0.127642
II	9600001	490	elegans	0.128296
II	9610001	681	elegans	0.128951
II	9620001	321	elegans	0.129605
II	9630001	3441	elegans	0.13026
II	9640001	745	elegans	0.130914
II	9650001	425	elegans	0.131568
II	9660001	346	elegans	0.132223
II	9670001	1960	elegans	0.132877
II	9680001	1921	elegans	0.133532
II	9690001	1496	elegans	0.134186
II	9700001	865	elegans	0.134841
II	9710001	597	elegans	0.135495
II	9720001	354	elegans	0.13615
II	9730001	712	elegans	0.136804
II	9740001	569	elegans	0.137459
II	9750001	851	elegans	0.138113
II	9760001	147	elegans	0.138768
II	9770001	322	elegans	0.139422
II	9780001	506	elegans	0.140077
II	9790001	0	elegans	0.140731
II	9800001	28	elegans	0.141386
II	9810001	0	elegans	0.14204
II	9820001	561	elegans	0.142695
II	9830001	0	elegans	0.143349
II	9840001	484	elegans	0.144003
II	9850001	52	elegans	0.144658
II	9860001	311	elegans	0.145312
II	9870001	70	elegans	0.145967
II	9880001	711	elegans	0.146621
II	9890001	403	elegans	0.147276
II	9900001	73	elegans	0.14793
II	9910001	622	elegans	0.148585
II	9920001	2733	elegans	0.149239
II	9930001	648	elegans	0.149894
II	9940001	580	elegans	0.150548
II	9950001	291	elegans	0.151203
II	9960001	860	elegans	0.151857
II	9970001	460	elegans	0.152512
II	9980001	1170	elegans	0.153166
II	9990001	211	elegans	0.153821
II	10000001	358	elegans	0.154475
II	10010001	576	elegans	0.15513
II	10020001	2827	elegans	0.155784
II	10030001	1732	elegans	0.156439
II	10040001	907	elegans	0.157093
II	10050001	0	elegans	0.157747
II	10060001	74	elegans	0.158402
II	10070001	131	elegans	0.159056
II	10080001	296	elegans	0.159711
II	10090001	819	elegans	0.160365
II	10100001	566	elegans	0.16102
II	10110001	99	elegans	0.161674
II	10120001	667	elegans	0.162329
II	10130001	933	elegans	0.162983
II	10140001	335	elegans	0.163638
II	10150001	135	elegans	0.164292
II	10160001	691	elegans	0.164947
II	10170001	302	elegans	0.165601
II	10180001	352	elegans	0.166256
II	10190001	746	elegans	0.16691
II	10200001	1652	elegans	0.167565
II	10210001	0	elegans	0.168219
II	10220001	477	elegans	0.168874
II	10230001	1600	elegans	0.169528
II	10240001	734	elegans	0.170182
II	10250001	1258	elegans	0.170837
II	10260001	1871	elegans	0.171491
II	10270001	183	elegans	0.172146
II	10280001	149	elegans	0.1728
II	10290001	634	elegans	0.173455
II	10300001	572	elegans	0.174109
II	10310001	124	elegans	0.174764
II	10320001	532	elegans	0.175418
II	10330001	3474	elegans	0.176073
II	10340001	1896	elegans	0.176727
II	10350001	514	elegans	0.177382
II	10360001	820	elegans	0.178036
II	10370001	653	elegans	0.178691
II	10380001	703	elegans	0.179345
II	10390001	1201	elegans	0.18
II	10400001	96	elegans	0.180654
II	10410001	1159	elegans	0.181309
II	10420001	292	elegans	0.181963
II	10430001	266	elegans	0.182618
II	10440001	652	elegans	0.183272
II	10450001	897	elegans	0.183926
II	10460001	681	elegans	0.184581
II	10470001	0	elegans	0.185235
II	10480001	185	elegans	0.18589
II	10490001	756	elegans	0.186544
II	10500001	222	elegans	0.187199
II	10510001	402	elegans	0.187853
II	10520001	732	elegans	0.188508
II	10530001	1303	elegans	0.189162
II	10540001	815	elegans	0.189817
II	10550001	1092	elegans	0.190471
II	10560001	582	elegans	0.191126
II	10570001	411	elegans	0.19178
II	10580001	1448	elegans	0.192435
II	10590001	1652	elegans	0.193089
II	10600001	1473	elegans	0.193744
II	10610001	1411	elegans	0.194398
II	10620001	253	elegans	0.195053
II	10630001	1097	elegans	0.195707
II	10640001	210	elegans	0.196361
II	10650001	1378	elegans	0.197016
II	10660001	1308	elegans	0.19767
II	10670001	351	elegans	0.198325
II	10680001	271	elegans	0.198979
II	10690001	585	elegans	0.199634
II	10700001	490	elegans	0.200288
II	10710001	1596	elegans	0.200943
II	10720001	290	elegans	0.201597
II	10730001	318	elegans	0.202252
II	10740001	1248	elegans	0.202906
II	10750001	1034	elegans	0.203561
II	10760001	1169	elegans	0.204215
II	10770001	2231	elegans	0.20487
II	10780001	1474	elegans	0.205524
II	10790001	1661	elegans	0.206179
II	10800001	1016	elegans	0.206833
II	10810001	1538	elegans	0.207488
II	10820001	1176	elegans	0.208142
II	10830001	3494	elegans	0.208797
II	10840001	2052	elegans	0.209451
II	10850001	1843	elegans	0.210105
II	10860001	1334	elegans	0.21076
II	10870001	1400	elegans	0.211414
II	10880001	2004	elegans	0.212069
II	10890001	0	elegans	0.212723
II	10900001	244	elegans	0.213378
II	10910001	949	elegans	0.214032
II	10920001	1017	elegans	0.214687
II	10930001	73	elegans	0.215341
II	10940001	792	elegans	0.215996
II	10950001	839	elegans	0.21665
II	10960001	272	elegans	0.217305
II	10970001	221	elegans	0.217959
II	10980001	542	elegans	0.218614
II	10990001	1596	elegans	0.219268
II	11000001	658	elegans	0.219923
II	11010001	837	elegans	0.220577
II	11020001	919	elegans	0.221232
II	11030001	990	elegans	0.221886
II	11040001	1401	elegans	0.22254
II	11050001	1006	elegans	0.223195
II	11060001	439	elegans	0.223849
II	11070001	513	elegans	0.224504
II	11080001	1314	elegans	0.225158
II	11090001	1138	elegans	0.225813
II	11100001	924	elegans	0.226467
II	11110001	1263	elegans	0.227122
II	11120001	3113	elegans	0.227776
II	11130001	1971	elegans	0.228431
II	11140001	696	elegans	0.229085
II	11150001	183	elegans	0.22974
II	11160001	1864	elegans	0.230394
II	11170001	1981	elegans	0.231049
II	11180001	799	elegans	0.231703
II	11190001	2223	elegans	0.232358
II	11200001	196	elegans	0.233012
II	11210001	142	elegans	0.233667
II	11220001	1577	elegans	0.234321
II	11230001	1133	elegans	0.234976
II	11240001	420	elegans	0.23563
II	11250001	136	elegans	0.236284
II	11260001	416	elegans	0.236939
II	11270001	544	elegans	0.237593
II	11280001	762	elegans	0.238248
II	11290001	622	elegans	0.238902
II	11300001	389	elegans	0.239557
II	11310001	180	elegans	0.240211
II	11320001	260	elegans	0.240866
II	11330001	1624	elegans	0.24152
II	11340001	716	elegans	0.242175
II	11350001	1079	elegans	0.242829
II	11360001	361	elegans	0.243484
II	11370001	686	elegans	0.244138
II	11380001	433	elegans	0.244793
II	11390001	445	elegans	0.245447
II	11400001	812	elegans	0.246102
II	11410001	889	elegans	0.246756
II	11420001	0	elegans	0.247411
II	11430001	34	elegans	0.248065
II	11440001	1480	elegans	0.248719
II	11450001	1994	elegans	0.249374
II	11460001	615	elegans	0.250028
II	11470001	781	elegans	0.250683
II	11480001	1703	elegans	0.251337
II	11490001	1230	elegans	0.251992
II	11500001	2606	elegans	0.252646
II	11510001	2556	elegans	0.253301
II	11520001	3175	elegans	0.253955
II	11530001	2047	elegans	0.25461
II	11540001	1424	elegans	0.255264
II	11550001	9264	elegans	0.255919
II	11560001	784	elegans	0.256573
II	11570001	802	elegans	0.257228
II	11580001	1551	elegans	0.257882
II	11590001	375	elegans	0.258537
II	11600001	1204	elegans	0.259191
II	11610001	712	elegans	0.259846
II	11620001	320	elegans	0.2605
II	11630001	737	elegans	0.261155
II	11640001	794	elegans	0.261809
II	11650001	868	elegans	0.262463
II	11660001	695	elegans	0.263118
II	11670001	343	elegans	0.263772
II	11680001	877	elegans	0.264427
II	11690001	485	elegans	0.265081
II	11700001	1210	elegans	0.265736
II	11710001	466	elegans	0.26639
II	11720001	1330	elegans	0.267045
II	11730001	1190	elegans	0.267699
II	11740001	1532	elegans	0.268354
II	11750001	416	elegans	0.269008
II	11760001	428	elegans	0.269663
II	11770001	604	elegans	0.270317
II	11780001	1015	elegans	0.270972
II	11790001	101	elegans	0.271626
II	11800001	861	elegans	0.272281
II	11810001	310	elegans	0.272935
II	11820001	3504	elegans	0.27359
II	11830001	522	elegans	0.274244
II	11840001	973	elegans	0.274898
II	11850001	2215	elegans	0.275553
II	11860001	1057	elegans	0.276207
II	11870001	248	elegans	0.276862
II	11880001	1626	elegans	0.277516
II	11890001	1535	elegans	0.278171
II	11900001	1939	elegans	0.278825
II	11910001	1262	elegans	0.27948
II	11920001	2421	elegans	0.280134
II	11930001	2382	elegans	0.280789
II	11940001	1584	elegans	0.281443
II	11950001	2581	elegans	0.282098
II	11960001	169	elegans	0.282752
II	11970001	1699	elegans	0.283407
II	11980001	3349	elegans	0.284061
II	11990001	3695	elegans	0.284716
II	12000001	1704	elegans	0.28537
II	12010001	1402	elegans	0.286025
II	12020001	1669	elegans	0.286679
II	12030001	3010	elegans	0.287334
II	12040001	1159	elegans	0.287988
II	12050001	1793	elegans	0.288642
II	12060001	2054	elegans	0.289297
II	12070001	973	elegans	0.289951
II	12080001	1789	elegans	0.290606
II	12090001	3219	elegans	0.29126
II	12100001	1382	elegans	0.291915
II	12110001	2082	elegans	0.292569
II	12120001	3748	elegans	0.293224
II	12130001	1988	elegans	0.293878
II	12140001	2638	elegans	0.294533
II	12150001	76	elegans	0.295187
II	12160001	3523	elegans	0.295842
II	12170001	3421	elegans	0.296496
II	12180001	2568	elegans	0.297151
II	12190001	5407	elegans	0.297805
II	12200001	4935	elegans	0.29846
II	12210001	1693	elegans	0.299114
II	12220001	1621	elegans	0.299769
II	12230001	2881	elegans	0.300423
II	12240001	2911	elegans	0.301077
II	12250001	2659	elegans	0.301732
II	12260001	2944	elegans	0.302386
II	12270001	1664	elegans	0.303041
II	12280001	3639	elegans	0.303695
II	12290001	2446	elegans	0.30435
II	12300001	2617	elegans	0.305004
II	12310001	4130	elegans	0.305659
II	12320001	2522	elegans	0.306313
II	12330001	1506	elegans	0.306968
II	12340001	1620	elegans	0.307622
II	12350001	2137	elegans	0.308277
II	12360001	2819	elegans	0.308931
II	12370001	1972	elegans	0.309586
II	12380001	1251	elegans	0.31024
II	12390001	1466	elegans	0.310895
II	12400001	2636	elegans	0.311549
II	12410001	2056	elegans	0.312204
II	12420001	435	elegans	0.312858
II	12430001	2122	elegans	0.313513
II	12440001	2109	elegans	0.314167
II	12450001	1099	elegans	0.314821
II	12460001	1211	elegans	0.315476
II	12470001	650	elegans	0.31613
II	12480001	1355	elegans	0.316785
II	12490001	909	elegans	0.317439
II	12500001	1016	elegans	0.318094
II	12510001	364	elegans	0.318748
II	12520001	1688	elegans	0.319403
II	12530001	991	elegans	0.320057
II	12540001	1313	elegans	0.320712
II	12550001	897	elegans	0.321366
II	12560001	438	elegans	0.322021
II	12570001	1128	elegans	0.322675
II	12580001	2984	elegans	0.32333
II	12590001	2431	elegans	0.323984
II	12600001	1554	elegans	0.324639
II	12610001	1745	elegans	0.325293
II	12620001	1120	elegans	0.325948
II	12630001	1654	elegans	0.326602
II	12640001	3110	elegans	0.327256
II	12650001	3776	elegans	0.327911
II	12660001	1924	elegans	0.328565
II	12670001	3251	elegans	0.32922
II	12680001	3480	elegans	0.329874
II	12690001	3189	elegans	0.330529
II	12700001	3467	elegans	0.331183
II	12710001	4050	elegans	0.331838
II	12720001	3273	elegans	0.332492
II	12730001	1383	elegans	0.333147
II	12740001	2604	elegans	0.333801
II	12750001	2763	elegans	0.334456
II	12760001	2863	elegans	0.33511
II	12770001	4661	elegans	0.335765
II	12780001	3165	elegans	0.336419
II	12790001	2799	elegans	0.337074
II	12800001	3409	elegans	0.337728
II	12810001	2754	elegans	0.338383
II	12820001	4000	elegans	0.339037
II	12830001	510	elegans	0.339692
II	12840001	3803	elegans	0.340346
II	12850001	2675	elegans	0.341
II	12860001	887	elegans	0.341655
II	12870001	4801	elegans	0.342309
II	12880001	2791	elegans	0.342964
II	12890001	1679	elegans	0.343618
II	12900001	3024	elegans	0.344273
II	12910001	3503	elegans	0.344927
II	12920001	1742	elegans	0.345582
II	12930001	1671	elegans	0.346236
II	12940001	1661	elegans	0.346891
II	12950001	2955	elegans	0.347545
II	12960001	1934	elegans	0.3482
II	12970001	4717	elegans	0.348854
II	12980001	774	elegans	0.349509
II	12990001	486	elegans	0.350163
II	13000001	2791	elegans	0.350818
II	13010001	3185	elegans	0.351472
II	13020001	2929	elegans	0.352127
II	13030001	2754	elegans	0.352781
II	13040001	7388	elegans	0.353435
II	13050001	2614	elegans	0.35409
II	13060001	1023	elegans	0.354744
II	13070001	1513	elegans	0.355399
II	13080001	1143	elegans	0.356053
II	13090001	2719	elegans	0.356708
II	13100001	3204	elegans	0.357362
II	13110001	2686	elegans	0.358017
II	13120001	6681	elegans	0.358671
II	13130001	2069	elegans	0.359326
II	13140001	5613	elegans	0.35998
II	13150001	3081	elegans	0.360635
II	13160001	3416	elegans	0.361289
II	13170001	3282	elegans	0.361944
II	13180001	1973	elegans	0.362598
II	13190001	4454	elegans	0.363253
II	13200001	2097	elegans	0.363907
II	13210001	793	elegans	0.364562
II	13220001	3771	elegans	0.365216
II	13230001	3224	elegans	0.365871
II	13240001	2905	elegans	0.366525
II	13250001	473	elegans	0.367179
II	13260001	4068	elegans	0.367834
II	13270001	1961	elegans	0.368488
II	13280001	1514	elegans	0.369143
II	13290001	2284	elegans	0.369797
II	13300001	1911	elegans	0.370452
II	13310001	4927	elegans	0.371106
II	13320001	1990	elegans	0.371761
II	13330001	4063	elegans	0.372415
II	13340001	3784	elegans	0.37307
II	13350001	3799	elegans	0.373724
II	13360001	1302	elegans	0.374379
II	13370001	1568	elegans	0.375033
II	13380001	6138	elegans	0.375688
II	13390001	5316	elegans	0.376342
II	13400001	1231	elegans	0.376997
II	13410001	3980	elegans	0.377651
II	13420001	5695	elegans	0.378306
II	13430001	4953	elegans	0.37896
II	13440001	2517	elegans	0.379614
II	13450001	3595	elegans	0.380269
II	13460001	3006	elegans	0.380923
II	13470001	2055	elegans	0.381578
II	13480001	4456	elegans	0.382232
II	13490001	2648	elegans	0.382887
II	13500001	1674	elegans	0.383541
II	13510001	2123	elegans	0.384196
II	13520001	2896	elegans	0.38485
II	13530001	2642	elegans	0.385505
II	13540001	1553	elegans	0.386159
II	13550001	3925	elegans	0.386814
II	13560001	198	elegans	0.387468
II	13570001	1309	elegans	0.388123
II	13580001	4096	elegans	0.388777
II	13590001	3788	elegans	0.389432
II	13600001	3179	elegans	0.390086
II	13610001	2749	elegans	0.390741
II	13620001	3218	elegans	0.391395
II	13630001	4129	elegans	0.39205
II	13640001	3431	elegans	0.392704
II	13650001	3836	elegans	0.393358
II	13660001	2676	elegans	0.394013
II	13670001	3145	elegans	0.394667
II	13680001	2093	elegans	0.395322
II	13690001	1800	elegans	0.395976
II	13700001	1695	elegans	0.396631
II	13710001	3444	elegans	0.397285
II	13720001	3308	elegans	0.39794
II	13730001	3737	elegans	0.398594
II	13740001	5402	elegans	0.399249
II	13750001	4564	elegans	0.399903
II	13760001	3525	elegans	0.400558
II	13770001	2279	elegans	0.401212
II	13780001	1351	elegans	0.401867
II	13790001	2439	elegans	0.402521
II	13800001	3068	elegans	0.403176
II	13810001	836	elegans	0.40383
II	13820001	446	elegans	0.404485
II	13830001	3062	elegans	0.405139
II	13840001	3516	elegans	0.405793
II	13850001	3441	elegans	0.406448
II	13860001	5146	elegans	0.407102
II	13870001	1717	elegans	0.407757
II	13880001	2845	elegans	0.408411
II	13890001	1495	elegans	0.409066
II	13900001	2811	elegans	0.40972
II	13910001	1614	elegans	0.410375
II	13920001	2171	elegans	0.411029
II	13930001	2047	elegans	0.411684
II	13940001	2557	elegans	0.412338
II	13950001	1552	elegans	0.412993
II	13960001	2316	elegans	0.413647
II	13970001	3453	elegans	0.414302
II	13980001	1254	elegans	0.414956
II	13990001	1897	elegans	0.415611
II	14000001	822	elegans	0.416265
II	14010001	876	elegans	0.41692
II	14020001	6789	elegans	0.417574
II	14030001	1345	elegans	0.418229
II	14040001	1761	elegans	0.418883
II	14050001	4027	elegans	0.419537
II	14060001	2355	elegans	0.420192
II	14070001	3328	elegans	0.420846
II	14080001	2383	elegans	0.421501
II	14090001	2201	elegans	0.422155
II	14100001	1765	elegans	0.42281
II	14110001	929	elegans	0.423464
II	14120001	2562	elegans	0.424119
II	14130001	2004	elegans	0.424773
II	14140001	2312	elegans	0.425428
II	14150001	1143	elegans	0.426082
II	14160001	3670	elegans	0.426737
II	14170001	3846	elegans	0.427391
II	14180001	4216	elegans	0.428046
II	14190001	3766	elegans	0.4287
II	14200001	3071	elegans	0.429355
II	14210001	2128	elegans	0.430009
II	14220001	2586	elegans	0.430664
II	14230001	4486	elegans	0.431318
II	14240001	2643	elegans	0.431972
II	14250001	2797	elegans	0.432627
II	14260001	3588	elegans	0.433281
II	14270001	5586	elegans	0.433936
II	14280001	3263	elegans	0.43459
II	14290001	1752	elegans	0.435245
II	14300001	3742	elegans	0.435899
II	14310001	4606	elegans	0.436554
II	14320001	7287	elegans	0.437208
II	14330001	7991	elegans	0.437863
II	14340001	1355	elegans	0.438517
II	14350001	693	elegans	0.439172
II	14360001	165	elegans	0.439826
II	14370001	1415	elegans	0.440481
II	14380001	960	elegans	0.441135
II	14390001	1332	elegans	0.44179
II	14400001	1840	elegans	0.442444
II	14410001	2156	elegans	0.443099
II	14420001	98	elegans	0.443753
II	14430001	1027	elegans	0.444408
II	14440001	2422	elegans	0.445062
II	14450001	2164	elegans	0.445716
II	14460001	984	elegans	0.446371
II	14470001	1833	elegans	0.447025
II	14480001	2167	elegans	0.44768
II	14490001	1440	elegans	0.448334
II	14500001	960	elegans	0.448989
II	14510001	957	elegans	0.449643
II	14520001	1026	elegans	0.450298
II	14530001	1761	elegans	0.450952
II	14540001	673	elegans	0.451607
II	14550001	1232	elegans	0.452261
II	14560001	2691	elegans	0.452916
II	14570001	213	elegans	0.45357
II	14580001	0	elegans	0.454225
II	14590001	750	elegans	0.454879
II	14600001	477	elegans	0.455534
II	14610001	1310	elegans	0.456188
II	14620001	474	elegans	0.456843
II	14630001	585	elegans	0.457497
II	14640001	45	elegans	0.458151
II	14650001	665	elegans	0.458806
II	14660001	325	elegans	0.45946
II	14670001	630	elegans	0.460115
II	14680001	3163	elegans	0.460769
II	14690001	4335	elegans	0.461424
II	14700001	939	elegans	0.462078
II	14710001	1237	elegans	0.462733
II	14720001	1457	elegans	0.463387
II	14730001	2432	elegans	0.464042
II	14740001	3151	elegans	0.464696
II	14750001	3660	elegans	0.465351
II	14760001	6197	elegans	0.466005
II	14770001	1390	elegans	0.46666
II	14780001	1487	elegans	0.467314
II	14790001	620	elegans	0.467969
II	14800001	4123	elegans	0.468623
II	14810001	1763	elegans	0.469278
II	14820001	2292	elegans	0.469932
II	14830001	4066	elegans	0.470587
II	14840001	2055	elegans	0.471241
II	14850001	2022	elegans	0.471895
II	14860001	1531	elegans	0.47255
II	14870001	6549	elegans	0.473204
II	14880001	3138	elegans	0.473859
II	14890001	2167	elegans	0.474513
II	14900001	1491	elegans	0.475168
II	14910001	2499	elegans	0.475822
II	14920001	1264	elegans	0.476477
II	14930001	1361	elegans	0.477131
II	14940001	559	elegans	0.477786
II	14950001	2095	elegans	0.47844
II	14960001	1971	elegans	0.479095
II	14970001	1544	elegans	0.479749
II	14980001	266	elegans	0.480404
II	14990001	5197	elegans	0.481058
II	15000001	3100	elegans	0.481713
II	15010001	2822	elegans	0.482367
II	15020001	1299	elegans	0.483022
II	15030001	1478	elegans	0.483676
II	15040001	4861	elegans	0.48433
II	15050001	5214	elegans	0.484985
II	15060001	3071	elegans	0.485639
II	15070001	4515	elegans	0.486294
II	15080001	3751	elegans	0.486948
II	15090001	4084	elegans	0.487603
II	15100001	4002	elegans	0.488257
II	15110001	4752	elegans	0.488912
II	15120001	3411	elegans	0.489566
II	15130001	3972	elegans	0.490221
II	15140001	4640	elegans	0.490875
II	15150001	1914	elegans	0.49153
II	15160001	2232	elegans	0.492184
II	15170001	1760	elegans	0.492839
II	15180001	4870	elegans	0.493493
II	15190001	2873	elegans	0.494148
II	15200001	2910	elegans	0.494802
II	15210001	4978	elegans	0.495457
II	15220001	3894	elegans	0.496111
II	15230001	3428	elegans	0.496766
II	15240001	4055	elegans	0.49742
II	15250001	2818	elegans	0.498074
II	15260001	922	elegans	0.498729
II	15270001	2051	elegans	0.499383
III	1	2657	elegans	0.5
III	10001	533	elegans	0.499274
III	20001	1168	elegans	0.498549
III	30001	3104	elegans	0.497823
III	40001	1308	elegans	0.497098
III	50001	4552	elegans	0.496372
III	60001	2108	elegans	0.495647
III	70001	6079	elegans	0.494922
III	80001	4377	elegans	0.494196
III	90001	3068	elegans	0.493471
III	100001	2477	elegans	0.492745
III	110001	4109	elegans	0.49202
III	120001	2585	elegans	0.491294
III	130001	1027	elegans	0.490569
III	140001	242	elegans	0.489843
III	150001	2290	elegans	0.489118
III	160001	1563	elegans	0.488392
III	170001	1319	elegans	0.487667
III	180001	811	elegans	0.486941
III	190001	709	elegans	0.486216
III	200001	3501	elegans	0.48549
III	210001	3118	elegans	0.484765
III	220001	1126	elegans	0.484039
III	230001	3536	elegans	0.483314
III	240001	5785	elegans	0.482588
III	250001	4841	elegans	0.481863
III	260001	6471	elegans	0.481137
III	270001	6322	elegans	0.480412
III	280001	5704	elegans	0.479686
III	290001	3783	elegans	0.478961
III	300001	4946	elegans	0.478235
III	310001	3262	elegans	0.47751
III	320001	8964	elegans	0.476784
III	330001	3531	elegans	0.476059
III	340001	658	elegans	0.475333
III	350001	2689	elegans	0.474608
III	360001	2590	elegans	0.473882
III	370001	4141	elegans	0.473157
III	380001	3345	elegans	0.472431
III	390001	4444	elegans	0.471706
III	400001	3601	elegans	0.47098
III	410001	3825	elegans	0.470255
III	420001	4834	elegans	0.469529
III	430001	1561	elegans	0.468804
III	440001	1773	elegans	0.468078
III	450001	4042	elegans	0.467353
III	460001	2670	elegans	0.466627
III	470001	1393	elegans	0.465902
III	480001	1559	elegans	0.465176
III	490001	668	elegans	0.464451
III	500001	1428	elegans	0.463725
III	510001	1205	elegans	0.463
III	520001	1253	elegans	0.462274
III	530001	1948	elegans	0.461549
III	540001	2218	elegans	0.460824
III	550001	2549	elegans	0.460098
III	560001	2600	elegans	0.459373
III	570001	1231	elegans	0.458647
III	580001	3507	elegans	0.457922
III	590001	2957	elegans	0.457196
III	600001	901	elegans	0.456471
III	610001	1064	elegans	0.455745
III	620001	1973	elegans	0.45502
III	630001	1719	elegans	0.454294
III	640001	447	elegans	0.453569
III	650001	1618	elegans	0.452843
III	660001	1993	elegans	0.452118
III	670001	1881	elegans	0.451392
III	680001	3685	elegans	0.450667
III	690001	1279	elegans	0.449941
III	700001	4643	elegans	0.449216
III	710001	2541	elegans	0.44849
III	720001	1168	elegans	0.447765
III	730001	1035	elegans	0.447039
III	740001	1826	elegans	0.446314
III	750001	2199	elegans	0.445588
III	760001	1315	elegans	0.444863
III	770001	610	elegans	0.444137
III	780001	895	elegans	0.443412
III	790001	1880	elegans	0.442686
III	800001	1113	elegans	0.441961
III	810001	1999	elegans	0.441235
III	820001	3034	elegans	0.44051
III	830001	864	elegans	0.439784
III	840001	1083	elegans	0.439059
III	850001	1458	elegans	0.438333
III	860001	2506	elegans	0.437608
III	870001	2009	elegans	0.436882
III	880001	1001	elegans	0.436157
III	890001	1211	elegans	0.435431
III	900001	1147	elegans	0.434706
III	910001	1555	elegans	0.43398
III	920001	2930	elegans	0.433255
III	930001	4036	elegans	0.432529
III	940001	3301	elegans	0.431804
III	950001	3465	elegans	0.431078
III	960001	2460	elegans	0.430353
III	970001	1262	elegans	0.429627
III	980001	3733	elegans	0.428902
III	990001	4679	elegans	0.428176
III	1000001	4067	elegans	0.427451
III	1010001	3351	elegans	0.426726
III	1020001	2005	elegans	0.426
III	1030001	3236	elegans	0.425275
III	1040001	2414	elegans	0.424549
III	1050001	4271	elegans	0.423824
III	1060001	4918	elegans	0.423098
III	1070001	5418	elegans	0.422373
III	1080001	5195	elegans	0.421647
III	1090001	5030	elegans	0.420922
III	1100001	4515	elegans	0.420196
III	1110001	5613	elegans	0.419471
III	1120001	5409	elegans	0.418745
III	1130001	4613	elegans	0.41802
III	1140001	5352	elegans	0.417294
III	1150001	4530	elegans	0.416569
III	1160001	1626	elegans	0.415843
III	1170001	505	elegans	0.415118
III	1180001	6289	elegans	0.414392
III	1190001	6525	elegans	0.413667
III	1200001	2633	elegans	0.412941
III	1210001	2734	elegans	0.412216
III	1220001	301	elegans	0.41149
III	1230001	3523	elegans	0.410765
III	1240001	5774	elegans	0.410039
III	1250001	1945	elegans	0.409314
III	1260001	3948	elegans	0.408588
III	1270001	5724	elegans	0.407863
III	1280001	4442	elegans	0.407137
III	1290001	4062	elegans	0.406412
III	1300001	4744	elegans	0.405686
III	1310001	5209	elegans	0.404961
III	1320001	4497	elegans	0.404235
III	1330001	5917	elegans	0.40351
III	1340001	3836	elegans	0.402784
III	1350001	3348	elegans	0.402059
III	1360001	260	elegans	0.401333
III	1370001	4571	elegans	0.400608
III	1380001	1875	elegans	0.399882
III	1390001	1726	elegans	0.399157
III	1400001	2490	elegans	0.398431
III	1410001	3221	elegans	0.397706
III	1420001	4226	elegans	0.39698
III	1430001	2248	elegans	0.396255
III	1440001	1457	elegans	0.395529
III	1450001	1966	elegans	0.394804
III	1460001	4249	elegans	0.394078
III	1470001	5459	elegans	0.393353
III	1480001	6765	elegans	0.392628
III	1490001	4400	elegans	0.391902
III	1500001	5715	elegans	0.391177
III	1510001	5496	elegans	0.390451
III	1520001	4209	elegans	0.389726
III	1530001	4292	elegans	0.389
III	1540001	5900	elegans	0.388275
III	1550001	4384	elegans	0.387549
III	1560001	7027	elegans	0.386824
III	1570001	4992	elegans	0.386098
III	1580001	5442	elegans	0.385373
III	1590001	3744	elegans	0.384647
III	1600001	3126	elegans	0.383922
III	1610001	3513	elegans	0.383196
III	1620001	3867	elegans	0.382471
III	1630001	2288	elegans	0.381745
III	1640001	4181	elegans	0.38102
III	1650001	4136	elegans	0.380294
III	1660001	3339	elegans	0.379569
III	1670001	2222	elegans	0.378843
III	1680001	1549	elegans	0.378118
III	1690001	3895	elegans	0.377392
III	1700001	5414	elegans	0.376667
III	1710001	1654	elegans	0.375941
III	1720001	4170	elegans	0.375216
III	1730001	2459	elegans	0.37449
III	1740001	3091	elegans	0.373765
III	1750001	4071	elegans	0.373039
III	1760001	3603	elegans	0.372314
III	1770001	3377	elegans	0.371588
III	1780001	4660	elegans	0.370863
III	1790001	3618	elegans	0.370137
III	1800001	2024	elegans	0.369412
III	1810001	3850	elegans	0.368686
III	1820001	5636	elegans	0.367961
III	1830001	6196	elegans	0.367235
III	1840001	4241	elegans	0.36651
III	1850001	3108	elegans	0.365784
III	1860001	5701	elegans	0.365059
III	1870001	5466	elegans	0.364333
III	1880001	1586	elegans	0.363608
III	1890001	5459	elegans	0.362882
III	1900001	5971	elegans	0.362157
III	1910001	3539	elegans	0.361431
III	1920001	2700	elegans	0.360706
III	1930001	6008	elegans	0.359981
III	1940001	5632	elegans	0.359255
III	1950001	3835	elegans	0.35853
III	1960001	3058	elegans	0.357804
III	1970001	772	elegans	0.357079
III	1980001	2612	elegans	0.356353
III	1990001	4397	elegans	0.355628
III	2000001	3186	elegans	0.354902
III	2010001	2979	elegans	0.354177
III	2020001	4695	elegans	0.353451
III	2030001	3127	elegans	0.352726
III	2040001	3565	elegans	0.352
III	2050001	1402	elegans	0.351275
III	2060001	4555	elegans	0.350549
III	2070001	4167	elegans	0.349824
III	2080001	5561	elegans	0.349098
III	2090001	5066	elegans	0.348373
III	2100001	4932	elegans	0.347647
