Chr	BP	element_length	species
X	14280001	73.22222222	briggsae
X	14290001	273.625	briggsae
X	14300001	242.5714286	briggsae
X	14310001	94.28571429	briggsae
X	14320001	180.2142857	briggsae
X	14330001	143.9	briggsae
X	14340001	139.6	briggsae
X	14350001	193.0833333	briggsae
X	14360001	181.5714286	briggsae
X	14370001	165.25	briggsae
X	14380001	161.6	briggsae
X	14390001	139.6666667	briggsae
X	14400001	124.4285714	briggsae
X	14410001	140	briggsae
X	14420001	271.125	briggsae
X	14430001	77.33333333	briggsae
X	14440001	179.7142857	briggsae
X	14450001	97.25	briggsae
X	14460001	59.6	briggsae
X	14470001	171.4444444	briggsae
X	14480001	121.1666667	briggsae
X	14490001	125.2857143	briggsae
X	14500001	114.2	briggsae
X	14510001	127.8333333	briggsae
X	14520001	249.6923077	briggsae
X	14530001	112.8571429	briggsae
X	14540001	158.3809524	briggsae
X	14550001	197.6363636	briggsae
X	14560001	340.4	briggsae
X	14570001	119.75	briggsae
X	14580001	282.0909091	briggsae
X	14590001	231.5555556	briggsae
X	14600001	134.3529412	briggsae
X	14610001	156.1764706	briggsae
X	14620001	191.0833333	briggsae
X	14630001	184.5882353	briggsae
X	14640001	79.66666667	briggsae
X	14650001	125.9583333	briggsae
X	14660001	229.1428571	briggsae
X	14670001	218	briggsae
X	14680001	182.5	briggsae
X	14690001	241.8	briggsae
X	14700001	166	briggsae
X	14710001	324.6666667	briggsae
X	14720001	168.4444444	briggsae
X	14730001	195.3846154	briggsae
X	14740001	275	briggsae
X	14750001	122.7058824	briggsae
X	14760001	131.6521739	briggsae
X	14770001	98.4	briggsae
X	14780001	113.1538462	briggsae
X	14790001	117.4285714	briggsae
X	14800001	112.3	briggsae
X	14810001	238.3	briggsae
X	14820001	197.7692308	briggsae
X	14830001	119.3333333	briggsae
X	14840001	161	briggsae
X	14850001	188.875	briggsae
X	14860001	244	briggsae
X	14870001	111.6	briggsae
X	14880001	118.9166667	briggsae
X	14890001	153.3076923	briggsae
X	14900001	428.5	briggsae
X	14910001	52.2	briggsae
X	14920001	180.2727273	briggsae
X	14930001	188.7931034	briggsae
X	14940001	236.1875	briggsae
X	14950001	198.6	briggsae
X	14960001	211.2727273	briggsae
X	14970001	135.3529412	briggsae
X	14980001	218.8181818	briggsae
X	14990001	155.5652174	briggsae
X	15000001	155.2	briggsae
X	15010001	166.8333333	briggsae
X	15020001	176.2	briggsae
X	15030001	212.2857143	briggsae
X	15040001	287.4	briggsae
X	15050001	199.8	briggsae
X	15060001	252.9166667	briggsae
X	15070001	343.9090909	briggsae
X	15080001	301	briggsae
X	15090001	160.52	briggsae
X	15100001	128.8571429	briggsae
X	15110001	113.8333333	briggsae
X	15120001	232.1333333	briggsae
X	15130001	163.8	briggsae
X	15140001	144.9230769	briggsae
X	15150001	77.27777778	briggsae
X	15160001	185.9	briggsae
X	15170001	188.8275862	briggsae
X	15180001	245.8947368	briggsae
X	15190001	416.1	briggsae
X	15200001	99.88888889	briggsae
X	15210001	105.0416667	briggsae
X	15220001	163.2857143	briggsae
X	15230001	494.1111111	briggsae
X	15240001	405.125	briggsae
X	15250001	263.0588235	briggsae
X	15260001	166.84	briggsae
X	15270001	186.35	briggsae
X	15280001	168.8181818	briggsae
X	15290001	209.8	briggsae
X	15300001	194.5625	briggsae
X	15310001	330.1666667	briggsae
X	15320001	200.7222222	briggsae
X	15330001	134.3157895	briggsae
X	15340001	136.1764706	briggsae
X	15350001	232.8	briggsae
X	15360001	200.8666667	briggsae
X	15370001	36.5	briggsae
X	15380001	171.875	briggsae
X	15390001	133.1764706	briggsae
X	15400001	124	briggsae
X	15410001	220.1176471	briggsae
X	15420001	35	briggsae
X	15430001	239	briggsae
X	15440001	151.4545455	briggsae
X	15450001	443.8	briggsae
X	15460001	933	briggsae
X	15470001	178.8125	briggsae
X	15480001	153.0833333	briggsae
X	15490001	421.625	briggsae
X	15500001	381.2222222	briggsae
X	15510001	244.5555556	briggsae
X	15520001	200.1666667	briggsae
X	15530001	141.6923077	briggsae
X	15540001	226.4444444	briggsae
X	15550001	102.6666667	briggsae
X	15560001	255.1666667	briggsae
X	15570001	208	briggsae
X	15580001	122.8333333	briggsae
X	15590001	121.5882353	briggsae
X	15600001	248.25	briggsae
X	15610001	141.1818182	briggsae
X	15620001	535.6666667	briggsae
X	15630001	447	briggsae
X	15640001	237.8636364	briggsae
X	15650001	118.8125	briggsae
X	15660001	260.5	briggsae
X	15670001	172.25	briggsae
X	15680001	138.75	briggsae
X	15690001	139.7857143	briggsae
X	15700001	147.7894737	briggsae
X	15710001	178.5	briggsae
X	15720001	431.25	briggsae
X	15730001	183.3913043	briggsae
X	15740001	219.375	briggsae
X	15750001	118.5	briggsae
X	15760001	257.047619	briggsae
X	15770001	186.8333333	briggsae
X	15780001	196.05	briggsae
X	15790001	158.3076923	briggsae
X	15800001	186.9285714	briggsae
X	15810001	137.9090909	briggsae
X	15820001	282.1538462	briggsae
X	15830001	206.88	briggsae
X	15840001	367.9	briggsae
X	15850001	538.1538462	briggsae
X	15860001	358.6470588	briggsae
X	15870001	80.375	briggsae
X	15880001	144.3076923	briggsae
X	15890001	231.0666667	briggsae
X	15900001	163.2666667	briggsae
X	15910001	156.1	briggsae
X	15920001	312.4166667	briggsae
X	15930001	222.3846154	briggsae
X	15940001	124.2352941	briggsae
X	15950001	150.1176471	briggsae
X	15960001	451.3333333	briggsae
X	15970001	109.8	briggsae
X	15980001	176.5	briggsae
X	15990001	133.2105263	briggsae
X	16000001	179.9	briggsae
X	16010001	153.6428571	briggsae
X	16020001	164	briggsae
X	16030001	157	briggsae
X	16040001	214	briggsae
X	16050001	105.2173913	briggsae
X	16060001	124.6	briggsae
X	16070001	65.14285714	briggsae
X	16080001	134.1578947	briggsae
X	16090001	106.5	briggsae
X	16100001	253.1666667	briggsae
X	16130001	117.137931	briggsae
X	16140001	1243.444444	briggsae
X	16150001	1935.25	briggsae
X	16160001	251.5333333	briggsae
X	16170001	269.75	briggsae
X	16180001	164.7083333	briggsae
X	16190001	99.31428571	briggsae
X	16200001	164.24	briggsae
X	16210001	200.0588235	briggsae
X	16220001	245.8571429	briggsae
X	16230001	192.2142857	briggsae
X	16240001	467.4166667	briggsae
X	16250001	286.2222222	briggsae
X	16260001	129.7727273	briggsae
X	16270001	153.25	briggsae
X	16280001	176.4	briggsae
X	16290001	203.8333333	briggsae
X	16300001	190.5625	briggsae
X	16310001	319.5	briggsae
X	16320001	197.8	briggsae
X	16330001	188.3157895	briggsae
X	16340001	100.8888889	briggsae
X	16350001	246.8	briggsae
X	16360001	218.6875	briggsae
X	16370001	816.1	briggsae
X	16380001	790.375	briggsae
X	16390001	133.1538462	briggsae
X	16400001	133.8	briggsae
X	16410001	145.2857143	briggsae
X	16420001	149.76	briggsae
X	16430001	197.1052632	briggsae
X	16440001	178.7894737	briggsae
X	16450001	134.5	briggsae
X	16460001	174.5263158	briggsae
X	16470001	271	briggsae
X	16480001	184.0714286	briggsae
X	16490001	314.5	briggsae
X	16500001	100.5294118	briggsae
X	16510001	241.9	briggsae
X	16520001	233.125	briggsae
X	16530001	154	briggsae
X	16540001	275.9166667	briggsae
X	16550001	110.56	briggsae
X	16560001	111.5	briggsae
X	16570001	125.9473684	briggsae
X	16580001	169.6666667	briggsae
X	16590001	240.6818182	briggsae
X	16600001	139.9473684	briggsae
X	16610001	105.875	briggsae
X	16620001	198.8	briggsae
X	16630001	163.6315789	briggsae
X	16640001	145.0909091	briggsae
X	16650001	142.1	briggsae
X	16660001	119.5	briggsae
X	16670001	151	briggsae
X	16680001	250.7777778	briggsae
X	16690001	85.64285714	briggsae
X	16700001	106.6	briggsae
X	16710001	288	briggsae
X	16720001	174.7058824	briggsae
X	16730001	143	briggsae
X	16740001	113.875	briggsae
X	16750001	117	briggsae
X	16760001	204.3529412	briggsae
X	16770001	303.2941176	briggsae
X	16780001	221.4166667	briggsae
X	16790001	537.1666667	briggsae
X	16800001	189	briggsae
X	16810001	61.33333333	briggsae
X	16820001	354.4285714	briggsae
X	16830001	136.6470588	briggsae
X	16840001	247.8888889	briggsae
X	16850001	157.3636364	briggsae
X	16860001	129.4285714	briggsae
X	16870001	295.2	briggsae
X	16880001	246.0666667	briggsae
X	16890001	382	briggsae
X	16900001	193.7142857	briggsae
X	16910001	141	briggsae
X	16920001	155.9375	briggsae
X	16930001	168.5555556	briggsae
X	16940001	157	briggsae
X	16950001	161.5	briggsae
X	16960001	132.9259259	briggsae
X	16970001	136	briggsae
X	16980001	242	briggsae
X	16990001	135.125	briggsae
X	17000001	122.8636364	briggsae
X	17010001	186.5263158	briggsae
X	17020001	123.375	briggsae
X	17030001	160.0625	briggsae
X	17040001	157.7333333	briggsae
X	17050001	179.5454545	briggsae
X	17060001	160.0588235	briggsae
X	17070001	136.8333333	briggsae
X	17080001	209.2857143	briggsae
X	17090001	138.8888889	briggsae
X	17100001	1521.571429	briggsae
X	17110001	3284.6	briggsae
X	17120001	1854.25	briggsae
X	17130001	311.1764706	briggsae
X	17140001	338.125	briggsae
X	17150001	278.5625	briggsae
X	17160001	249.5333333	briggsae
X	17170001	277.8571429	briggsae
X	17180001	237.1176471	briggsae
X	17190001	162.1538462	briggsae
X	17200001	76.53333333	briggsae
X	17210001	200.375	briggsae
X	17220001	323.7777778	briggsae
X	17230001	202.75	briggsae
X	17240001	396.25	briggsae
X	17250001	165.0666667	briggsae
X	17260001	135.8571429	briggsae
X	17270001	192.2727273	briggsae
X	17280001	138.4375	briggsae
X	17290001	153.2222222	briggsae
X	17310001	194.5714286	briggsae
X	17320001	277.1428571	briggsae
X	17330001	170.6	briggsae
X	17340001	108.2857143	briggsae
X	17350001	116.3333333	briggsae
X	17360001	133.25	briggsae
X	17370001	170.2941176	briggsae
X	17380001	194.2631579	briggsae
X	17390001	408.7	briggsae
X	17400001	68.5	briggsae
X	17410001	167.8571429	briggsae
X	17420001	233.6842105	briggsae
X	17430001	258.4736842	briggsae
X	17440001	254.75	briggsae
X	17450001	207.75	briggsae
X	17460001	253	briggsae
X	17470001	221.6666667	briggsae
X	17480001	167.8333333	briggsae
X	17490001	201.125	briggsae
X	17500001	245.2352941	briggsae
X	17510001	298.125	briggsae
X	17520001	142.5652174	briggsae
X	17530001	278	briggsae
X	17540001	140.8181818	briggsae
X	17550001	134.6	briggsae
X	17560001	108.7894737	briggsae
X	17570001	147.875	briggsae
X	17580001	138.8	briggsae
X	17590001	212.9090909	briggsae
X	17600001	205.75	briggsae
X	17610001	200.25	briggsae
X	17620001	149.6190476	briggsae
X	17630001	167.9444444	briggsae
X	17640001	166.1052632	briggsae
X	17650001	95.85714286	briggsae
X	17660001	158.1111111	briggsae
X	17670001	145.5	briggsae
X	17680001	173.375	briggsae
X	17690001	209.1818182	briggsae
X	17700001	126.6	briggsae
X	17710001	242.125	briggsae
X	17720001	204.5833333	briggsae
X	17730001	205.45	briggsae
X	17740001	139.64	briggsae
X	17750001	168.5	briggsae
X	17760001	113.3809524	briggsae
X	17770001	135.7727273	briggsae
X	17780001	146.625	briggsae
X	17790001	150.0833333	briggsae
X	17800001	201.4444444	briggsae
X	17810001	132.5	briggsae
X	17820001	176.4545455	briggsae
X	17830001	225	briggsae
X	17840001	175.0769231	briggsae
X	17850001	162.8181818	briggsae
X	17860001	189.0555556	briggsae
X	17870001	187.1111111	briggsae
X	17880001	151.8571429	briggsae
X	17890001	199.1538462	briggsae
X	17900001	225.4	briggsae
X	17910001	151.0833333	briggsae
X	17920001	160.6666667	briggsae
X	17930001	151.2727273	briggsae
X	17940001	174.5882353	briggsae
X	17950001	220.3333333	briggsae
X	17960001	133.25	briggsae
X	17970001	132.7058824	briggsae
X	17980001	153.25	briggsae
X	17990001	262.6923077	briggsae
X	18000001	240	briggsae
X	18010001	142.375	briggsae
X	18020001	109.7777778	briggsae
X	18030001	90.81818182	briggsae
X	18040001	155.8095238	briggsae
X	18050001	151.7083333	briggsae
X	18060001	83.55555556	briggsae
X	18070001	156.2727273	briggsae
X	18080001	116.5294118	briggsae
X	18090001	267.5384615	briggsae
X	18100001	95.5	briggsae
X	18110001	162.6818182	briggsae
X	18120001	157.4166667	briggsae
X	18130001	130.9411765	briggsae
X	18140001	152.7142857	briggsae
X	18150001	130.5714286	briggsae
X	18160001	143.5833333	briggsae
X	18170001	108.1666667	briggsae
X	18180001	134.3125	briggsae
X	18190001	252.125	briggsae
X	18200001	326.8	briggsae
X	18210001	88.42857143	briggsae
X	18220001	158.2941176	briggsae
X	18230001	109	briggsae
X	18240001	118.9375	briggsae
X	18250001	121.0909091	briggsae
X	18260001	151.3333333	briggsae
X	18270001	229	briggsae
X	18280001	118	briggsae
X	18290001	127.0833333	briggsae
X	18300001	102.4444444	briggsae
X	18310001	198.125	briggsae
X	18320001	93.93333333	briggsae
X	18330001	115.6470588	briggsae
X	18340001	213.6	briggsae
X	18350001	158	briggsae
X	18360001	209.6666667	briggsae
X	18370001	110.7142857	briggsae
X	18380001	202.8421053	briggsae
X	18390001	201.5294118	briggsae
X	18400001	188.8571429	briggsae
X	18410001	150	briggsae
X	18420001	178.0909091	briggsae
X	18430001	189.5333333	briggsae
X	18440001	190.8823529	briggsae
X	18450001	163.5714286	briggsae
X	18460001	251	briggsae
X	18470001	202.1875	briggsae
X	18480001	241.0666667	briggsae
X	18490001	198.7058824	briggsae
X	18500001	118.4166667	briggsae
X	18510001	164.0833333	briggsae
X	18520001	133.2105263	briggsae
X	18530001	154.4375	briggsae
X	18540001	196.6	briggsae
X	18550001	199	briggsae
X	18560001	124.5238095	briggsae
X	18570001	174.9375	briggsae
X	18580001	127.3461538	briggsae
X	18590001	174.1428571	briggsae
X	18600001	114.2272727	briggsae
X	18610001	172	briggsae
X	18620001	118.4814815	briggsae
X	18630001	142.0909091	briggsae
X	18640001	144.1538462	briggsae
X	18650001	157.0714286	briggsae
X	18660001	270.8181818	briggsae
X	18670001	151.047619	briggsae
X	18680001	184.8	briggsae
X	18690001	118.3529412	briggsae
X	18700001	164.9411765	briggsae
X	18710001	178.2	briggsae
X	18720001	151.4705882	briggsae
X	18730001	200.0588235	briggsae
X	18740001	1076	briggsae
X	18750001	279.6153846	briggsae
X	18760001	146.6470588	briggsae
X	18770001	133.28125	briggsae
X	18780001	146.15	briggsae
X	18790001	245.9230769	briggsae
X	18800001	199.0769231	briggsae
X	18810001	256	briggsae
X	18820001	171.5882353	briggsae
X	18830001	260.2857143	briggsae
X	18840001	175.4285714	briggsae
X	18850001	208.8235294	briggsae
X	18860001	228.6842105	briggsae
X	18870001	193.6818182	briggsae
X	18880001	284.4666667	briggsae
X	18890001	226.8571429	briggsae
X	18900001	128.9565217	briggsae
X	18910001	95	briggsae
X	18920001	197.4	briggsae
X	18930001	284.4347826	briggsae
X	18940001	424.8888889	briggsae
X	18950001	194.9444444	briggsae
X	18960001	239.7142857	briggsae
X	18970001	325.2105263	briggsae
X	18980001	356.5882353	briggsae
X	18990001	342.0714286	briggsae
X	19000001	223.05	briggsae
X	19010001	155.6666667	briggsae
X	19020001	129.6666667	briggsae
X	19030001	215.0666667	briggsae
X	19040001	222.1	briggsae
X	19050001	238.6875	briggsae
X	19060001	123.1304348	briggsae
X	19070001	1150.2	briggsae
X	19080001	768.7272727	briggsae
X	19090001	227.3333333	briggsae
X	19100001	229.2307692	briggsae
X	19110001	155.8636364	briggsae
X	19120001	144.3181818	briggsae
X	19130001	142.8947368	briggsae
X	19140001	234.2352941	briggsae
X	19150001	152.6190476	briggsae
X	19160001	207.2857143	briggsae
X	19170001	118.25	briggsae
X	19180001	171.4285714	briggsae
X	19190001	157.0833333	briggsae
X	19200001	119.1428571	briggsae
X	19210001	154.4814815	briggsae
X	19220001	235.5	briggsae
X	19230001	126.9285714	briggsae
X	19240001	117	briggsae
X	19250001	136.5909091	briggsae
X	19260001	140.7058824	briggsae
X	19270001	160.2631579	briggsae
X	19280001	156.1764706	briggsae
X	19290001	194.9333333	briggsae
X	19300001	200.5652174	briggsae
X	19310001	146.5882353	briggsae
X	19320001	179.2307692	briggsae
X	19330001	157.8235294	briggsae
X	19340001	184	briggsae
X	19350001	246.2666667	briggsae
X	19360001	136.3809524	briggsae
X	19370001	209.125	briggsae
X	19380001	125.4	briggsae
X	19390001	154.1904762	briggsae
X	19400001	134.2857143	briggsae
X	19410001	133.3529412	briggsae
X	19420001	126.9411765	briggsae
X	19430001	156.5238095	briggsae
X	19440001	123.625	briggsae
X	19450001	163.8095238	briggsae
X	19460001	164.0909091	briggsae
X	19470001	241.5	briggsae
X	19480001	148.9473684	briggsae
X	19490001	102.9285714	briggsae
X	19500001	198.95	briggsae
X	19510001	175.3333333	briggsae
X	19520001	153.8571429	briggsae
X	19530001	169.4117647	briggsae
X	19540001	203	briggsae
X	19550001	139.6363636	briggsae
X	19560001	147.7	briggsae
X	19570001	189.7142857	briggsae
X	19580001	125.4090909	briggsae
X	19590001	124.0769231	briggsae
X	19600001	184.4	briggsae
X	19610001	145.3888889	briggsae
X	19620001	208.1578947	briggsae
X	19630001	171.2	briggsae
X	19640001	159.9	briggsae
X	19650001	187.3333333	briggsae
X	19660001	156.3684211	briggsae
X	19670001	193.2105263	briggsae
X	19680001	164	briggsae
X	19690001	118	briggsae
X	19700001	219.6428571	briggsae
X	19710001	225.75	briggsae
X	19720001	122.7058824	briggsae
X	19730001	198.375	briggsae
X	19740001	116.6	briggsae
X	19750001	171.25	briggsae
X	19760001	252.0588235	briggsae
X	19770001	190.7333333	briggsae
X	19780001	117.5	briggsae
X	19790001	158.375	briggsae
X	19800001	130.25	briggsae
X	19810001	123	briggsae
X	19820001	114.7142857	briggsae
X	19830001	1010.333333	briggsae
X	19840001	412.25	briggsae
X	19850001	148.5	briggsae
X	19860001	156.9285714	briggsae
X	19870001	145.625	briggsae
X	19880001	188.0625	briggsae
X	19890001	150.9444444	briggsae
X	19900001	200.8181818	briggsae
X	19910001	163.8	briggsae
X	19920001	151.1111111	briggsae
X	19930001	395.5	briggsae
X	19940001	493.0769231	briggsae
X	19950001	117.4	briggsae
X	19960001	226.4444444	briggsae
X	19970001	154.6666667	briggsae
X	19980001	340.25	briggsae
X	19990001	339.125	briggsae
X	20000001	155.2173913	briggsae
X	20010001	342.2857143	briggsae
X	20020001	207.5	briggsae
X	20030001	163.9444444	briggsae
X	20040001	136.6315789	briggsae
X	20050001	169.875	briggsae
X	20060001	210.25	briggsae
X	20080001	108.4	briggsae
X	20090001	136.8235294	briggsae
X	20100001	143.25	briggsae
X	20110001	171.8648649	briggsae
X	20120001	138.4333333	briggsae
X	20130001	366.8	briggsae
X	20140001	197.4545455	briggsae
X	20150001	226.7272727	briggsae
X	20160001	157.3333333	briggsae
X	20170001	121.75	briggsae
X	20180001	136.2857143	briggsae
X	20190001	135.6470588	briggsae
X	20200001	173.1666667	briggsae
X	20210001	225.8571429	briggsae
X	20220001	165.5555556	briggsae
X	20230001	141.1428571	briggsae
X	20240001	155.5	briggsae
X	20250001	143.6190476	briggsae
X	20260001	173	briggsae
X	20270001	138.6315789	briggsae
X	20280001	170.9375	briggsae
X	20290001	142.75	briggsae
X	20300001	112.0454545	briggsae
X	20310001	117.2	briggsae
X	20320001	438.5714286	briggsae
X	20330001	250.375	briggsae
X	20340001	209.4210526	briggsae
X	20350001	150	briggsae
X	20360001	115	briggsae
X	20370001	246	briggsae
X	20380001	147.6666667	briggsae
X	20390001	138.8666667	briggsae
X	20400001	157.1333333	briggsae
X	20410001	131.4782609	briggsae
X	20420001	156.7391304	briggsae
X	20430001	122.6363636	briggsae
X	20440001	226.2857143	briggsae
X	20450001	170.1282051	briggsae
X	20460001	130	briggsae
X	20470001	137.8421053	briggsae
X	20480001	401.3225806	briggsae
X	20490001	268.4	briggsae
X	20500001	448.9090909	briggsae
X	20510001	287	briggsae
X	20520001	261.0833333	briggsae
X	20530001	160.5	briggsae
X	20540001	177.7777778	briggsae
X	20550001	132.5555556	briggsae
X	20560001	195.125	briggsae
X	20570001	189.1111111	briggsae
X	20580001	453	briggsae
X	20590001	159.2173913	briggsae
X	20600001	174.9166667	briggsae
X	20610001	193.1818182	briggsae
X	20620001	386.4166667	briggsae
X	20630001	260.375	briggsae
X	20640001	171.1851852	briggsae
X	20650001	133.3636364	briggsae
X	20660001	92.91666667	briggsae
X	20670001	135.75	briggsae
X	20680001	271.6	briggsae
X	20690001	144.0714286	briggsae
X	20700001	158.5454545	briggsae
X	20710001	352.3125	briggsae
X	20720001	159.4736842	briggsae
X	20730001	385.2777778	briggsae
X	20740001	187.5714286	briggsae
X	20750001	275	briggsae
X	20760001	179.5357143	briggsae
X	20770001	141.75	briggsae
X	20780001	114	briggsae
X	20790001	257.3684211	briggsae
X	20800001	249	briggsae
X	20810001	138.1818182	briggsae
X	20820001	160.7916667	briggsae
X	20830001	229.0454545	briggsae
X	20840001	287.1666667	briggsae
X	20850001	80.28571429	briggsae
X	20860001	823	briggsae
X	20870001	238	briggsae
X	20880001	218.4	briggsae
X	20890001	172.1666667	briggsae
X	20900001	133.1	briggsae
X	20910001	164.08	briggsae
X	20920001	104.173913	briggsae
X	20930001	143.826087	briggsae
X	20940001	251.2380952	briggsae
X	20950001	280.6923077	briggsae
X	20960001	224.5714286	briggsae
X	20970001	144.52	briggsae
X	20980001	248.95	briggsae
X	20990001	154.2857143	briggsae
X	21000001	840.4285714	briggsae
X	21010001	472.8	briggsae
X	21030001	130.8333333	briggsae
X	21040001	154.9333333	briggsae
X	21050001	214.625	briggsae
X	21060001	317.4736842	briggsae
X	21070001	270.3888889	briggsae
X	21080001	151.25	briggsae
X	21090001	217.9	briggsae
X	21100001	267.0588235	briggsae
X	21110001	218.3333333	briggsae
X	21120001	123.6538462	briggsae
X	21130001	173.3333333	briggsae
X	21140001	155.3888889	briggsae
X	21150001	196.2631579	briggsae
X	21160001	308.7894737	briggsae
X	21170001	273.9473684	briggsae
X	21180001	640	briggsae
X	21190001	163.2	briggsae
X	21200001	201.5833333	briggsae
X	21210001	219.1428571	briggsae
X	21220001	227.4615385	briggsae
X	21230001	190.7777778	briggsae
X	21240001	186.1875	briggsae
X	21250001	187.7222222	briggsae
X	21260001	174.5882353	briggsae
X	21270001	136.9411765	briggsae
X	21280001	243.6	briggsae
X	21290001	144.1666667	briggsae
X	21300001	188.6666667	briggsae
X	21310001	169.48	briggsae
X	21320001	337.4545455	briggsae
X	21330001	133.4444444	briggsae
X	21340001	180.8823529	briggsae
X	21350001	262.6470588	briggsae
X	21360001	226.5714286	briggsae
X	21370001	177.9333333	briggsae
X	21380001	481.7	briggsae
X	21390001	689.8571429	briggsae
X	21400001	213.875	briggsae
X	21410001	213	briggsae
X	21420001	238.7333333	briggsae
X	21430001	152.875	briggsae
X	21440001	208.5714286	briggsae
X	21450001	175.1	briggsae
X	21460001	207.36	briggsae
X	21470001	426.45	briggsae
X	21480001	213.5263158	briggsae
X	21490001	214.1724138	briggsae
X	21500001	142.6923077	briggsae
X	21510001	546.7142857	briggsae
X	21520001	615.3333333	briggsae
X	21530001	755.1818182	briggsae
X	21540001	341.6666667	briggsae
I	1	214.7826087	elegans
I	10001	142.2	elegans
I	20001	216.5384615	elegans
I	30001	195.3529412	elegans
I	40001	145.25	elegans
I	50001	179.1818182	elegans
I	60001	126.6521739	elegans
I	70001	136.5	elegans
I	80001	151.0769231	elegans
I	90001	137.7142857	elegans
I	100001	106.5	elegans
I	110001	126.6875	elegans
I	120001	155.2857143	elegans
I	130001	133.7777778	elegans
I	140001	148.8181818	elegans
I	150001	173.3076923	elegans
I	160001	104.1	elegans
I	170001	109.0833333	elegans
I	180001	550.3333333	elegans
I	190001	139.0869565	elegans
I	200001	213.9333333	elegans
I	210001	411.8333333	elegans
I	220001	1378.083333	elegans
I	230001	2571.4	elegans
I	240001	133.3666667	elegans
I	250001	518.8333333	elegans
I	260001	127.3157895	elegans
I	270001	122.6842105	elegans
I	280001	253.9230769	elegans
I	290001	103.75	elegans
I	300001	115	elegans
I	310001	215	elegans
I	320001	110.0833333	elegans
I	330001	161.3870968	elegans
I	340001	149.4285714	elegans
I	350001	220.5	elegans
I	360001	136.8947368	elegans
I	370001	73.82352941	elegans
I	380001	129	elegans
I	390001	111.4090909	elegans
I	400001	259.4444444	elegans
I	410001	261	elegans
I	420001	118.9	elegans
I	430001	198.6875	elegans
I	440001	127.2352941	elegans
I	450001	163.9411765	elegans
I	460001	76.66666667	elegans
I	470001	141.7692308	elegans
I	480001	115.05	elegans
I	490001	149.2307692	elegans
I	500001	176.9	elegans
I	510001	232.0588235	elegans
I	520001	116.1875	elegans
I	530001	119.5	elegans
I	540001	115.4210526	elegans
I	550001	172.6296296	elegans
I	560001	153.0384615	elegans
I	570001	110.5	elegans
I	580001	159	elegans
I	590001	303.4	elegans
I	600001	209	elegans
I	610001	168.8666667	elegans
I	620001	178.0625	elegans
I	630001	278.6923077	elegans
I	640001	215	elegans
I	650001	242.3684211	elegans
I	660001	188.9666667	elegans
I	670001	296.4545455	elegans
I	680001	178.48	elegans
I	690001	182.9473684	elegans
I	700001	221.375	elegans
I	710001	241.6153846	elegans
I	720001	206.3793103	elegans
I	730001	121.5128205	elegans
I	740001	198.4074074	elegans
I	750001	144.1142857	elegans
I	760001	169.875	elegans
I	770001	166.9166667	elegans
I	780001	120.4761905	elegans
I	790001	126.04	elegans
I	800001	93.30434783	elegans
I	810001	109.5555556	elegans
I	820001	89	elegans
I	830001	141.6764706	elegans
I	840001	165.5769231	elegans
I	850001	153.3571429	elegans
I	860001	257.4230769	elegans
I	870001	104.0588235	elegans
I	880001	86.72727273	elegans
I	890001	367.3076923	elegans
I	900001	252.6956522	elegans
I	910001	165.375	elegans
I	920001	124.1578947	elegans
I	930001	226.125	elegans
I	940001	145.2916667	elegans
I	950001	138.4444444	elegans
I	960001	167.4642857	elegans
I	970001	105.96875	elegans
I	980001	164.7777778	elegans
I	990001	103.0769231	elegans
I	1000001	163.3703704	elegans
I	1010001	242.8095238	elegans
I	1020001	169.8888889	elegans
I	1030001	227.9411765	elegans
I	1040001	132.9130435	elegans
I	1050001	132.1724138	elegans
I	1060001	109.575	elegans
I	1070001	119.34375	elegans
I	1080001	208.9615385	elegans
I	1090001	188.7083333	elegans
I	1100001	148.5	elegans
I	1110001	260.4761905	elegans
I	1120001	380.5625	elegans
I	1130001	208.24	elegans
I	1140001	268.5909091	elegans
I	1150001	215.3333333	elegans
I	1160001	174.4358974	elegans
I	1170001	184.05	elegans
I	1180001	215.44	elegans
I	1190001	267.8	elegans
I	1200001	303.8823529	elegans
I	1210001	266.09375	elegans
I	1220001	155.2	elegans
I	1230001	187.7916667	elegans
I	1240001	323.8571429	elegans
I	1250001	212	elegans
I	1260001	145	elegans
I	1270001	161.52	elegans
I	1280001	203.3529412	elegans
I	1290001	185.7	elegans
I	1300001	127.2333333	elegans
I	1310001	182.48	elegans
I	1320001	195.6	elegans
I	1330001	164.1785714	elegans
I	1340001	142.0434783	elegans
I	1350001	226.9722222	elegans
I	1360001	229.3076923	elegans
I	1370001	340.6190476	elegans
I	1380001	193.1818182	elegans
I	1390001	183.1052632	elegans
I	1400001	205.2692308	elegans
I	1410001	452.0769231	elegans
I	1420001	173.3225806	elegans
I	1430001	221.64	elegans
I	1440001	284.4705882	elegans
I	1450001	184.625	elegans
I	1460001	150.2121212	elegans
I	1470001	207.2857143	elegans
I	1480001	133.6956522	elegans
I	1490001	256.4285714	elegans
I	1500001	178.0857143	elegans
I	1510001	222.28	elegans
I	1520001	246.5357143	elegans
I	1530001	319.4444444	elegans
I	1540001	118.5454545	elegans
I	1550001	218.2413793	elegans
I	1560001	168.4651163	elegans
I	1570001	274.5454545	elegans
I	1580001	156.3846154	elegans
I	1590001	166.4411765	elegans
I	1600001	134.6666667	elegans
