Chr	BP	kimura_distance	species
III	13690001	26.96897436	briggsae
III	13700001	22.85333333	briggsae
III	13710001	20.24125	briggsae
III	13720001	21.23	briggsae
III	13730001	25.63304348	briggsae
III	13740001	24.01925926	briggsae
III	13750001	24.23181818	briggsae
III	13760001	18.93142857	briggsae
III	13770001	22.21135593	briggsae
III	13780001	16.62	briggsae
III	13790001	26.00351351	briggsae
III	13800001	22.47425	briggsae
III	13810001	23.78148936	briggsae
III	13820001	18.65515152	briggsae
III	13830001	27.59714286	briggsae
III	13840001	23.99851064	briggsae
III	13850001	21.72181818	briggsae
III	13860001	25.48257143	briggsae
III	13870001	23.775	briggsae
III	13880001	24.56914286	briggsae
III	13890001	21.1356	briggsae
III	13900001	23.569	briggsae
III	13910001	21.18928571	briggsae
III	13920001	19.39606061	briggsae
III	13930001	19.83315789	briggsae
III	13940001	21.18534884	briggsae
III	13950001	19.23391304	briggsae
III	13960001	23.04882353	briggsae
III	13970001	19.3255	briggsae
III	13980001	24.63833333	briggsae
III	13990001	21.84363636	briggsae
III	14000001	21.87030303	briggsae
III	14010001	20.36384615	briggsae
III	14020001	22.15020408	briggsae
III	14030001	25.38510638	briggsae
III	14040001	22.58135135	briggsae
III	14050001	16.92709677	briggsae
III	14060001	19.94904762	briggsae
III	14070001	23.05272727	briggsae
III	14080001	18.3456	briggsae
III	14090001	23.03808511	briggsae
III	14100001	24.338	briggsae
III	14110001	13.82	briggsae
III	14120001	18.9056	briggsae
III	14130001	23.11119048	briggsae
III	14140001	19.48612903	briggsae
III	14150001	22.94347826	briggsae
III	14160001	22.59209302	briggsae
III	14170001	20.20714286	briggsae
III	14180001	3.548	briggsae
III	14190001	27.955	briggsae
III	14200001	29.85666667	briggsae
III	14210001	25.50666667	briggsae
III	14220001	17.01428571	briggsae
III	14230001	6.36	briggsae
III	14240001	23.0975	briggsae
III	14250001	9.326666667	briggsae
III	14260001	14.06	briggsae
III	14270001	15.78266667	briggsae
III	14280001	21.73333333	briggsae
III	14290001	23.23038462	briggsae
III	14300001	6.441666667	briggsae
III	14310001	18.128125	briggsae
III	14320001	21.545	briggsae
III	14330001	16.99875	briggsae
III	14340001	29.656875	briggsae
III	14350001	20.44444444	briggsae
III	14360001	23.62375	briggsae
III	14370001	14.935625	briggsae
III	14380001	24.63162791	briggsae
III	14390001	16.3	briggsae
III	14400001	10.165	briggsae
III	14410001	15.55444444	briggsae
III	14420001	23.31090909	briggsae
III	14430001	17.575	briggsae
III	14440001	20.49	briggsae
III	14450001	12.91583333	briggsae
III	14460001	17.931875	briggsae
III	14470001	15.3625	briggsae
III	14480001	14.16230769	briggsae
III	14490001	13.29428571	briggsae
III	14500001	12.57833333	briggsae
III	14510001	20.0675	briggsae
III	14520001	10.39777778	briggsae
III	14530001	15.349	briggsae
III	14540001	28.95	briggsae
III	14550001	18.54277778	briggsae
III	14560001	22.4275	briggsae
III	14570001	4.36	briggsae
IV	1	17.00962963	briggsae
IV	10001	15.23714286	briggsae
IV	20001	17.0765	briggsae
IV	30001	18.12513514	briggsae
IV	40001	19.43222222	briggsae
IV	50001	20.46257143	briggsae
IV	60001	22.46342857	briggsae
IV	70001	20.66173913	briggsae
IV	80001	21.11761905	briggsae
IV	90001	13.02	briggsae
IV	100001	19.38130435	briggsae
IV	110001	16.98222222	briggsae
IV	120001	11.66526316	briggsae
IV	130001	14.70846154	briggsae
IV	140001	20.36619048	briggsae
IV	150001	4.575833333	briggsae
IV	160001	21.15	briggsae
IV	170001	16.96071429	briggsae
IV	180001	20.16444444	briggsae
IV	190001	11.97304348	briggsae
IV	200001	17.685	briggsae
IV	210001	22.14368421	briggsae
IV	220001	17.66230769	briggsae
IV	230001	19.7716	briggsae
IV	240001	21.01956522	briggsae
IV	250001	24.01928571	briggsae
IV	260001	18.0125	briggsae
IV	270001	14.85176471	briggsae
IV	280001	20.74882353	briggsae
IV	290001	19.06444444	briggsae
IV	300001	30.245	briggsae
IV	310001	16.67578947	briggsae
IV	320001	7.956363636	briggsae
IV	330001	14.23294118	briggsae
IV	340001	14.94026316	briggsae
IV	350001	19.645	briggsae
IV	360001	21.884	briggsae
IV	370001	15.89333333	briggsae
IV	400001	23.6	briggsae
IV	410001	15.80357143	briggsae
IV	420001	17.75785714	briggsae
IV	430001	15.79	briggsae
IV	440001	7.828571429	briggsae
IV	450001	19.2175	briggsae
IV	460001	24.416	briggsae
IV	470001	21.095	briggsae
IV	480001	12.99	briggsae
IV	490001	22.69	briggsae
IV	500001	14.36272727	briggsae
IV	510001	17.802	briggsae
IV	520001	18.72	briggsae
IV	530001	16.24733333	briggsae
IV	540001	17.727	briggsae
IV	550001	18.226	briggsae
IV	560001	24.88	briggsae
IV	570001	23.28227273	briggsae
IV	580001	24.05	briggsae
IV	590001	19.63227273	briggsae
IV	600001	21.13142857	briggsae
IV	610001	16.70818182	briggsae
IV	620001	23.87522388	briggsae
IV	630001	17.17564103	briggsae
IV	640001	20.955	briggsae
IV	650001	21.36774194	briggsae
IV	660001	19.8122973	briggsae
IV	670001	15.83555556	briggsae
IV	680001	24.474375	briggsae
IV	690001	28.13666667	briggsae
IV	700001	23.64586957	briggsae
IV	710001	14.5025	briggsae
IV	720001	14.45714286	briggsae
IV	730001	21.35098039	briggsae
IV	740001	21.41596491	briggsae
IV	750001	19.12882353	briggsae
IV	760001	15.97304348	briggsae
IV	770001	21.53369231	briggsae
IV	780001	17.67944444	briggsae
IV	790001	15.48125	briggsae
IV	800001	15.67375	briggsae
IV	810001	24.61909091	briggsae
IV	820001	25.13810127	briggsae
IV	830001	17.7606383	briggsae
IV	840001	22.54958333	briggsae
IV	850001	25.66730769	briggsae
IV	860001	16.92	briggsae
IV	870001	14.7575	briggsae
IV	880001	16.14636364	briggsae
IV	890001	19.4036	briggsae
IV	900001	14.21727273	briggsae
IV	910001	10.29	briggsae
IV	920001	22.27538462	briggsae
IV	930001	21.57857143	briggsae
IV	940001	23.38058824	briggsae
IV	950001	19.25545455	briggsae
IV	960001	20.491	briggsae
IV	970001	17.31	briggsae
IV	980001	17.32875	briggsae
IV	990001	18.0324	briggsae
IV	1000001	17.52416667	briggsae
IV	1010001	16.03958333	briggsae
IV	1020001	18.71095238	briggsae
IV	1030001	24.94254902	briggsae
IV	1040001	21.07847826	briggsae
IV	1050001	20.29289474	briggsae
IV	1060001	15.52058824	briggsae
IV	1070001	21.70194444	briggsae
IV	1080001	20.68272727	briggsae
IV	1090001	22.66123077	briggsae
IV	1100001	23.54163265	briggsae
IV	1110001	20.058	briggsae
IV	1120001	14.85	briggsae
IV	1130001	16.75535714	briggsae
IV	1140001	17.32515152	briggsae
IV	1150001	17.8492	briggsae
IV	1160001	11.048	briggsae
IV	1170001	20.30666667	briggsae
IV	1180001	22.23724138	briggsae
IV	1190001	20.2	briggsae
IV	1200001	28.50892857	briggsae
IV	1210001	21.01714286	briggsae
IV	1220001	20.73071429	briggsae
IV	1230001	24.37791667	briggsae
IV	1240001	25.16333333	briggsae
IV	1250001	17.79166667	briggsae
IV	1260001	25.98153846	briggsae
IV	1270001	14.07358974	briggsae
IV	1280001	21.65666667	briggsae
IV	1290001	20.50444444	briggsae
IV	1300001	13.27	briggsae
IV	1310001	23.16814815	briggsae
IV	1320001	19.13478261	briggsae
IV	1330001	18.58485714	briggsae
IV	1340001	20.094	briggsae
IV	1350001	14.1575	briggsae
IV	1360001	21.86833333	briggsae
IV	1370001	14	briggsae
IV	1380001	23.06	briggsae
IV	1390001	20.987	briggsae
IV	1400001	24.1676	briggsae
IV	1410001	20.803	briggsae
IV	1420001	20.4215	briggsae
IV	1430001	22.13344828	briggsae
IV	1440001	12.43090909	briggsae
IV	1450001	25.40030303	briggsae
IV	1460001	16.57181818	briggsae
IV	1470001	12.18875	briggsae
IV	1480001	22.6055814	briggsae
IV	1490001	17.19296296	briggsae
IV	1500001	23.51534884	briggsae
IV	1510001	26.74657895	briggsae
IV	1520001	24.4937037	briggsae
IV	1530001	21.59724138	briggsae
IV	1540001	22.56575758	briggsae
IV	1550001	24.0725641	briggsae
IV	1560001	23.90236842	briggsae
IV	1570001	18.52220779	briggsae
IV	1580001	21.6725	briggsae
IV	1590001	24.7808	briggsae
IV	1600001	24.94851852	briggsae
IV	1610001	16.56193548	briggsae
IV	1620001	21.79833333	briggsae
IV	1630001	21.77517241	briggsae
IV	1640001	11.581	briggsae
IV	1650001	18.006875	briggsae
IV	1660001	19.81666667	briggsae
IV	1670001	16.9773913	briggsae
IV	1680001	17.95636364	briggsae
IV	1690001	18.39714286	briggsae
IV	1700001	16.75625	briggsae
IV	1710001	24.431	briggsae
IV	1720001	16.70869565	briggsae
IV	1730001	19.06	briggsae
IV	1740001	15.99242424	briggsae
IV	1750001	15.84454545	briggsae
IV	1760001	21.73346154	briggsae
IV	1770001	18.4325	briggsae
IV	1780001	18.98625	briggsae
IV	1790001	16.03238095	briggsae
IV	1800001	21.59153846	briggsae
IV	1810001	23.22763158	briggsae
IV	1820001	20.19705882	briggsae
IV	1830001	19.77448276	briggsae
IV	1840001	17.58904762	briggsae
IV	1850001	17.20222222	briggsae
IV	1860001	23.45117647	briggsae
IV	1870001	21.11	briggsae
IV	1880001	17.96416667	briggsae
IV	1890001	21.12608696	briggsae
IV	1900001	23.4095	briggsae
IV	1910001	21.6525	briggsae
IV	1920001	19.71705882	briggsae
IV	1930001	22.07368421	briggsae
IV	1940001	14.00214286	briggsae
IV	1950001	9.975416667	briggsae
IV	1960001	22.89047619	briggsae
IV	1970001	27.574	briggsae
IV	1980001	22.51461538	briggsae
IV	1990001	17.98652174	briggsae
IV	2000001	15.53076923	briggsae
IV	2010001	13.76	briggsae
IV	2020001	19.59366667	briggsae
IV	2030001	18.93352941	briggsae
IV	2040001	18.13142857	briggsae
IV	2050001	13.6	briggsae
IV	2060001	18.90323529	briggsae
IV	2070001	22.62346154	briggsae
IV	2080001	19.65777778	briggsae
IV	2090001	24.03333333	briggsae
IV	2100001	18.38916667	briggsae
IV	2110001	16.61684211	briggsae
IV	2120001	24.88189189	briggsae
IV	2130001	22.86	briggsae
IV	2140001	16.9235	briggsae
IV	2150001	19.12	briggsae
IV	2160001	20.8632	briggsae
IV	2170001	21.24545455	briggsae
IV	2180001	12.49333333	briggsae
IV	2190001	8.272	briggsae
IV	2200001	23.24333333	briggsae
IV	2210001	22.13166667	briggsae
IV	2220001	14.7544	briggsae
IV	2230001	8.541428571	briggsae
IV	2240001	11.52352941	briggsae
IV	2250001	16.39266667	briggsae
IV	2260001	25.59315789	briggsae
IV	2270001	17.76692308	briggsae
IV	2280001	21.89941176	briggsae
IV	2290001	20.32615385	briggsae
IV	2300001	19.99	briggsae
IV	2310001	20.33263158	briggsae
IV	2320001	21.865	briggsae
IV	2330001	24.265	briggsae
IV	2340001	22.88	briggsae
IV	2350001	15.15166667	briggsae
IV	2360001	27.64153846	briggsae
IV	2370001	18.874375	briggsae
IV	2380001	15.96	briggsae
IV	2390001	17.523125	briggsae
IV	2400001	17.9925	briggsae
IV	2410001	14.6475	briggsae
IV	2420001	19.3885	briggsae
IV	2430001	18.67	briggsae
IV	2440001	10.4175	briggsae
IV	2450001	22.97888889	briggsae
IV	2460001	21.19181818	briggsae
IV	2470001	28.3	briggsae
IV	2480001	19.395	briggsae
IV	2490001	15.08380952	briggsae
IV	2500001	19.26444444	briggsae
IV	2510001	19.14961538	briggsae
IV	2520001	13.61653846	briggsae
IV	2530001	20.57828571	briggsae
IV	2540001	21.24838235	briggsae
IV	2550001	21.13756098	briggsae
IV	2560001	20.03586957	briggsae
IV	2570001	23.41403226	briggsae
IV	2580001	21.6928	briggsae
IV	2590001	25.919375	briggsae
IV	2600001	23.3068	briggsae
IV	2610001	17.07681818	briggsae
IV	2620001	21.5740625	briggsae
IV	2630001	18.5037037	briggsae
IV	2640001	20.3856	briggsae
IV	2650001	16.11842105	briggsae
IV	2660001	20.5326087	briggsae
IV	2670001	17.76457143	briggsae
IV	2680001	18.72541667	briggsae
IV	2690001	6.588571429	briggsae
IV	2700001	18.374	briggsae
IV	2710001	17.176	briggsae
IV	2720001	19.39885714	briggsae
IV	2730001	26.4585	briggsae
IV	2740001	13.54464286	briggsae
IV	2750001	21.49636364	briggsae
IV	2760001	20.31848485	briggsae
IV	2770001	11.71736842	briggsae
IV	2780001	15.02272727	briggsae
IV	2790001	17.32333333	briggsae
IV	2800001	25.39653846	briggsae
IV	2810001	11.63368421	briggsae
IV	2820001	16.47428571	briggsae
IV	2830001	18.87	briggsae
IV	2840001	18.72647059	briggsae
IV	2850001	25.1908	briggsae
IV	2860001	19.49384615	briggsae
IV	2870001	18.90961538	briggsae
IV	2880001	18.50384615	briggsae
IV	2890001	9.968888889	briggsae
IV	2900001	6.175	briggsae
IV	2910001	15.67666667	briggsae
IV	2920001	17.3	briggsae
IV	2930001	20.91321429	briggsae
IV	2940001	24.74222222	briggsae
IV	2950001	17.76514286	briggsae
IV	2960001	24.50866667	briggsae
IV	2970001	21.0125	briggsae
IV	2980001	17.40617647	briggsae
IV	2990001	27.09428571	briggsae
IV	3000001	23.88431373	briggsae
IV	3010001	19.53882353	briggsae
IV	3020001	17.0562069	briggsae
IV	3030001	20.49043478	briggsae
IV	3040001	22.98166667	briggsae
IV	3050001	18.5184	briggsae
IV	3060001	20.078	briggsae
IV	3070001	19.39	briggsae
IV	3080001	22.21633333	briggsae
IV	3090001	21.79655172	briggsae
IV	3100001	22.69772727	briggsae
IV	3110001	20.44464286	briggsae
IV	3120001	11.6525	briggsae
IV	3130001	19.25230769	briggsae
IV	3140001	13.99545455	briggsae
IV	3150001	22.23690476	briggsae
IV	3160001	15.11	briggsae
IV	3170001	22.60875	briggsae
IV	3180001	13.6247619	briggsae
IV	3190001	16.06411765	briggsae
IV	3200001	14.17541667	briggsae
IV	3210001	18.70285714	briggsae
IV	3220001	15.262	briggsae
IV	3230001	8.132941176	briggsae
IV	3240001	14.2625	briggsae
IV	3250001	13.75944444	briggsae
IV	3260001	9.543076923	briggsae
IV	3270001	18.742	briggsae
IV	3280001	17.31030303	briggsae
IV	3290001	22.835	briggsae
IV	3300001	19.36875	briggsae
IV	3310001	18.44904762	briggsae
IV	3320001	20.16136364	briggsae
IV	3330001	20.86684211	briggsae
IV	3340001	20.42181818	briggsae
IV	3350001	17.25125	briggsae
IV	3360001	20.60095238	briggsae
IV	3370001	19.04897436	briggsae
IV	3380001	19.997	briggsae
IV	3390001	20.73266667	briggsae
IV	3400001	15.16117647	briggsae
IV	3410001	13.55851852	briggsae
IV	3420001	19.59333333	briggsae
IV	3430001	22.56862069	briggsae
IV	3440001	12.35777778	briggsae
IV	3450001	11.9773913	briggsae
IV	3460001	15.765	briggsae
IV	3470001	23.59738095	briggsae
IV	3480001	13.25969697	briggsae
IV	3490001	21.41157895	briggsae
IV	3500001	20.10928571	briggsae
IV	3510001	18.30741935	briggsae
IV	3520001	21.79205128	briggsae
IV	3530001	25.36886364	briggsae
IV	3540001	12.18666667	briggsae
IV	3550001	4.838571429	briggsae
IV	3560001	20.1148	briggsae
IV	3570001	19.456875	briggsae
IV	3580001	19.26633333	briggsae
IV	3590001	22.2125	briggsae
IV	3600001	18.83962963	briggsae
IV	3610001	18.2515	briggsae
IV	3620001	23.16259259	briggsae
IV	3630001	14.31870968	briggsae
IV	3640001	12.14809524	briggsae
IV	3650001	12.61214286	briggsae
IV	3660001	14.87611111	briggsae
IV	3670001	23.41571429	briggsae
IV	3680001	14.41846154	briggsae
IV	3690001	26.876	briggsae
IV	3700001	17.20619048	briggsae
IV	3710001	10.9275	briggsae
IV	3720001	23.669	briggsae
IV	3730001	15.76869565	briggsae
IV	3740001	15.25903226	briggsae
IV	3750001	14.026	briggsae
IV	3760001	23.4304	briggsae
IV	3770001	19.4525	briggsae
IV	3780001	17.82416667	briggsae
IV	3790001	19.9	briggsae
IV	3800001	17.11	briggsae
IV	3810001	18.90644444	briggsae
IV	3820001	25.586	briggsae
IV	3830001	31.13327273	briggsae
IV	3840001	20.05163265	briggsae
IV	3850001	9.767142857	briggsae
IV	3860001	11.3285	briggsae
IV	3870001	14.06695652	briggsae
IV	3880001	11.895	briggsae
IV	3890001	24.536	briggsae
IV	3900001	20.96913043	briggsae
IV	3910001	10.26777778	briggsae
IV	3920001	21.9672973	briggsae
IV	3930001	16.263125	briggsae
IV	3940001	20.19135135	briggsae
IV	3950001	21.60657143	briggsae
IV	3960001	20.96235294	briggsae
IV	3970001	19.448125	briggsae
IV	3980001	9.71	briggsae
IV	3990001	21.1825	briggsae
IV	4000001	18.22733333	briggsae
IV	4010001	13.61923077	briggsae
IV	4020001	19.91	briggsae
IV	4030001	16.42666667	briggsae
IV	4040001	16.574375	briggsae
IV	4050001	16.43108108	briggsae
IV	4060001	14.34166667	briggsae
IV	4070001	21.25809524	briggsae
IV	4080001	21.0916129	briggsae
IV	4090001	12.9544	briggsae
IV	4100001	19.47666667	briggsae
IV	4110001	17.7215	briggsae
IV	4120001	19.80117647	briggsae
IV	4130001	2.711428571	briggsae
IV	4140001	22.01357143	briggsae
IV	4150001	17.28454545	briggsae
IV	4160001	21.67806452	briggsae
IV	4170001	23.659375	briggsae
IV	4180001	15.93076923	briggsae
IV	4190001	25.05214286	briggsae
IV	4200001	28.92066667	briggsae
IV	4210001	11.91521739	briggsae
IV	4220001	18.52466667	briggsae
IV	4230001	23.82034483	briggsae
IV	4240001	17.27548387	briggsae
IV	4250001	19.28892857	briggsae
IV	4260001	16.42263158	briggsae
IV	4270001	9.92	briggsae
IV	4280001	16.46878049	briggsae
IV	4290001	10.18666667	briggsae
IV	4300001	13.7495	briggsae
IV	4310001	20.16153846	briggsae
IV	4320001	12.25647059	briggsae
IV	4330001	21.09107143	briggsae
IV	4340001	16.23142857	briggsae
IV	4350001	18.93	briggsae
IV	4360001	19.64285714	briggsae
IV	4370001	12.37266667	briggsae
IV	4380001	18.1135	briggsae
IV	4390001	22.49971429	briggsae
IV	4400001	16.49714286	briggsae
IV	4410001	19.95958333	briggsae
IV	4420001	18.44175	briggsae
IV	4430001	13.286875	briggsae
IV	4440001	21.0475	briggsae
IV	4450001	12.62727273	briggsae
IV	4460001	20.06586207	briggsae
IV	4470001	13.66652174	briggsae
IV	4480001	21.9873913	briggsae
IV	4490001	21.32615385	briggsae
IV	4500001	17.0684375	briggsae
IV	4510001	20.61470588	briggsae
IV	4520001	13.96333333	briggsae
IV	4530001	14.32533333	briggsae
IV	4540001	23.32217391	briggsae
IV	4550001	17.16384615	briggsae
IV	4560001	10.1885	briggsae
IV	4570001	16.1184	briggsae
IV	4580001	24.89675676	briggsae
IV	4590001	21.76733333	briggsae
IV	4600001	15.915	briggsae
IV	4610001	17.81888889	briggsae
IV	4620001	21.99909091	briggsae
IV	4630001	20.80826087	briggsae
IV	4640001	26.29677419	briggsae
IV	4650001	14.07055556	briggsae
IV	4660001	10.915	briggsae
IV	4670001	26.61857143	briggsae
IV	4680001	20.1664	briggsae
IV	4690001	18.8662069	briggsae
IV	4700001	13.13666667	briggsae
IV	4710001	21.08117647	briggsae
IV	4720001	20.00259259	briggsae
IV	4730001	15.4065	briggsae
IV	4740001	23.17531915	briggsae
IV	4750001	14.78444444	briggsae
IV	4760001	20.39333333	briggsae
IV	4770001	17.02909091	briggsae
IV	4780001	13.86611111	briggsae
IV	4790001	24.84176471	briggsae
IV	4800001	16.926	briggsae
IV	4810001	23.654375	briggsae
IV	4820001	26.20956522	briggsae
IV	4830001	24.78363636	briggsae
IV	4840001	15.57133333	briggsae
IV	4850001	24.07612903	briggsae
IV	4860001	20.19761905	briggsae
IV	4870001	13.132	briggsae
IV	4880001	16.405	briggsae
IV	4890001	15.86	briggsae
IV	4900001	17.29	briggsae
IV	4910001	17.38	briggsae
IV	4920001	19.39181818	briggsae
IV	4930001	17.609375	briggsae
IV	4940001	10.952	briggsae
IV	4950001	19.55038462	briggsae
IV	4960001	13.84294118	briggsae
IV	4970001	22.55225806	briggsae
IV	4980001	25.89666667	briggsae
IV	4990001	13.32304348	briggsae
IV	5000001	24.1678125	briggsae
IV	5010001	10.91615385	briggsae
IV	5020001	16.64515152	briggsae
IV	5030001	23.05105263	briggsae
IV	5040001	25.404	briggsae
IV	5050001	20.88826087	briggsae
IV	5060001	21.89558824	briggsae
IV	5070001	20.46972222	briggsae
IV	5080001	15.17642857	briggsae
IV	5090001	20.306875	briggsae
IV	5100001	13.08730769	briggsae
IV	5110001	20.51903226	briggsae
IV	5120001	17.86191489	briggsae
IV	5130001	22.5725641	briggsae
IV	5140001	16.1336	briggsae
IV	5150001	22.58625	briggsae
IV	5160001	15.6425	briggsae
IV	5170001	22.01333333	briggsae
IV	5180001	13.31052632	briggsae
IV	5190001	27.20125	briggsae
IV	5200001	15.39484848	briggsae
IV	5210001	18.27821429	briggsae
IV	5220001	17.03708333	briggsae
IV	5230001	13.49272727	briggsae
IV	5240001	16.38	briggsae
IV	5250001	14.27	briggsae
IV	5260001	21.40407407	briggsae
IV	5270001	27.01909091	briggsae
IV	5280001	26.95909091	briggsae
IV	5290001	16.75	briggsae
IV	5300001	13.91705882	briggsae
IV	5310001	21.43454545	briggsae
IV	5320001	19.51866667	briggsae
IV	5330001	19.22173913	briggsae
IV	5340001	19.93764706	briggsae
IV	5350001	18.69	briggsae
IV	5360001	21.54166667	briggsae
IV	5370001	20.215	briggsae
IV	5380001	8.5072	briggsae
IV	5390001	13.65078947	briggsae
IV	5400001	20.13375	briggsae
IV	5410001	13.54333333	briggsae
IV	5420001	19.12705882	briggsae
IV	5430001	14.89133333	briggsae
IV	5440001	20.81181818	briggsae
IV	5450001	20.00166667	briggsae
IV	5460001	21.97916667	briggsae
IV	5470001	21.03083333	briggsae
IV	5480001	23.87857143	briggsae
IV	5490001	20.85192308	briggsae
IV	5500001	17.0096	briggsae
IV	5510001	22.5332	briggsae
IV	5520001	15.97777778	briggsae
IV	5530001	18.081875	briggsae
IV	5540001	11.05684211	briggsae
IV	5550001	26.24705882	briggsae
IV	5560001	19.09222222	briggsae
IV	5570001	18.61944444	briggsae
IV	5580001	14.85944444	briggsae
IV	5590001	23.94103448	briggsae
IV	5600001	16.52	briggsae
IV	5610001	17.08375	briggsae
IV	5620001	16.6525	briggsae
IV	5630001	7.9	briggsae
IV	5640001	15.935	briggsae
IV	5650001	11.05428571	briggsae
IV	5660001	16.22666667	briggsae
IV	5670001	12.715	briggsae
IV	5680001	23.67137931	briggsae
IV	5690001	20.935	briggsae
IV	5700001	18.72933333	briggsae
IV	5710001	17.66470588	briggsae
IV	5720001	22.80428571	briggsae
IV	5730001	19.6375	briggsae
IV	5740001	15.66176471	briggsae
IV	5750001	17.14083333	briggsae
IV	5760001	18.64944444	briggsae
IV	5770001	16.03	briggsae
IV	5780001	14.43166667	briggsae
IV	5790001	23.94388889	briggsae
IV	5800001	18.982	briggsae
IV	5810001	19.26466667	briggsae
IV	5820001	19.19382353	briggsae
IV	5830001	18.66333333	briggsae
IV	5840001	22.658125	briggsae
IV	5850001	15.504	briggsae
IV	5860001	14.22130435	briggsae
IV	5870001	16.0845	briggsae
IV	5880001	21.48135135	briggsae
IV	5890001	24.9192	briggsae
IV	5900001	15.79	briggsae
IV	5910001	16.37	briggsae
IV	5920001	12.78466667	briggsae
IV	5930001	19.04214286	briggsae
IV	5940001	12.04230769	briggsae
IV	5950001	15.74	briggsae
IV	5960001	28.21285714	briggsae
IV	5970001	24.30263158	briggsae
IV	5980001	14.535	briggsae
IV	5990001	14.72111111	briggsae
IV	6000001	22.66459459	briggsae
IV	6010001	16.82147059	briggsae
IV	6020001	16.3747619	briggsae
IV	6030001	25.36648649	briggsae
IV	6040001	23.37809524	briggsae
IV	6050001	18.28736842	briggsae
IV	6060001	16.16636364	briggsae
IV	6070001	20.51363636	briggsae
IV	6080001	28.31967742	briggsae
IV	6090001	20.77052632	briggsae
IV	6100001	20.34	briggsae
IV	6110001	18.34111111	briggsae
IV	6120001	24.56555556	briggsae
IV	6130001	18.305	briggsae
IV	6140001	16.61333333	briggsae
IV	6150001	19.159	briggsae
IV	6160001	18.77125	briggsae
IV	6170001	17.39375	briggsae
IV	6180001	18.19818182	briggsae
IV	6190001	23.45083333	briggsae
IV	6200001	22.7675	briggsae
IV	6210001	10.7355	briggsae
IV	6220001	15.42705882	briggsae
IV	6230001	25.0612766	briggsae
IV	6240001	20.191875	briggsae
IV	6250001	18.03588235	briggsae
IV	6260001	19.46071429	briggsae
IV	6270001	24.40434783	briggsae
IV	6280001	14.30692308	briggsae
IV	6290001	17.67777778	briggsae
IV	6300001	10.8075	briggsae
IV	6310001	18.78392857	briggsae
IV	6320001	30.24714286	briggsae
IV	6330001	19.33888889	briggsae
IV	6340001	19.95	briggsae
IV	6350001	25.47866667	briggsae
IV	6360001	20.505	briggsae
IV	6370001	11.35466667	briggsae
IV	6380001	23.67451613	briggsae
IV	6390001	19.086875	briggsae
IV	6400001	12.958	briggsae
IV	6410001	22.264	briggsae
IV	6420001	22.17875	briggsae
IV	6430001	17.2625	briggsae
IV	6440001	17.91375	briggsae
IV	6450001	19.25705882	briggsae
IV	6460001	11.5875	briggsae
IV	6470001	9.243333333	briggsae
IV	6480001	22.70166667	briggsae
IV	6490001	18.4985	briggsae
IV	6500001	19.93857143	briggsae
IV	6510001	17.89315789	briggsae
IV	6520001	18.23136364	briggsae
IV	6530001	21.25636364	briggsae
IV	6540001	18.71166667	briggsae
IV	6550001	16.25285714	briggsae
IV	6560001	11.874	briggsae
IV	6570001	18.97428571	briggsae
IV	6590001	20.13909091	briggsae
IV	6600001	22.285	briggsae
IV	6610001	19.33571429	briggsae
IV	6620001	19.29285714	briggsae
IV	6630001	18.61333333	briggsae
IV	6640001	22.76896552	briggsae
IV	6650001	18.45777778	briggsae
IV	6660001	26.65371429	briggsae
IV	6670001	20.13235294	briggsae
IV	6680001	17.437	briggsae
IV	6690001	15.044375	briggsae
IV	6700001	17.43	briggsae
IV	6710001	19.535	briggsae
IV	6720001	15.53578947	briggsae
IV	6730001	14.07470588	briggsae
IV	6740001	12.58666667	briggsae
IV	6750001	9.974285714	briggsae
IV	6760001	19.154	briggsae
IV	6770001	11.49333333	briggsae
IV	6780001	18.2275	briggsae
IV	6790001	23.2725	briggsae
IV	6800001	13.475	briggsae
IV	6810001	23.92333333	briggsae
IV	6820001	22.20285714	briggsae
IV	6830001	23.52	briggsae
IV	6840001	19.14789474	briggsae
IV	6850001	20.1715	briggsae
IV	6860001	21.1375	briggsae
IV	6870001	21.37346154	briggsae
IV	6880001	21.73421053	briggsae
IV	6890001	17.88583333	briggsae
IV	6900001	19.79333333	briggsae
IV	6910001	20.34352941	briggsae
IV	6920001	18.06470588	briggsae
IV	6930001	18.01526316	briggsae
IV	6940001	14.00272727	briggsae
IV	6950001	13.38933333	briggsae
IV	6960001	16.55333333	briggsae
IV	6970001	19.66888889	briggsae
IV	6980001	17.84076923	briggsae
IV	6990001	21.2085	briggsae
IV	7000001	13.83916667	briggsae
IV	7010001	23.71410256	briggsae
IV	7020001	2.871428571	briggsae
IV	7030001	14.28375	briggsae
IV	7040001	19.255	briggsae
IV	7050001	19.395	briggsae
IV	7060001	26.29592593	briggsae
IV	7070001	13.55	briggsae
IV	7080001	11.34571429	briggsae
IV	7090001	8.926666667	briggsae
IV	7100001	15.81285714	briggsae
IV	7110001	16.16615385	briggsae
IV	7120001	11.14	briggsae
IV	7130001	21.258	briggsae
IV	7140001	26.51	briggsae
IV	7150001	24.082	briggsae
IV	7160001	20.20263158	briggsae
IV	7170001	18.749	briggsae
IV	7180001	13.12421053	briggsae
IV	7190001	14.38	briggsae
IV	7200001	19.98	briggsae
IV	7210001	21.3904	briggsae
IV	7220001	21.60857143	briggsae
IV	7230001	13.29615385	briggsae
